,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-14852600.0,-20103239.875389,23968200.0,4846200.0
Tax Rate For Calcs,0.206,0.163707,0.258,0.197
Normalized EBITDA,76000000.0,-224100000.0,262300000.0,1002300000.0
Total Unusual Items,-72100000.0,-122800000.0,92900000.0,24600000.0
Total Unusual Items Excluding Goodwill,-72100000.0,-122800000.0,92900000.0,24600000.0
Net Income From Continuing Operation Net Minority Interest,-202400000.0,-536600000.0,159500000.0,755500000.0
Reconciled Depreciation,22200000.0,8900000.0,8600000.0,6600000.0
Reconciled Cost Of Revenue,134600000.0,139600000.0,131600000.0,88900000.0
EBITDA,3900000.0,-346900000.0,355200000.0,1026900000.0
EBIT,-18300000.0,-355800000.0,346600000.0,1020300000.0
Net Interest Income,-241500000.0,-187900000.0,-128100000.0,-85800000.0
Interest Expense,333600000.0,286200000.0,132300000.0,78000000.0
Interest Income,123700000.0,102500000.0,10600000.0,1800000.0
Normalized Income,-145152600.0,-433903239.875389,90568200.0,735746200.0
Net Income From Continuing And Discontinued Operation,-202400000.0,-536600000.0,159500000.0,755500000.0
Total Expenses,216100000.0,198700000.0,190600000.0,147200000.0
Total Operating Income As Reported,292300000.0,304100000.0,243000000.0,183900000.0
Diluted Average Shares,85865300.0,85865300.0,85865300.0,85659841.0
Basic Average Shares,85865300.0,85865300.0,85865300.0,85659841.0
Diluted EPS,-2.99,-7.17,1.08,8.1
Basic EPS,-2.99,-7.17,1.08,8.1
Diluted NI Availto Com Stockholders,-256500000.0,-615900000.0,92800000.0,695000000.0
Average Dilution Earnings,-45100000.0,-42900000.0,-30200000.0,-25400000.0
Net Income Common Stockholders,-211400000.0,-572700000.0,123400000.0,719400000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Preferred Stock Dividends,9000000.0,36100000.0,36100000.0,36100000.0
Net Income,-202400000.0,-536600000.0,159500000.0,755500000.0
Minority Interests,0.0,300000.0,400000.0,-1000000.0
Net Income Including Noncontrolling Interests,-202400000.0,-536900000.0,159100000.0,756500000.0
Net Income Continuous Operations,-202400000.0,-536900000.0,159100000.0,756500000.0
Tax Provision,-149500000.0,-105100000.0,55200000.0,185800000.0
Pretax Income,-351900000.0,-642000000.0,214300000.0,942300000.0
Net Non Operating Interest Income Expense,-241500000.0,-187900000.0,-128100000.0,-85800000.0
Total Other Finance Cost,31600000.0,4200000.0,6400000.0,9600000.0
Interest Expense Non Operating,333600000.0,286200000.0,132300000.0,78000000.0
Interest Income Non Operating,123700000.0,102500000.0,10600000.0,1800000.0
Operating Income,210800000.0,244900000.0,184100000.0,125500000.0
Operating Expense,81500000.0,59100000.0,59000000.0,58300000.0
Selling General And Administration,81500000.0,59100000.0,59000000.0,58300000.0
General And Administrative Expense,81500000.0,59100000.0,59000000.0,58300000.0
Gross Profit,292300000.0,304000000.0,243100000.0,183800000.0
Cost Of Revenue,134600000.0,139600000.0,131600000.0,88900000.0
Total Revenue,426900000.0,443600000.0,374700000.0,272700000.0
Operating Revenue,426900000.0,443600000.0,374700000.0,272700000.0
