,2024-12-31,2023-12-31,2022-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.003653,0.003334,0.009008,0.0
Normalized EBITDA,-40869000.0,-32392000.0,-25321000.0,395000.0
Net Income From Continuing Operation Net Minority Interest,-53724000.0,-44238000.0,-36085000.0,-3204000.0
Reconciled Depreciation,9318000.0,8952000.0,8960000.0,3321000.0
Reconciled Cost Of Revenue,34337000.0,29733000.0,27664000.0,7751000.0
EBITDA,-40869000.0,-32392000.0,-25321000.0,395000.0
EBIT,-50187000.0,-41344000.0,-35077000.0,-2926000.0
Net Interest Income,-3735000.0,-3042000.0,-1336000.0,-278000.0
Interest Expense,,3266000.0,1336000.0,278000.0
Interest Income,,224000.0,0.0,0.0
Normalized Income,-53724000.0,-44238000.0,-36085000.0,-3204000.0
Net Income From Continuing And Discontinued Operation,-53724000.0,-44238000.0,-36085000.0,-3204000.0
Total Expenses,111339000.0,93845000.0,82256000.0,34714000.0
Total Operating Income As Reported,-50186000.0,-41344000.0,-35077000.0,-2926000.0
Diluted Average Shares,91287638.0,77568072.0,71421745.0,66011239.0
Basic Average Shares,91287638.0,77568072.0,71421745.0,66011239.0
Diluted EPS,-0.588513,-0.570312,-0.163813,-0.048537
Basic EPS,-0.588513,-0.570312,-0.163813,-0.048537
Diluted NI Availto Com Stockholders,-53724000.0,-44238000.0,-36085000.0,-3204000.0
Net Income Common Stockholders,-53724000.0,-44238000.0,-36085000.0,-3204000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-53724000.0,-44238000.0,-36085000.0,-3204000.0
Net Income Including Noncontrolling Interests,-53724000.0,-44238000.0,-36085000.0,-3204000.0
Net Income Continuous Operations,-53724000.0,-44238000.0,-36085000.0,-3204000.0
Tax Provision,-197000.0,-148000.0,-328000.0,
Pretax Income,-53921000.0,-44386000.0,-36413000.0,-3204000.0
Net Non Operating Interest Income Expense,-3735000.0,-3042000.0,-1336000.0,-278000.0
Interest Expense Non Operating,,3266000.0,1336000.0,278000.0
Interest Income Non Operating,,224000.0,0.0,0.0
Operating Income,-50187000.0,-41344000.0,-35077000.0,-2926000.0
Operating Expense,77002000.0,64112000.0,54592000.0,26963000.0
Other Operating Expenses,38031000.0,35593000.0,25372000.0,13717000.0
Depreciation And Amortization In Income Statement,9318000.0,8952000.0,9756000.0,3321000.0
Depreciation Income Statement,9318000.0,8952000.0,9756000.0,3321000.0
Selling General And Administration,,,,13645000.0
General And Administrative Expense,,,,13645000.0
Gross Profit,26815000.0,22768000.0,19515000.0,24037000.0
Cost Of Revenue,34337000.0,29733000.0,27664000.0,7751000.0
Total Revenue,61152000.0,52501000.0,47179000.0,31788000.0
Operating Revenue,61152000.0,52501000.0,47179000.0,31788000.0
