,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,71630000.0,-2652000.0,
Tax Rate For Calcs,0.23,0.2,0.19,0.204,
Normalized EBITDA,2812000000.0,2926000000.0,3111000000.0,3268000000.0,
Total Unusual Items,,-18000000.0,377000000.0,-13000000.0,-136000000.0
Total Unusual Items Excluding Goodwill,,-18000000.0,377000000.0,-13000000.0,-136000000.0
Net Income From Continuing Operation Net Minority Interest,662000000.0,931000000.0,1622000000.0,1457000000.0,
Reconciled Depreciation,1513000000.0,1407000000.0,1311000000.0,1270000000.0,
Reconciled Cost Of Revenue,32738000000.0,32374000000.0,29287000000.0,29499000000.0,
EBITDA,2812000000.0,2926000000.0,3488000000.0,3255000000.0,
EBIT,1299000000.0,1519000000.0,2177000000.0,1985000000.0,
Net Interest Income,-415000000.0,-345000000.0,-171000000.0,-153000000.0,
Interest Expense,436000000.0,360000000.0,175000000.0,155000000.0,
Interest Income,21000000.0,15000000.0,4000000.0,2000000.0,
Normalized Income,662000000.0,931000000.0,1316630000.0,1467348000.0,
Net Income From Continuing And Discontinued Operation,662000000.0,931000000.0,1622000000.0,1457000000.0,
Total Expenses,37919000000.0,37097000000.0,33620000000.0,33571000000.0,
Total Operating Income As Reported,1197000000.0,1416000000.0,2102000000.0,1925000000.0,
Diluted Average Shares,92443000.0,92188000.0,93126000.0,97807000.0,
Basic Average Shares,92132000.0,91984000.0,93017000.0,97743000.0,
Diluted EPS,7.16,10.1,17.41,14.9,
Basic EPS,7.19,10.12,17.43,14.9,
Diluted NI Availto Com Stockholders,662000000.0,931000000.0,1622000000.0,1457000000.0,
Net Income Common Stockholders,662000000.0,931000000.0,1622000000.0,1457000000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,662000000.0,931000000.0,1622000000.0,1457000000.0,
Minority Interests,0.0,0.0,0.0,0.0,
Net Income Including Noncontrolling Interests,662000000.0,931000000.0,1622000000.0,1457000000.0,
Net Income Continuous Operations,662000000.0,931000000.0,1622000000.0,1457000000.0,
Tax Provision,202000000.0,228000000.0,380000000.0,373000000.0,
Pretax Income,863000000.0,1159000000.0,2002000000.0,1830000000.0,
Special Income Charges,,-18000000.0,377000000.0,-13000000.0,-135000000.0
Other Special Charges,,-3000000.0,-391000000.0,-35000000.0,-6000000.0
Impairment Of Capital Assets,,,,0.0,5000000.0
Restructuring And Mergern Acquisition,,21000000.0,14000000.0,48000000.0,136000000.0
Net Non Operating Interest Income Expense,-415000000.0,-345000000.0,-171000000.0,-153000000.0,
Interest Expense Non Operating,436000000.0,360000000.0,175000000.0,155000000.0,
Interest Income Non Operating,21000000.0,15000000.0,4000000.0,2000000.0,
Operating Income,1232000000.0,1417000000.0,1725000000.0,1938000000.0,
Operating Expense,5181000000.0,4723000000.0,4333000000.0,4072000000.0,
Other Operating Expenses,23000000.0,45000000.0,29000000.0,16000000.0,
Selling General And Administration,5190000000.0,4724000000.0,4328000000.0,4060000000.0,
Selling And Marketing Expense,5190000000.0,4724000000.0,3580000000.0,3368000000.0,
General And Administrative Expense,,856000000.0,748000000.0,692000000.0,679000000.0
Gross Profit,6413000000.0,6140000000.0,6058000000.0,6010000000.0,
Cost Of Revenue,32738000000.0,32374000000.0,29287000000.0,29499000000.0,
Total Revenue,39151000000.0,38514000000.0,35345000000.0,35509000000.0,
Operating Revenue,39151000000.0,38514000000.0,35345000000.0,35509000000.0,
