,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.130435,0.225664,0.18,0.21,
Normalized EBITDA,226000000.0,322000000.0,468659000.0,559003000.0,
Net Income From Continuing Operation Net Minority Interest,100000000.0,175000000.0,249068000.0,342082000.0,
Reconciled Depreciation,,139597000.0,126087000.0,103611000.0,86098000.0
Reconciled Cost Of Revenue,2680000000.0,2678000000.0,2763384000.0,2375501000.0,
EBITDA,226000000.0,322000000.0,468659000.0,559003000.0,
EBIT,226000000.0,322000000.0,342572000.0,455392000.0,
Net Interest Income,-68000000.0,-75000000.0,-30980000.0,-21347000.0,
Interest Expense,111000000.0,96000000.0,33575000.0,21910000.0,
Interest Income,43000000.0,21000000.0,2595000.0,563000.0,
Normalized Income,100000000.0,175000000.0,249068000.0,342082000.0,
Net Income From Continuing And Discontinued Operation,100000000.0,175000000.0,249068000.0,342082000.0,
Total Expenses,3132000000.0,3129000000.0,3171617000.0,2700472000.0,
Rent Expense Supplemental,,0.0,45000.0,82000.0,333000.0
Total Operating Income As Reported,183000000.0,301000000.0,341231000.0,452928000.0,
Diluted Average Shares,59347000.0,59132000.0,59133000.0,59133000.0,
Basic Average Shares,59264000.0,58302000.0,57985000.0,57985000.0,
Diluted EPS,1.69,3.01,4.27,5.84,
Basic EPS,1.69,3.01,4.3,5.9,
Diluted NI Availto Com Stockholders,100000000.0,175000000.0,252856000.0,345583000.0,
Average Dilution Earnings,,3690000.0,3788000.0,3501000.0,1956000.0
Net Income Common Stockholders,100000000.0,175000000.0,249068000.0,342082000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,100000000.0,175000000.0,249068000.0,342082000.0,
Net Income Including Noncontrolling Interests,100000000.0,175000000.0,249068000.0,342082000.0,
Net Income Continuous Operations,100000000.0,175000000.0,249068000.0,342082000.0,
Tax Provision,15000000.0,51000000.0,59929000.0,91400000.0,
Pretax Income,115000000.0,226000000.0,308997000.0,433482000.0,
Other Non Operating Income Expenses,,96000.0,45000.0,82000.0,333000.0
Net Non Operating Interest Income Expense,-68000000.0,-75000000.0,-30980000.0,-21347000.0,
Interest Expense Non Operating,111000000.0,96000000.0,33575000.0,21910000.0,
Interest Income Non Operating,43000000.0,21000000.0,2595000.0,563000.0,
Operating Income,183000000.0,302000000.0,337089000.0,450903000.0,
Operating Expense,452000000.0,451000000.0,408233000.0,324971000.0,
Other Operating Expenses,14000000.0,31000000.0,48000.0,520000.0,
Selling General And Administration,538000000.0,469000000.0,410752000.0,336205000.0,
Selling And Marketing Expense,367000000.0,295000000.0,257598000.0,208748000.0,
General And Administrative Expense,171000000.0,174000000.0,153154000.0,127457000.0,
Rent And Landing Fees,,0.0,45000.0,82000.0,333000.0
Gross Profit,635000000.0,753000000.0,745322000.0,775874000.0,
Cost Of Revenue,2680000000.0,2678000000.0,2763384000.0,2375501000.0,
Total Revenue,3315000000.0,3431000000.0,3508706000.0,3151375000.0,
Operating Revenue,3315000000.0,3431000000.0,3508706000.0,3151375000.0,
