,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,
Normalized EBITDA,-19908000.0,-17401000.0,-22280000.0,-20443000.0,
Total Unusual Items,0.0,123000.0,15000.0,9000.0,
Total Unusual Items Excluding Goodwill,0.0,123000.0,15000.0,9000.0,
Net Income From Continuing Operation Net Minority Interest,-23004000.0,-20441000.0,-25379000.0,-23341000.0,
Reconciled Depreciation,2635000.0,2662000.0,2932000.0,2667000.0,
Reconciled Cost Of Revenue,-9766000.0,-9541000.0,-3046000.0,-1385000.0,
EBITDA,-19908000.0,-17278000.0,-22265000.0,-20434000.0,
EBIT,-22543000.0,-19940000.0,-25197000.0,-23101000.0,
Net Interest Income,739000.0,1425000.0,355000.0,-29000.0,
Interest Expense,468000.0,522000.0,182000.0,245000.0,
Interest Income,1207000.0,1947000.0,537000.0,216000.0,
Normalized Income,-23004000.0,-20564000.0,-25394000.0,-23350000.0,
Net Income From Continuing And Discontinued Operation,-23004000.0,-20441000.0,-25379000.0,-23341000.0,
Total Expenses,23803000.0,22834000.0,26951000.0,25201000.0,
Total Operating Income As Reported,-23056000.0,-21351000.0,-25734000.0,-23317000.0,
Diluted Average Shares,97131608.0,228369579.0,228369579.0,228369579.0,
Basic Average Shares,97131608.0,228369579.0,228369579.0,228369579.0,
Diluted EPS,-0.24,-0.089319,-0.110585,-0.102078,
Basic EPS,-0.24,-0.089319,-0.110585,-0.102078,
Diluted NI Availto Com Stockholders,-23004000.0,-20441000.0,-25379000.0,-23341000.0,
Net Income Common Stockholders,-23004000.0,-20441000.0,-25379000.0,-23341000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-23004000.0,-20441000.0,-25379000.0,-23341000.0,
Net Income Including Noncontrolling Interests,-23004000.0,-20441000.0,-25379000.0,-23341000.0,
Net Income Continuous Operations,-23004000.0,-20441000.0,-25379000.0,-23341000.0,
Tax Provision,-7000.0,-21000.0,0.0,-5000.0,
Pretax Income,-23011000.0,-20462000.0,-25379000.0,-23346000.0,
Other Non Operating Income Expenses,707000.0,1301000.0,1151000.0,1608000.0,
Special Income Charges,0.0,123000.0,15000.0,9000.0,
Other Special Charges,,-123000.0,-15000.0,-9000.0,
Net Non Operating Interest Income Expense,739000.0,1425000.0,355000.0,-29000.0,
Interest Expense Non Operating,468000.0,522000.0,182000.0,245000.0,
Interest Income Non Operating,1207000.0,1947000.0,537000.0,216000.0,
Operating Income,-23803000.0,-22834000.0,-26951000.0,-25201000.0,
Operating Expense,33569000.0,32375000.0,29997000.0,26586000.0,
Other Operating Expenses,19438000.0,18360000.0,11690000.0,10716000.0,
Depreciation And Amortization In Income Statement,2635000.0,2662000.0,2932000.0,2667000.0,
Amortization,218000.0,218000.0,,,
Depreciation Income Statement,2417000.0,2444000.0,2932000.0,2667000.0,
Selling General And Administration,,,11621000.0,10689000.0,8321000.0
General And Administrative Expense,,,11621000.0,10689000.0,8321000.0
Gross Profit,9766000.0,9541000.0,3046000.0,1385000.0,
Cost Of Revenue,-9766000.0,-9541000.0,-3046000.0,-1385000.0,
Total Revenue,0.0,0.0,0.0,0.0,
Operating Revenue,0.0,0.0,0.0,0.0,
