,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-96202000.0,14912621.359223,7210000.0,666000.0
Tax Rate For Calcs,0.206,0.116505,0.206,0.222
Normalized EBITDA,-54000000.0,449000000.0,912000000.0,1804000000.0
Total Unusual Items,11000000.0,128000000.0,35000000.0,3000000.0
Total Unusual Items Excluding Goodwill,-467000000.0,128000000.0,35000000.0,3000000.0
Net Income From Continuing Operation Net Minority Interest,-1195000000.0,-455000000.0,-2000000.0,706000000.0
Reconciled Depreciation,768000000.0,796000000.0,804000000.0,800000000.0
Reconciled Cost Of Revenue,6695000000.0,7560000000.0,9566000000.0,8441000000.0
EBITDA,-43000000.0,577000000.0,947000000.0,1807000000.0
EBIT,-811000000.0,-219000000.0,143000000.0,1007000000.0
Net Interest Income,-295000000.0,-274000000.0,-109000000.0,-98000000.0
Interest Expense,308000000.0,296000000.0,113000000.0,100000000.0
Interest Income,25000000.0,22000000.0,4000000.0,2000000.0
Normalized Income,-346202000.0,-568087378.640777,-29790000.0,703666000.0
Net Income From Continuing And Discontinued Operation,-1343000000.0,-347000000.0,-2000000.0,706000000.0
Total Expenses,10919000000.0,12169000000.0,14867000000.0,12753000000.0
Total Operating Income As Reported,-827000000.0,-243000000.0,191000000.0,1009000000.0
Diluted Average Shares,546821668.0,168252821.0,376378492.0,377717764.0
Basic Average Shares,546821668.0,168252821.0,376094541.0,376863855.0
Diluted EPS,-2.46,-0.92,-0.004474,1.87
Basic EPS,-2.46,-0.92,-0.004474,1.874474
Diluted NI Availto Com Stockholders,-1343000000.0,-347000000.0,-2000000.0,706000000.0
Net Income Common Stockholders,-1343000000.0,-347000000.0,-2000000.0,706000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-1343000000.0,-347000000.0,-2000000.0,706000000.0
Net Income Including Noncontrolling Interests,-1343000000.0,-347000000.0,-2000000.0,706000000.0
Net Income Discontinuous Operations,-148000000.0,108000000.0,,
Net Income Continuous Operations,-1195000000.0,-455000000.0,-2000000.0,706000000.0
Tax Provision,76000000.0,-60000000.0,32000000.0,201000000.0
Pretax Income,-1119000000.0,-515000000.0,30000000.0,907000000.0
Other Non Operating Income Expenses,37000000.0,81000000.0,82000000.0,73000000.0
Special Income Charges,-467000000.0,128000000.0,35000000.0,3000000.0
Other Special Charges,-11000000.0,-128000000.0,-35000000.0,-3000000.0
Write Off,0.0,0.0,,
Net Non Operating Interest Income Expense,-295000000.0,-274000000.0,-109000000.0,-98000000.0
Total Other Finance Cost,12000000.0,,,
Interest Expense Non Operating,308000000.0,296000000.0,113000000.0,100000000.0
Interest Income Non Operating,25000000.0,22000000.0,4000000.0,2000000.0
Operating Income,-381000000.0,-497000000.0,62000000.0,966000000.0
Operating Expense,4224000000.0,4609000000.0,5301000000.0,4312000000.0
Other Operating Expenses,2000000.0,17000000.0,10000000.0,4000000.0
Selling General And Administration,4247000000.0,4641000000.0,5317000000.0,4367000000.0
Selling And Marketing Expense,3434000000.0,3762000000.0,4162000000.0,3419000000.0
General And Administrative Expense,813000000.0,879000000.0,1155000000.0,948000000.0
Gross Profit,3843000000.0,4112000000.0,5363000000.0,5278000000.0
Cost Of Revenue,6695000000.0,7560000000.0,9566000000.0,8441000000.0
Total Revenue,10538000000.0,11672000000.0,14929000000.0,13719000000.0
Operating Revenue,10538000000.0,11672000000.0,14929000000.0,13719000000.0
