,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,1447670.0,-576510.0,-300950.0
Tax Rate For Calcs,0.06,0.07,0.11,0.05
Normalized EBITDA,262020000.0,273134000.0,232441000.0,349499000.0
Total Unusual Items,0.0,20681000.0,-5241000.0,-6019000.0
Total Unusual Items Excluding Goodwill,0.0,20681000.0,-5241000.0,-6019000.0
Net Income From Continuing Operation Net Minority Interest,118974000.0,127574000.0,66947000.0,198208000.0
Reconciled Depreciation,135774000.0,156828000.0,151326000.0,133204000.0
Reconciled Cost Of Revenue,358432000.0,427549000.0,463696000.0,505256000.0
EBITDA,262020000.0,293815000.0,227200000.0,343480000.0
EBIT,126246000.0,136987000.0,75874000.0,210276000.0
Net Interest Income,9190000.0,4564000.0,1397000.0,-1015000.0
Interest Expense,279000.0,291000.0,266000.0,1190000.0
Interest Income,9508000.0,5730000.0,1663000.0,175000.0
Normalized Income,118974000.0,108340670.0,71611490.0,203926050.0
Net Income From Continuing And Discontinued Operation,118974000.0,127574000.0,66947000.0,198208000.0
Total Expenses,1029320000.0,1206816000.0,1342208000.0,1094579000.0
Total Operating Income As Reported,116778000.0,111452000.0,79451000.0,216121000.0
Diluted Average Shares,7815000.0,8052436.0,8415552.0,8610786.0
Basic Average Shares,7815000.0,8052436.0,8369835.0,8498236.0
Diluted EPS,15.22,15.84,7.96,23.02
Basic EPS,15.22,15.84,8.0,23.32
Diluted NI Availto Com Stockholders,118974000.0,127574000.0,66947000.0,198208000.0
Net Income Common Stockholders,118974000.0,127574000.0,66947000.0,198208000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,118974000.0,127574000.0,66947000.0,198208000.0
Net Income Including Noncontrolling Interests,118974000.0,127574000.0,66947000.0,198208000.0
Net Income Continuous Operations,118974000.0,127574000.0,66947000.0,198208000.0
Tax Provision,6993000.0,9122000.0,8661000.0,10878000.0
Pretax Income,125967000.0,136696000.0,75608000.0,209086000.0
Net Non Operating Interest Income Expense,9190000.0,4564000.0,1397000.0,-1015000.0
Total Other Finance Cost,39000.0,875000.0,,
Interest Expense Non Operating,279000.0,291000.0,266000.0,1190000.0
Interest Income Non Operating,9508000.0,5730000.0,1663000.0,175000.0
Operating Income,105209000.0,113105000.0,57908000.0,221124000.0
Operating Expense,670888000.0,779267000.0,878512000.0,589323000.0
Other Operating Expenses,1088000.0,1654000.0,,
Research And Development,311993000.0,363702000.0,364050000.0,189180000.0
Selling General And Administration,358895000.0,415565000.0,514462000.0,400143000.0
Selling And Marketing Expense,254786000.0,313450000.0,400844000.0,315343000.0
General And Administrative Expense,104109000.0,102115000.0,113618000.0,84800000.0
Gross Profit,776097000.0,892372000.0,936420000.0,810447000.0
Cost Of Revenue,358432000.0,427549000.0,463696000.0,505256000.0
Total Revenue,1134529000.0,1319921000.0,1400117000.0,1315703000.0
Operating Revenue,1134529000.0,1319921000.0,1400117000.0,1315703000.0
