,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.125,0.0,0.0
Normalized EBITDA,25831000.0,-3880000.0,-20261663.0,-17123167.0
Total Unusual Items,,0.0,23632297.0,0.0
Total Unusual Items Excluding Goodwill,,0.0,23632297.0,0.0
Net Income From Continuing Operation Net Minority Interest,-10724000.0,-6250000.0,-50007.0,-20263326.0
Reconciled Depreciation,7067000.0,0.0,3145611.0,1961633.0
Reconciled Cost Of Revenue,59887000.0,79483000.0,46554592.0,34833225.0
EBITDA,25831000.0,-3880000.0,3370634.0,-17123167.0
EBIT,18764000.0,-16973000.0,225023.0,-19084800.0
Net Interest Income,,-2560691.0,180932.0,-1178526.0
Interest Expense,,2560691.0,275030.0,1178526.0
Interest Income,,,455962.0,0.0
Normalized Income,-10724000.0,-6250000.0,-23682304.0,-20263326.0
Net Income From Continuing And Discontinued Operation,-10724000.0,-6250000.0,1643709.0,-17762229.0
Total Expenses,65992000.0,136956000.0,88751194.0,74042286.0
Total Operating Income As Reported,,-8154537.0,-230939.0,-17310800.0
Diluted Average Shares,,62101970.0,9531422.0,7014313.0
Basic Average Shares,,47116912.0,9531422.0,7014313.0
Diluted EPS,,-0.28,0.01,-2.53
Basic EPS,,-0.28,0.01,-2.53
Diluted NI Availto Com Stockholders,-10724000.0,-6250000.0,1643709.0,-17762229.0
Net Income Common Stockholders,-10724000.0,-6250000.0,1643709.0,-17762229.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-10724000.0,-6250000.0,1643709.0,-17762229.0
Net Income Including Noncontrolling Interests,-10724000.0,-6250000.0,1643709.0,-17762229.0
Net Income Discontinuous Operations,,,1693716.0,2501097.0
Net Income Continuous Operations,-10724000.0,-6250000.0,-50007.0,-20263326.0
Tax Provision,0.0,-10724000.0,0.0,0.0
Pretax Income,-10724000.0,-16974000.0,-50007.0,-20263326.0
Special Income Charges,,0.0,23632297.0,0.0
Other Special Charges,,,-23632297.0,
Net Non Operating Interest Income Expense,,-2560691.0,180932.0,-1178526.0
Interest Expense Non Operating,,2560691.0,275030.0,1178526.0
Interest Income Non Operating,,,455962.0,0.0
Operating Income,18764000.0,-16973000.0,-23863236.0,-23742800.0
Operating Expense,6105000.0,57473000.0,42196602.0,39209061.0
Other Operating Expenses,33023000.0,44380000.0,,
Depreciation And Amortization In Income Statement,2570000.0,13093000.0,2372032.0,1961633.0
Depreciation Income Statement,2570000.0,13093000.0,2372032.0,1961633.0
Research And Development,,2700000.0,2800000.0,
Selling General And Administration,,14773419.0,20020939.0,20092582.0
General And Administrative Expense,,14773419.0,20020939.0,20092582.0
Gross Profit,24869000.0,40500000.0,18333366.0,15466261.0
Cost Of Revenue,59887000.0,79483000.0,46554592.0,34833225.0
Total Revenue,84756000.0,119982000.0,64887958.0,50299486.0
Operating Revenue,84756000.0,119982000.0,64887958.0,50299486.0
