,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,
Normalized EBITDA,-15720000.0,-24348000.0,-20466777.0,-17632703.0,
Total Unusual Items,,-200000.0,0.0,,
Total Unusual Items Excluding Goodwill,,-200000.0,0.0,,
Net Income From Continuing Operation Net Minority Interest,-17717000.0,-25375000.0,-21133872.0,-18006147.0,
Reconciled Depreciation,2339000.0,1686000.0,622579.0,281518.0,
Reconciled Cost Of Revenue,144000.0,3652000.0,325376.0,-1252840.0,
EBITDA,-15720000.0,-24348000.0,-20466777.0,-17632703.0,
EBIT,-18059000.0,-26034000.0,-21089356.0,-17914221.0,
Net Interest Income,342000.0,659000.0,19271.0,-91926.0,
Interest Expense,,22884.0,44516.0,91926.0,90459.0
Interest Income,,682120.0,63787.0,0.0,0.0
Normalized Income,-17717000.0,-25375000.0,-21133872.0,-18006147.0,
Net Income From Continuing And Discontinued Operation,-17717000.0,-25375000.0,-21133872.0,-18006147.0,
Total Expenses,27081000.0,26889000.0,21698437.0,18642770.0,
Total Operating Income As Reported,-18059000.0,-26034000.0,-21153143.0,-17914221.0,
Diluted Average Shares,102453000.0,68074000.0,45105193.0,30448790.0,
Basic Average Shares,102453000.0,68074000.0,45105193.0,30448790.0,
Diluted EPS,-0.17,-0.37,-0.468546,-0.591358,
Basic EPS,-0.17,-0.37,-0.468546,-0.591358,
Diluted NI Availto Com Stockholders,-17717000.0,-25375000.0,-21133872.0,-18006147.0,
Net Income Common Stockholders,-17717000.0,-25375000.0,-21133872.0,-18006147.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-17717000.0,-25375000.0,-21133872.0,-18006147.0,
Net Income Including Noncontrolling Interests,-17717000.0,-25375000.0,-21133872.0,-18006147.0,
Net Income Continuous Operations,-17717000.0,-25375000.0,-21133872.0,-18006147.0,
Tax Provision,0.0,0.0,,,
Pretax Income,-17717000.0,-25375000.0,-21133872.0,-18006147.0,
Other Non Operating Income Expenses,,,545294.0,728549.0,750222.0
Special Income Charges,,-200000.0,0.0,,
Write Off,,200000.0,0.0,,
Net Non Operating Interest Income Expense,342000.0,659000.0,19271.0,-91926.0,
Interest Expense Non Operating,,22884.0,44516.0,91926.0,90459.0
Interest Income Non Operating,,682120.0,63787.0,0.0,0.0
Operating Income,-18059000.0,-26034000.0,-21698437.0,-18642770.0,
Operating Expense,26937000.0,23237000.0,21373061.0,19895610.0,
Other Operating Expenses,12565000.0,10107000.0,11023078.0,11479472.0,
Depreciation And Amortization In Income Statement,2339000.0,1686000.0,622579.0,281518.0,
Depreciation Income Statement,2339000.0,1686000.0,622579.0,281518.0,
Selling General And Administration,,,,11443037.0,7706424.0
General And Administrative Expense,,,,11443037.0,7706424.0
Gross Profit,8878000.0,-2797000.0,-325376.0,1252840.0,
Cost Of Revenue,144000.0,3652000.0,325376.0,-1252840.0,
Total Revenue,9022000.0,855000.0,0.0,0.0,
Operating Revenue,9022000.0,855000.0,0.0,0.0,
