,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-24732000.0,-8474000.0,31669188.09884,7597945.707997
Tax Rate For Calcs,0.229,0.038,0.316692,0.211054
Normalized EBITDA,255000000.0,-816000000.0,-1886000000.0,4168000000.0
Total Unusual Items,-108000000.0,-223000000.0,100000000.0,36000000.0
Total Unusual Items Excluding Goodwill,-108000000.0,-223000000.0,100000000.0,36000000.0
Net Income From Continuing Operation Net Minority Interest,-193000000.0,-1373000000.0,-1355000000.0,3226000000.0
Reconciled Depreciation,1000000.0,0.0,0.0,2000000.0
Reconciled Cost Of Revenue,436000000.0,429000000.0,416000000.0,286000000.0
EBITDA,147000000.0,-1039000000.0,-1786000000.0,4204000000.0
EBIT,146000000.0,-1039000000.0,-1786000000.0,4202000000.0
Net Interest Income,-245000000.0,-224000000.0,-173000000.0,-113000000.0
Interest Expense,397000000.0,389000000.0,197000000.0,113000000.0
Interest Income,159000000.0,166000000.0,26000000.0,1000000.0
Normalized Income,-109732000.0,-1158474000.0,-1423330811.90116,3197597945.707997
Net Income From Continuing And Discontinued Operation,-193000000.0,-1373000000.0,-1355000000.0,3226000000.0
Total Expenses,512000000.0,518000000.0,496000000.0,371000000.0
Rent Expense Supplemental,1000000.0,1000000.0,1000000.0,0.0
Total Operating Income As Reported,473000000.0,460000000.0,423000000.0,355000000.0
Diluted Average Shares,145715771.0,145400735.0,145400737.0,138220993.0
Basic Average Shares,145400737.0,145400735.0,145400737.0,138220993.0
Diluted EPS,-1.33,-9.44,-9.32,23.34
Basic EPS,-1.33,-9.44,-9.32,23.34
Diluted NI Availto Com Stockholders,-193000000.0,-1373000000.0,-1355000000.0,3226000000.0
Net Income Common Stockholders,-193000000.0,-1373000000.0,-1355000000.0,3226000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-193000000.0,-1373000000.0,-1355000000.0,3226000000.0
Net Income Including Noncontrolling Interests,-193000000.0,-1374000000.0,-1355000000.0,3226000000.0
Net Income Continuous Operations,-193000000.0,-1374000000.0,-1355000000.0,3226000000.0
Tax Provision,-58000000.0,-54000000.0,-628000000.0,863000000.0
Pretax Income,-251000000.0,-1428000000.0,-1983000000.0,4089000000.0
Other Non Operating Income Expenses,,,1000000.0,-83000000.0
Net Non Operating Interest Income Expense,-245000000.0,-224000000.0,-173000000.0,-113000000.0
Total Other Finance Cost,7000000.0,1000000.0,2000000.0,1000000.0
Interest Expense Non Operating,397000000.0,389000000.0,197000000.0,113000000.0
Interest Income Non Operating,159000000.0,166000000.0,26000000.0,1000000.0
Operating Income,396000000.0,370000000.0,343000000.0,323000000.0
Operating Expense,76000000.0,89000000.0,80000000.0,85000000.0
Other Operating Expenses,,,,61000000.0
Selling General And Administration,75000000.0,88000000.0,79000000.0,68000000.0
General And Administrative Expense,75000000.0,88000000.0,79000000.0,68000000.0
Rent And Landing Fees,1000000.0,1000000.0,1000000.0,0.0
Gross Profit,472000000.0,459000000.0,423000000.0,408000000.0
Cost Of Revenue,436000000.0,429000000.0,416000000.0,286000000.0
Total Revenue,908000000.0,888000000.0,839000000.0,694000000.0
Operating Revenue,908000000.0,888000000.0,839000000.0,694000000.0
