,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-8258334.0,-3708815.860828,22139282.684638,-5406132.770984
Tax Rate For Calcs,0.206,0.04335,0.290466,0.21107
Normalized EBITDA,621292000.0,125989000.0,462340000.0,1091821000.0
Total Unusual Items,-40089000.0,-85555000.0,76220000.0,-25613000.0
Total Unusual Items Excluding Goodwill,-40089000.0,-85555000.0,76220000.0,-25613000.0
Net Income From Continuing Operation Net Minority Interest,56446000.0,-413146000.0,212488000.0,792049000.0
Reconciled Depreciation,,1034000.0,16000.0,71000.0
Reconciled Cost Of Revenue,228319000.0,228835000.0,155875000.0,49265000.0
EBITDA,581203000.0,40434000.0,538560000.0,1066208000.0
EBIT,581203000.0,40434000.0,538544000.0,1066137000.0
Net Interest Income,-397913000.0,-387091000.0,-194423000.0,-52348000.0
Interest Expense,454806000.0,433213000.0,191026000.0,50516000.0
Interest Income,56893000.0,46122000.0,3393000.0,9000.0
Normalized Income,88276666.0,-331299815.860828,158407282.684638,812255867.229016
Net Income From Continuing And Discontinued Operation,56446000.0,-413146000.0,212488000.0,792049000.0
Total Expenses,294216000.0,289239000.0,233261000.0,89183000.0
Diluted Average Shares,371502622.0,371223606.0,314077872.0,189299025.0
Basic Average Shares,371206748.0,370628606.0,313480940.0,189159034.0
Diluted EPS,0.15,-1.11,0.68,4.18
Basic EPS,0.15,-1.11,0.68,4.19
Diluted NI Availto Com Stockholders,56446000.0,-413146000.0,212488000.0,792049000.0
Net Income Common Stockholders,56446000.0,-413146000.0,212488000.0,792049000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,56446000.0,-413146000.0,212488000.0,792049000.0
Minority Interests,463000.0,-37394000.0,-34088000.0,-9205000.0
Net Income Including Noncontrolling Interests,55983000.0,-375752000.0,246576000.0,801254000.0
Net Income Continuous Operations,55983000.0,-375752000.0,246576000.0,801254000.0
Tax Provision,70414000.0,-17027000.0,100942000.0,214367000.0
Pretax Income,126397000.0,-392779000.0,347518000.0,1015621000.0
Other Non Operating Income Expenses,-13815000.0,,311046000.0,142112000.0
Special Income Charges,-13815000.0,0.0,-4500000.0,-30250000.0
Other Special Charges,13815000.0,,,23250000.0
Restructuring And Mergern Acquisition,,0.0,4500000.0,7000000.0
Net Non Operating Interest Income Expense,-397913000.0,-387091000.0,-194423000.0,-52348000.0
Total Other Finance Cost,,12742000.0,6790000.0,1841000.0
Interest Expense Non Operating,454806000.0,433213000.0,191026000.0,50516000.0
Interest Income Non Operating,56893000.0,46122000.0,3393000.0,9000.0
Operating Income,717580000.0,729746000.0,479141000.0,194460000.0
Operating Expense,65897000.0,60404000.0,77386000.0,39918000.0
Other Operating Expenses,,26524000.0,24703000.0,9599000.0
Selling General And Administration,65897000.0,60404000.0,52683000.0,30319000.0
General And Administrative Expense,65897000.0,60404000.0,52683000.0,30319000.0
Gross Profit,783477000.0,790150000.0,556527000.0,234378000.0
Cost Of Revenue,228319000.0,228835000.0,155875000.0,49265000.0
Total Revenue,1011796000.0,1018985000.0,712402000.0,283643000.0
Operating Revenue,1011796000.0,1018985000.0,712402000.0,283643000.0
