,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.206,0.206,0.206,0.206,
Normalized EBITDA,13603000.0,13274000.0,12711000.0,1972000.0,
Net Income From Continuing Operation Net Minority Interest,-19811000.0,-16881000.0,-6398000.0,-6782000.0,
Reconciled Depreciation,26669000.0,24656000.0,15827000.0,7455000.0,
Reconciled Cost Of Revenue,360613000.0,315794000.0,253411000.0,193986000.0,
EBITDA,13603000.0,13274000.0,12711000.0,1972000.0,
EBIT,-13066000.0,-11383000.0,-3117000.0,-5483000.0,
Net Interest Income,-5998000.0,-4436000.0,-2245000.0,-945000.0,
Interest Expense,6097000.0,4503000.0,2247000.0,957000.0,
Interest Income,99000.0,67000.0,2000.0,12000.0,
Normalized Income,-19811000.0,-16881000.0,-6398000.0,-6782000.0,
Net Income From Continuing And Discontinued Operation,-19811000.0,-16881000.0,-6398000.0,-6782000.0,
Total Expenses,464111000.0,410789000.0,326421000.0,265455000.0,
Total Operating Income As Reported,-13165000.0,-11450000.0,-3118000.0,-5246000.0,
Diluted Average Shares,16004306.0,14275947.0,13986836.0,12532100.0,
Basic Average Shares,14275947.0,13986836.0,12532100.0,10032100.0,
Diluted EPS,-1.39,-1.21,-0.51,-0.68,
Basic EPS,-1.39,-1.21,-0.51,-0.68,
Diluted NI Availto Com Stockholders,-19811000.0,-16881000.0,-6398000.0,-6782000.0,
Net Income Common Stockholders,-19811000.0,-16881000.0,-6398000.0,-6782000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-19811000.0,-16881000.0,-6398000.0,-6782000.0,
Minority Interests,1017000.0,2000.0,0.0,22000.0,
Net Income Including Noncontrolling Interests,-19813000.0,-16883000.0,-6398000.0,-6804000.0,
Net Income Continuous Operations,-19813000.0,-16883000.0,-6398000.0,-6804000.0,
Tax Provision,650000.0,997000.0,1034000.0,364000.0,
Pretax Income,-19163000.0,-15886000.0,-5364000.0,-6440000.0,
Other Non Operating Income Expenses,,,25106000.0,15434000.0,8110000.0
Net Non Operating Interest Income Expense,-5998000.0,-4436000.0,-2245000.0,-945000.0,
Interest Expense Non Operating,6097000.0,4503000.0,2247000.0,957000.0,
Interest Income Non Operating,99000.0,67000.0,2000.0,12000.0,
Operating Income,-13166000.0,-11452000.0,-3119000.0,-20929000.0,
Operating Expense,103498000.0,94995000.0,73010000.0,71469000.0,
Other Operating Expenses,107483000.0,98315000.0,83600000.0,66271000.0,
Depreciation And Amortization In Income Statement,26669000.0,24657000.0,15828000.0,7455000.0,
Amortization,22199000.0,20936000.0,11906000.0,,
Depreciation Income Statement,4470000.0,3721000.0,3922000.0,7455000.0,
Selling General And Administration,,,83600000.0,66271000.0,45201000.0
General And Administrative Expense,,,83600000.0,66271000.0,45201000.0
Gross Profit,90332000.0,83543000.0,69891000.0,50540000.0,
Cost Of Revenue,360613000.0,315794000.0,253411000.0,193986000.0,
Total Revenue,450945000.0,399337000.0,323302000.0,244526000.0,
Operating Revenue,450945000.0,399337000.0,323302000.0,244526000.0,
