,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,-2685025.817556,-453227.931489,
Tax Rate For Calcs,0.251994,0.226804,0.179002,0.226614,
Normalized EBITDA,1976000000.0,1855000000.0,1607000000.0,1680000000.0,
Total Unusual Items,,-50000000.0,-15000000.0,-2000000.0,-20000000.0
Total Unusual Items Excluding Goodwill,,-50000000.0,-15000000.0,-2000000.0,-20000000.0
Net Income From Continuing Operation Net Minority Interest,433000000.0,419000000.0,454000000.0,572000000.0,
Reconciled Depreciation,1059000000.0,987000000.0,859000000.0,804000000.0,
Reconciled Cost Of Revenue,10260000000.0,9500000000.0,7745000000.0,6709000000.0,
EBITDA,1976000000.0,1855000000.0,1592000000.0,1678000000.0,
EBIT,917000000.0,868000000.0,733000000.0,874000000.0,
Net Interest Income,-276000000.0,-289000000.0,-178000000.0,-135000000.0,
Interest Expense,290000000.0,286000000.0,152000000.0,115000000.0,
Interest Income,43000000.0,38000000.0,17000000.0,9000000.0,
Normalized Income,433000000.0,419000000.0,466314974.182444,573546772.068511,
Net Income From Continuing And Discontinued Operation,433000000.0,419000000.0,454000000.0,572000000.0,
Total Expenses,17646000000.0,16405000000.0,13618000000.0,11655000000.0,
Total Operating Income As Reported,902000000.0,872000000.0,759000000.0,894000000.0,
Diluted Average Shares,55980127.0,55917032.0,55891711.0,56049728.0,
Basic Average Shares,55980127.0,55917032.0,55891711.0,56049728.0,
Diluted EPS,7.74,7.5,8.12,10.21,
Basic EPS,7.74,7.5,8.12,10.21,
Diluted NI Availto Com Stockholders,433000000.0,419000000.0,454000000.0,572000000.0,
Net Income Common Stockholders,433000000.0,419000000.0,454000000.0,572000000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,433000000.0,419000000.0,454000000.0,572000000.0,
Minority Interests,-36000000.0,-31000000.0,-23000000.0,-14000000.0,
Net Income Including Noncontrolling Interests,469000000.0,451000000.0,477000000.0,587000000.0,
Net Income Continuous Operations,469000000.0,450000000.0,477000000.0,587000000.0,
Tax Provision,158000000.0,132000000.0,104000000.0,172000000.0,
Pretax Income,627000000.0,582000000.0,581000000.0,759000000.0,
Special Income Charges,,-50000000.0,-15000000.0,-2000000.0,-20000000.0
Impairment Of Capital Assets,,50000000.0,15000000.0,2000000.0,20000000.0
Net Non Operating Interest Income Expense,-276000000.0,-289000000.0,-178000000.0,-135000000.0,
Total Other Finance Cost,29000000.0,41000000.0,43000000.0,29000000.0,
Interest Expense Non Operating,290000000.0,286000000.0,152000000.0,115000000.0,
Interest Income Non Operating,43000000.0,38000000.0,17000000.0,9000000.0,
Operating Income,903000000.0,873000000.0,773000000.0,897000000.0,
Operating Expense,7386000000.0,6905000000.0,5873000000.0,4946000000.0,
Other Operating Expenses,2526000000.0,2340000000.0,1972000000.0,1490000000.0,
Depreciation And Amortization In Income Statement,1059000000.0,987000000.0,858000000.0,803000000.0,
Amortization,271000000.0,190000000.0,197000000.0,223000000.0,
Depreciation Income Statement,788000000.0,797000000.0,661000000.0,580000000.0,
Selling General And Administration,,,,1490000000.0,1403000000.0
General And Administrative Expense,,,,1490000000.0,1403000000.0
Gross Profit,8289000000.0,7778000000.0,6646000000.0,5843000000.0,
Cost Of Revenue,10260000000.0,9500000000.0,7745000000.0,6709000000.0,
Total Revenue,18549000000.0,17278000000.0,14391000000.0,12552000000.0,
Operating Revenue,18549000000.0,17278000000.0,14391000000.0,12552000000.0,
