,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.24,0.22751,0.24,0.27,
Normalized EBITDA,5757000000.0,4981000000.0,3371000000.0,3042000000.0,
Net Income From Continuing Operation Net Minority Interest,3536000000.0,2946000000.0,1770000000.0,1437000000.0,
Reconciled Depreciation,862000000.0,857000000.0,818000000.0,718000000.0,
Reconciled Cost Of Revenue,32056000000.0,34296000000.0,40661000000.0,27697000000.0,
EBITDA,5757000000.0,4981000000.0,3371000000.0,3042000000.0,
EBIT,4895000000.0,4104000000.0,2553000000.0,2084000000.0,
Net Interest Income,-238000000.0,-307000000.0,-223000000.0,-111000000.0,
Interest Expense,235000000.0,280000000.0,203000000.0,97000000.0,
Interest Income,88000000.0,60000000.0,27000000.0,8000000.0,
Normalized Income,3536000000.0,2946000000.0,1770000000.0,1437000000.0,
Net Income From Continuing And Discontinued Operation,3536000000.0,2946000000.0,1770000000.0,1437000000.0,
Total Expenses,40156000000.0,41912000000.0,47887000000.0,33363000000.0,
Total Operating Income As Reported,4896000000.0,4116000000.0,2538000000.0,2089000000.0,
Diluted Average Shares,,259628408.0,258877332.0,257680918.0,254909055.0
Basic Average Shares,,259559202.0,258877332.0,256999373.0,253941309.0
Diluted EPS,,11.35,6.84,5.58,6.13
Basic EPS,,11.35,6.84,5.59,6.16
Diluted NI Availto Com Stockholders,3536000000.0,2946000000.0,1770000000.0,1437000000.0,
Net Income Common Stockholders,3536000000.0,2946000000.0,1770000000.0,1437000000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,3536000000.0,2946000000.0,1770000000.0,1437000000.0,
Minority Interests,-6000000.0,-8000000.0,-10000000.0,-10000000.0,
Net Income Including Noncontrolling Interests,3542000000.0,2954000000.0,1780000000.0,1447000000.0,
Net Income Continuous Operations,3542000000.0,2954000000.0,1780000000.0,1447000000.0,
Tax Provision,1118000000.0,870000000.0,570000000.0,540000000.0,
Pretax Income,4660000000.0,3824000000.0,2350000000.0,1987000000.0,
Net Non Operating Interest Income Expense,-238000000.0,-307000000.0,-223000000.0,-111000000.0,
Total Other Finance Cost,91000000.0,87000000.0,47000000.0,22000000.0,
Interest Expense Non Operating,235000000.0,280000000.0,203000000.0,97000000.0,
Interest Income Non Operating,88000000.0,60000000.0,27000000.0,8000000.0,
Operating Income,4896000000.0,4116000000.0,2538000000.0,2089000000.0,
Operating Expense,8100000000.0,7616000000.0,7226000000.0,5666000000.0,
Other Operating Expenses,3740000000.0,3577000000.0,3618000000.0,2367000000.0,
Depreciation And Amortization In Income Statement,862000000.0,877000000.0,799000000.0,958000000.0,
Amortization,32000000.0,,,,
Depreciation Income Statement,830000000.0,877000000.0,799000000.0,958000000.0,
Selling General And Administration,,,3401000000.0,2346000000.0,2416000000.0
General And Administrative Expense,,,3401000000.0,2346000000.0,2416000000.0
Gross Profit,12996000000.0,11732000000.0,9764000000.0,7755000000.0,
Cost Of Revenue,32056000000.0,34296000000.0,40661000000.0,27697000000.0,
Total Revenue,45052000000.0,46028000000.0,50425000000.0,35452000000.0,
Operating Revenue,45052000000.0,46028000000.0,50425000000.0,35452000000.0,
