,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-8240000.0,-10530000.0,-5395185.55667,2529616.724739
Tax Rate For Calcs,0.206,0.13,0.054497,0.0408
Normalized EBITDA,-476000000.0,-4535000000.0,-2571000000.0,8943000000.0
Total Unusual Items,-40000000.0,-57000000.0,-99000000.0,62000000.0
Total Unusual Items Excluding Goodwill,-40000000.0,-81000000.0,-99000000.0,62000000.0
Net Income From Continuing Operation Net Minority Interest,-1125000000.0,-4384000000.0,-2827000000.0,8535000000.0
Reconciled Depreciation,,-5000000.0,1000000.0,2000000.0
Reconciled Cost Of Revenue,500000000.0,442000000.0,406000000.0,277000000.0
EBITDA,-516000000.0,-4592000000.0,-2670000000.0,9005000000.0
EBIT,-516000000.0,-4592000000.0,-2671000000.0,9003000000.0
Net Interest Income,-486000000.0,-463000000.0,-290000000.0,-94000000.0
Interest Expense,503000000.0,469000000.0,320000000.0,106000000.0
Interest Income,34000000.0,1000000.0,29000000.0,13000000.0
Normalized Income,-1093240000.0,-4289530000.0,-2733395185.55667,8475529616.724739
Net Income From Continuing And Discontinued Operation,-1125000000.0,-4384000000.0,-2827000000.0,8535000000.0
Total Expenses,763000000.0,627000000.0,566000000.0,338000000.0
Rent Expense Supplemental,4000000.0,2000000.0,2000000.0,2000000.0
Total Operating Income As Reported,-587000000.0,-4225000000.0,-2341000000.0,8374000000.0
Diluted Average Shares,138054795.0,200000000.0,200000000.0,200000000.0
Basic Average Shares,138054795.0,200000000.0,200000000.0,200000000.0
Diluted EPS,-8.15,-21.92,-14.135,42.675
Basic EPS,-8.15,-21.92,-14.135,42.675
Diluted NI Availto Com Stockholders,-1125000000.0,-4384000000.0,-2827000000.0,8535000000.0
Net Income Common Stockholders,-1125000000.0,-4384000000.0,-2827000000.0,8535000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-1125000000.0,-4384000000.0,-2827000000.0,8535000000.0
Net Income Including Noncontrolling Interests,-1125000000.0,-4384000000.0,-2827000000.0,8535000000.0
Net Income Continuous Operations,-1125000000.0,-4384000000.0,-2828000000.0,8534000000.0
Tax Provision,106000000.0,-677000000.0,-163000000.0,363000000.0
Pretax Income,-1019000000.0,-5061000000.0,-2991000000.0,8897000000.0
Other Non Operating Income Expenses,-4000000.0,-2000000.0,-2000000.0,-2000000.0
Special Income Charges,0.0,-24000000.0,0.0,0.0
Impairment Of Capital Assets,,24000000.0,0.0,0.0
Net Non Operating Interest Income Expense,-486000000.0,-463000000.0,-290000000.0,-94000000.0
Total Other Finance Cost,17000000.0,-5000000.0,-1000000.0,1000000.0
Interest Expense Non Operating,503000000.0,469000000.0,320000000.0,106000000.0
Interest Income Non Operating,34000000.0,1000000.0,29000000.0,13000000.0
Operating Income,598000000.0,499000000.0,436000000.0,290000000.0
Operating Expense,263000000.0,185000000.0,160000000.0,61000000.0
Other Operating Expenses,,451000000.0,385000000.0,265000000.0
Selling General And Administration,319000000.0,217000000.0,190000000.0,94000000.0
General And Administrative Expense,319000000.0,217000000.0,190000000.0,94000000.0
Rent And Landing Fees,4000000.0,2000000.0,2000000.0,2000000.0
Gross Profit,861000000.0,684000000.0,596000000.0,351000000.0
Cost Of Revenue,500000000.0,442000000.0,406000000.0,277000000.0
Total Revenue,1361000000.0,1126000000.0,1002000000.0,628000000.0
Operating Revenue,1361000000.0,1126000000.0,1002000000.0,628000000.0
