,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,
Normalized EBITDA,374000.0,-15515000.0,-19871749.0,-16736271.0,
Net Income From Continuing Operation Net Minority Interest,-1071000.0,-17141000.0,-22718881.0,-18150456.0,
Reconciled Depreciation,157000.0,50000.0,82735.0,82734.0,
Reconciled Cost Of Revenue,1124000.0,2710000.0,-2330927.0,-2531722.0,
EBITDA,374000.0,-15515000.0,-19871749.0,-16736271.0,
EBIT,217000.0,-15565000.0,-19954484.0,-16819005.0,
Net Interest Income,-1175000.0,-1518000.0,-2764205.0,-1331451.0,
Interest Expense,1288000.0,1576000.0,2764397.0,1331451.0,
Interest Income,113000.0,58000.0,192.0,0.0,
Normalized Income,-1071000.0,-17141000.0,-22718881.0,-18150456.0,
Net Income From Continuing And Discontinued Operation,-1071000.0,-17141000.0,-22718881.0,-18150456.0,
Total Expenses,20554000.0,21368000.0,20529350.0,16897082.0,
Total Operating Income As Reported,104000.0,-15623000.0,-19954676.0,-16819005.0,
Diluted Average Shares,30184985.0,26640164.0,19156004.0,14971305.0,
Basic Average Shares,30184985.0,26640164.0,19156004.0,14971305.0,
Diluted EPS,-0.04,-0.64,-1.185993,-1.21235,
Basic EPS,-0.04,-0.64,-1.185993,-1.21235,
Diluted NI Availto Com Stockholders,-1071000.0,-17141000.0,-22718881.0,-18150456.0,
Net Income Common Stockholders,-1071000.0,-17141000.0,-22718881.0,-18150456.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-1071000.0,-17141000.0,-22718881.0,-18150456.0,
Net Income Including Noncontrolling Interests,-1071000.0,-17141000.0,-22718881.0,-18150456.0,
Net Income Continuous Operations,-1071000.0,-17141000.0,-22718881.0,-18150456.0,
Tax Provision,0.0,0.0,,,
Pretax Income,-1071000.0,-17141000.0,-22718881.0,-18150456.0,
Net Non Operating Interest Income Expense,-1175000.0,-1518000.0,-2764205.0,-1331451.0,
Interest Expense Non Operating,1288000.0,1576000.0,2764397.0,1331451.0,
Interest Income Non Operating,113000.0,58000.0,192.0,0.0,
Operating Income,104000.0,-15623000.0,-19938735.0,-16811529.0,
Operating Expense,19430000.0,18658000.0,22860277.0,19428804.0,
Other Operating Expenses,7533000.0,8286000.0,15156456.0,14807344.0,
Depreciation And Amortization In Income Statement,157000.0,50000.0,82735.0,82734.0,
Depreciation Income Statement,157000.0,50000.0,82735.0,82734.0,
Selling General And Administration,,,,14807344.0,8942189.0
General And Administrative Expense,,,,14807344.0,8942189.0
Gross Profit,19534000.0,3035000.0,2921542.0,2617275.0,
Cost Of Revenue,1124000.0,2710000.0,-2330927.0,-2531722.0,
Total Revenue,20658000.0,5745000.0,590615.0,85553.0,
Operating Revenue,20658000.0,5745000.0,590615.0,85553.0,
