,2024-11-30,2023-11-30,2022-11-30,2021-11-30,2020-11-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.249,0.357,0.206,0.23,
Normalized EBITDA,40448000000.0,38108000000.0,29910000000.0,37778000000.0,
Net Income From Continuing Operation Net Minority Interest,11621000000.0,8745000000.0,3566000000.0,11010000000.0,
Reconciled Depreciation,22252000000.0,22955000000.0,22579000000.0,22320000000.0,
Reconciled Cost Of Revenue,109179000000.0,115139000000.0,110183000000.0,93961000000.0,
EBITDA,40448000000.0,38108000000.0,29910000000.0,37778000000.0,
EBIT,18196000000.0,15153000000.0,7331000000.0,15458000000.0,
Net Interest Income,-1863000000.0,-1527000000.0,-953000000.0,-955000000.0,
Interest Expense,2753000000.0,2143000000.0,1115000000.0,1158000000.0,
Interest Income,890000000.0,616000000.0,162000000.0,203000000.0,
Normalized Income,11621000000.0,8745000000.0,3566000000.0,11010000000.0,
Net Income From Continuing And Discontinued Operation,11621000000.0,8745000000.0,3566000000.0,11010000000.0,
Total Expenses,217094000000.0,222469000000.0,216115000000.0,183712000000.0,
Total Operating Income As Reported,17306000000.0,14537000000.0,7169000000.0,15255000000.0,
Diluted Average Shares,1611695000.0,1629097000.0,1649847000.0,1655072000.0,
Basic Average Shares,1611695000.0,1629097000.0,1649847000.0,1655072000.0,
Diluted EPS,7.21,5.37,2.161413,6.65,
Basic EPS,7.21,5.37,2.161413,6.65,
Diluted NI Availto Com Stockholders,11621000000.0,8745000000.0,3566000000.0,11010000000.0,
Net Income Common Stockholders,11621000000.0,8745000000.0,3566000000.0,11010000000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,11621000000.0,8745000000.0,3566000000.0,11010000000.0,
Minority Interests,37000000.0,29000000.0,0.0,,
Net Income Including Noncontrolling Interests,11584000000.0,8716000000.0,3566000000.0,11010000000.0,
Net Income Continuous Operations,11584000000.0,8716000000.0,3566000000.0,11010000000.0,
Tax Provision,3859000000.0,4294000000.0,2650000000.0,3290000000.0,
Pretax Income,15443000000.0,13010000000.0,6216000000.0,14300000000.0,
Net Non Operating Interest Income Expense,-1863000000.0,-1527000000.0,-953000000.0,-955000000.0,
Interest Expense Non Operating,2753000000.0,2143000000.0,1115000000.0,1158000000.0,
Interest Income Non Operating,890000000.0,616000000.0,162000000.0,203000000.0,
Operating Income,17384000000.0,13566000000.0,7438000000.0,15255000000.0,
Operating Expense,107915000000.0,107330000000.0,105932000000.0,89751000000.0,
Depreciation And Amortization In Income Statement,19945000000.0,20844000000.0,,,24005000000.0
Depreciation Income Statement,19945000000.0,20844000000.0,,,24005000000.0
Selling General And Administration,87970000000.0,86486000000.0,105932000000.0,89751000000.0,
Selling And Marketing Expense,78041000000.0,76461000000.0,94542000000.0,80535000000.0,
General And Administrative Expense,9929000000.0,10025000000.0,11390000000.0,9216000000.0,
Gross Profit,125299000000.0,120896000000.0,113370000000.0,105006000000.0,
Cost Of Revenue,109179000000.0,115139000000.0,110183000000.0,93961000000.0,
Total Revenue,234478000000.0,236035000000.0,223553000000.0,198967000000.0,
Operating Revenue,234478000000.0,236035000000.0,223553000000.0,198967000000.0,
