,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-108861000.0,-38972067.039106,-17582872.928177,-27645000.0,
Tax Rate For Calcs,0.277,0.304469,0.262431,0.285,
Normalized EBITDA,6457000000.0,5621000000.0,4892000000.0,3794000000.0,
Total Unusual Items,-343000000.0,-74000000.0,-67000000.0,-45000000.0,
Total Unusual Items Excluding Goodwill,-393000000.0,-128000000.0,-67000000.0,-97000000.0,
Net Income From Continuing Operation Net Minority Interest,1641000000.0,1495000000.0,1602000000.0,1104000000.0,
Reconciled Depreciation,3115000000.0,2822000000.0,2361000000.0,2027000000.0,
Reconciled Cost Of Revenue,22001000000.0,21414000000.0,18540000000.0,14492000000.0,
EBITDA,6114000000.0,5547000000.0,4825000000.0,3749000000.0,
EBIT,2999000000.0,2725000000.0,2464000000.0,1722000000.0,
Net Interest Income,-688000000.0,-498000000.0,-214000000.0,-154000000.0,
Interest Expense,728000000.0,577000000.0,292000000.0,177000000.0,
Interest Income,81000000.0,84000000.0,82000000.0,32000000.0,
Normalized Income,1975139000.0,1638027932.960894,1651417127.071823,1225355000.0,
Net Income From Continuing And Discontinued Operation,1641000000.0,1495000000.0,1602000000.0,1104000000.0,
Total Expenses,27004000000.0,25819000000.0,22715000000.0,17888000000.0,
Total Operating Income As Reported,3047000000.0,2759000000.0,2532000000.0,1738000000.0,
Diluted Average Shares,69975445.0,71344978.0,73077145.0,74963966.0,
Basic Average Shares,69804418.0,71185124.0,73034619.0,74926653.0,
Diluted EPS,23.45,20.96,21.92,14.73,
Basic EPS,23.51,21.0,21.93,14.74,
Diluted NI Availto Com Stockholders,1641000000.0,1495000000.0,1602000000.0,1104000000.0,
Net Income Common Stockholders,1641000000.0,1495000000.0,1602000000.0,1104000000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,1641000000.0,1495000000.0,1602000000.0,1104000000.0,
Net Income Including Noncontrolling Interests,1641000000.0,1494000000.0,1602000000.0,1105000000.0,
Net Income Continuous Operations,1641000000.0,1494000000.0,1602000000.0,1105000000.0,
Tax Provision,630000000.0,654000000.0,570000000.0,440000000.0,
Pretax Income,2271000000.0,2148000000.0,2172000000.0,1545000000.0,
Other Non Operating Income Expenses,-69000000.0,-93000000.0,-146000000.0,-56000000.0,
Special Income Charges,-393000000.0,-128000000.0,-67000000.0,-97000000.0,
Other Special Charges,106000000.0,45000000.0,,,
Impairment Of Capital Assets,52000000.0,0.0,,,
Restructuring And Mergern Acquisition,185000000.0,29000000.0,67000000.0,45000000.0,
Net Non Operating Interest Income Expense,-688000000.0,-498000000.0,-214000000.0,-154000000.0,
Total Other Finance Cost,41000000.0,5000000.0,4000000.0,9000000.0,
Interest Expense Non Operating,728000000.0,577000000.0,292000000.0,177000000.0,
Interest Income Non Operating,81000000.0,84000000.0,82000000.0,32000000.0,
Operating Income,3438000000.0,2888000000.0,2600000000.0,1835000000.0,
Operating Expense,5003000000.0,4405000000.0,4175000000.0,3396000000.0,
Other Operating Expenses,30000000.0,36000000.0,23000000.0,45000000.0,
Depreciation And Amortization In Income Statement,,,,126000000.0,109000000.0
Amortization,,,,126000000.0,109000000.0
Depreciation Income Statement,,,,0.0,0.0
Selling General And Administration,4973000000.0,4369000000.0,4152000000.0,3396000000.0,
General And Administrative Expense,4973000000.0,4369000000.0,4152000000.0,3396000000.0,
Gross Profit,8441000000.0,7293000000.0,6775000000.0,5231000000.0,
Cost Of Revenue,22001000000.0,21414000000.0,18540000000.0,14492000000.0,
Total Revenue,30442000000.0,28707000000.0,25315000000.0,19723000000.0,
Operating Revenue,30442000000.0,28707000000.0,25315000000.0,19723000000.0,
