,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,
Normalized EBITDA,-6082000.0,-40847000.0,-71592000.0,-28683000.0,
Total Unusual Items,-4054000.0,0.0,0.0,1536000.0,
Total Unusual Items Excluding Goodwill,-4054000.0,0.0,0.0,1536000.0,
Net Income From Continuing Operation Net Minority Interest,-13142000.0,-41053000.0,-69901000.0,-24824000.0,
Reconciled Cost Of Revenue,1113000.0,4366000.0,4049000.0,1159000.0,
EBITDA,-10136000.0,-40847000.0,-71592000.0,-27147000.0,
EBIT,-10136000.0,-40847000.0,-71592000.0,-27147000.0,
Net Interest Income,1048000.0,63000.0,1691000.0,786000.0,
Interest Expense,,206000.0,,50.0,0.0
Interest Income,1052000.0,272000.0,1520000.0,615000.0,
Normalized Income,-9088000.0,-41053000.0,-69901000.0,-26360000.0,
Net Income From Continuing And Discontinued Operation,-13142000.0,-41053000.0,-69901000.0,-24824000.0,
Total Expenses,36825000.0,41501000.0,68972000.0,25394000.0,
Total Operating Income As Reported,-10191000.0,-13694000.0,-15031000.0,-11406000.0,
Diluted Average Shares,,37524206.0,37524206.0,37524206.0,39253309.0
Basic Average Shares,,37524206.0,37524206.0,37524206.0,39253309.0
Diluted EPS,,-1.09404,-1.862824,-0.661546,-0.136351
Basic EPS,,-1.09404,-1.862824,-0.661546,-0.136351
Diluted NI Availto Com Stockholders,-13142000.0,-41053000.0,-69901000.0,-24824000.0,
Net Income Common Stockholders,-13142000.0,-41053000.0,-69901000.0,-24824000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-13142000.0,-41053000.0,-69901000.0,-24824000.0,
Net Income Including Noncontrolling Interests,-13142000.0,-41053000.0,-69901000.0,-24824000.0,
Net Income Continuous Operations,-13142000.0,-41053000.0,-69901000.0,-24824000.0,
Pretax Income,-13142000.0,-41053000.0,-69901000.0,-24824000.0,
Other Non Operating Income Expenses,,,,-67000.0,
Special Income Charges,-4054000.0,0.0,0.0,1536000.0,
Other Special Charges,,,,67000.0,
Write Off,4054000.0,0.0,37249000.0,-1603000.0,
Net Non Operating Interest Income Expense,1048000.0,63000.0,1691000.0,786000.0,
Total Other Finance Cost,4000.0,3000.0,-171000.0,-171000.0,
Interest Expense Non Operating,,206000.0,,50.0,0.0
Interest Income Non Operating,1052000.0,272000.0,1520000.0,615000.0,
Operating Income,-10136000.0,-41116000.0,-71592000.0,-27147000.0,
Operating Expense,35712000.0,37135000.0,64923000.0,24235000.0,
Other Operating Expenses,35712000.0,37135000.0,65033000.0,24235000.0,
Selling General And Administration,,,,10277340.0,1408943.0
General And Administrative Expense,,,,10277340.0,1408943.0
Gross Profit,25576000.0,-3981000.0,-6669000.0,-2912000.0,
Cost Of Revenue,1113000.0,4366000.0,4049000.0,1159000.0,
Total Revenue,26689000.0,385000.0,-2620000.0,-1753000.0,
Operating Revenue,26689000.0,385000.0,-2620000.0,-1753000.0,
