,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.340902,0.0,0.206,
Normalized EBITDA,-15272000.0,-26885000.0,-42310000.0,-22368000.0,
Total Unusual Items,,0.0,0.0,,
Total Unusual Items Excluding Goodwill,,0.0,0.0,,
Net Income From Continuing Operation Net Minority Interest,-17965000.0,-19915000.0,-45279000.0,-23754000.0,
Reconciled Depreciation,144000.0,638000.0,207000.0,1141000.0,
Reconciled Cost Of Revenue,920000.0,5018000.0,2500000.0,1895000.0,
EBITDA,-15272000.0,-26885000.0,-42310000.0,-22368000.0,
EBIT,-15416000.0,-27523000.0,-42517000.0,-23509000.0,
Net Interest Income,-2549000.0,-2246000.0,-2762000.0,-243000.0,
Interest Expense,2549000.0,2691000.0,2762000.0,243000.0,
Interest Income,,445000.0,,,
Normalized Income,-17965000.0,-19915000.0,-45279000.0,-23754000.0,
Net Income From Continuing And Discontinued Operation,-17965000.0,-19915000.0,-45279000.0,-23754000.0,
Total Expenses,16369000.0,32784000.0,45328000.0,26214000.0,
Total Operating Income As Reported,-15416000.0,-27968000.0,-42787000.0,-23641000.0,
Diluted Average Shares,77362395.0,29162038.0,15624017.0,15683026.0,
Basic Average Shares,77362395.0,29162038.0,15624017.0,15683026.0,
Diluted EPS,-0.23,-0.68,-2.901355,-1.511525,
Basic EPS,-0.23,-0.68,-2.901355,-1.511525,
Diluted NI Availto Com Stockholders,-17965000.0,-19915000.0,-45279000.0,-23754000.0,
Net Income Common Stockholders,-17965000.0,-19915000.0,-45279000.0,-23754000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-17965000.0,-19915000.0,-45279000.0,-23754000.0,
Net Income Including Noncontrolling Interests,-17965000.0,-19914000.0,-45279000.0,-23754000.0,
Net Income Continuous Operations,-17965000.0,-19914000.0,-45279000.0,-23754000.0,
Tax Provision,0.0,-10300000.0,0.0,2000.0,
Pretax Income,-17965000.0,-30214000.0,-45279000.0,-23752000.0,
Special Income Charges,,0.0,0.0,,
Write Off,,0.0,0.0,,
Net Non Operating Interest Income Expense,-2549000.0,-2246000.0,-2762000.0,-243000.0,
Interest Expense Non Operating,2549000.0,2691000.0,2762000.0,243000.0,
Interest Income Non Operating,,445000.0,,,
Operating Income,-15416000.0,-27967000.0,-42787000.0,-23641000.0,
Operating Expense,15449000.0,27766000.0,42828000.0,24319000.0,
Other Operating Expenses,9815000.0,18485000.0,35650000.0,129000.0,
Depreciation And Amortization In Income Statement,144000.0,638000.0,207000.0,1141000.0,
Depreciation Income Statement,144000.0,638000.0,207000.0,1141000.0,
Selling General And Administration,,,35524000.0,20062000.0,16665000.0
General And Administrative Expense,,,35524000.0,20062000.0,16665000.0
Gross Profit,33000.0,-201000.0,41000.0,678000.0,
Cost Of Revenue,920000.0,5018000.0,2500000.0,1895000.0,
Total Revenue,953000.0,4817000.0,2541000.0,2573000.0,
Operating Revenue,953000.0,4817000.0,2541000.0,2573000.0,
