,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-6855680.0,-167869.020989,0.0,0.0
Tax Rate For Calcs,0.206,0.010487,0.206,0.0
Normalized EBITDA,-1635000.0,3456000.0,19546000.0,-27022000.0
Total Unusual Items,-33280000.0,-16008000.0,0.0,
Total Unusual Items Excluding Goodwill,-33280000.0,-16008000.0,0.0,
Net Income From Continuing Operation Net Minority Interest,-164482000.0,-312996000.0,-16963000.0,-29583000.0
Reconciled Depreciation,44794000.0,290443000.0,27527000.0,2517000.0
Reconciled Cost Of Revenue,142597000.0,150894000.0,135636000.0,7470000.0
EBITDA,-34915000.0,-12552000.0,19546000.0,-27022000.0
EBIT,-150787000.0,-302995000.0,-7981000.0,-29539000.0
Net Interest Income,-12410000.0,-8786000.0,-6199000.0,-44000.0
Interest Expense,13713000.0,12170000.0,6226000.0,44000.0
Interest Income,1303000.0,3384000.0,27000.0,
Normalized Income,-138057680.0,-297155869.020989,-16963000.0,-29583000.0
Net Income From Continuing And Discontinued Operation,-164482000.0,-312996000.0,-16963000.0,-29583000.0
Total Expenses,363752000.0,551968000.0,244122000.0,46450000.0
Total Operating Income As Reported,,-290371000.0,-11478000.0,-29539000.0
Diluted Average Shares,,41944109.0,130045.0,103208.0
Basic Average Shares,,41944109.0,130045.0,103208.0
Diluted EPS,,-5.65,-130.439463,-286.634757
Basic EPS,,-5.65,-130.439463,-286.634757
Diluted NI Availto Com Stockholders,-164482000.0,-312996000.0,-16963000.0,-29583000.0
Net Income Common Stockholders,-164482000.0,-312996000.0,-16963000.0,-29583000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-164482000.0,-312996000.0,-16963000.0,-29583000.0
Minority Interests,83000.0,-1136000.0,641000.0,
Net Income Including Noncontrolling Interests,-164565000.0,-311860000.0,-17604000.0,-29583000.0
Net Income Continuous Operations,-164565000.0,-311860000.0,-17604000.0,-29583000.0
Tax Provision,65000.0,-3305000.0,3397000.0,
Pretax Income,-164500000.0,-315165000.0,-14207000.0,-29583000.0
Net Non Operating Interest Income Expense,-12410000.0,-8786000.0,-6199000.0,-44000.0
Interest Expense Non Operating,13713000.0,12170000.0,6226000.0,44000.0
Interest Income Non Operating,1303000.0,3384000.0,27000.0,
Operating Income,-118810000.0,-290371000.0,-11478000.0,-29539000.0
Operating Expense,221155000.0,401074000.0,108486000.0,38980000.0
Other Operating Expenses,60860000.0,72091000.0,32101000.0,20123000.0
Depreciation And Amortization In Income Statement,115872000.0,290443000.0,27527000.0,2517000.0
Depreciation Income Statement,115872000.0,290443000.0,27527000.0,2517000.0
Selling General And Administration,,,,20085000.0
General And Administrative Expense,,,,20085000.0
Gross Profit,102345000.0,110703000.0,97008000.0,9441000.0
Cost Of Revenue,142597000.0,150894000.0,135636000.0,7470000.0
Total Revenue,244942000.0,261597000.0,232644000.0,16911000.0
Operating Revenue,244942000.0,261597000.0,232644000.0,16911000.0
