,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,31900000.0,17160000.0,14080000.0,-2990000.0
Tax Rate For Calcs,0.22,0.22,0.22,0.23
Normalized EBITDA,5659000000.0,5684000000.0,4835000000.0,3900000000.0
Total Unusual Items,145000000.0,78000000.0,64000000.0,-13000000.0
Total Unusual Items Excluding Goodwill,145000000.0,78000000.0,64000000.0,-13000000.0
Net Income From Continuing Operation Net Minority Interest,2749000000.0,2865000000.0,2682000000.0,2095000000.0
Reconciled Depreciation,1687000000.0,1565000000.0,1258000000.0,1058000000.0
Reconciled Cost Of Revenue,21140000000.0,20789000000.0,17654000000.0,14106000000.0
EBITDA,5804000000.0,5762000000.0,4899000000.0,3887000000.0
EBIT,4117000000.0,4197000000.0,3641000000.0,2829000000.0
Net Interest Income,-516000000.0,-473000000.0,-186000000.0,-114000000.0
Interest Expense,590000000.0,506000000.0,201000000.0,104000000.0
Interest Income,100000000.0,63000000.0,38000000.0,15000000.0
Normalized Income,2635900000.0,2804160000.0,2632080000.0,2105010000.0
Net Income From Continuing And Discontinued Operation,2749000000.0,2865000000.0,2682000000.0,2095000000.0
Total Expenses,28655000000.0,27759000000.0,23507000000.0,18872000000.0
Total Operating Income As Reported,4033000000.0,4158000000.0,3620000000.0,2825000000.0
Diluted Average Shares,364443000.0,364323000.0,364303000.0,364180000.0
Basic Average Shares,364323000.0,364323000.0,364270000.0,363921000.0
Diluted EPS,7.54,7.86,7.36,5.75
Basic EPS,7.55,7.86,7.36,5.76
Diluted NI Availto Com Stockholders,2749000000.0,2865000000.0,2682000000.0,2095000000.0
Net Income Common Stockholders,2749000000.0,2865000000.0,2682000000.0,2095000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,2749000000.0,2865000000.0,2682000000.0,2095000000.0
Minority Interests,-1000000.0,-1000000.0,1000000.0,-2000000.0
Net Income Including Noncontrolling Interests,2750000000.0,2866000000.0,2681000000.0,2097000000.0
Net Income Continuous Operations,2750000000.0,2866000000.0,2681000000.0,2097000000.0
Tax Provision,777000000.0,825000000.0,759000000.0,628000000.0
Pretax Income,3527000000.0,3691000000.0,3440000000.0,2725000000.0
Special Income Charges,145000000.0,78000000.0,64000000.0,-13000000.0
Other Special Charges,-4000000.0,-19000000.0,-13000000.0,-6000000.0
Impairment Of Capital Assets,27000000.0,421000000.0,72000000.0,60000000.0
Restructuring And Mergern Acquisition,-168000000.0,-480000000.0,-123000000.0,-41000000.0
Net Non Operating Interest Income Expense,-516000000.0,-473000000.0,-186000000.0,-114000000.0
Total Other Finance Cost,26000000.0,30000000.0,23000000.0,25000000.0
Interest Expense Non Operating,590000000.0,506000000.0,201000000.0,104000000.0
Interest Income Non Operating,100000000.0,63000000.0,38000000.0,15000000.0
Operating Income,3889000000.0,4076000000.0,3509000000.0,2843000000.0
Operating Expense,7515000000.0,6970000000.0,5853000000.0,4766000000.0
Other Operating Expenses,-147000000.0,-84000000.0,1000000.0,18000000.0
Research And Development,406000000.0,395000000.0,334000000.0,258000000.0
Selling General And Administration,7112000000.0,6577000000.0,5535000000.0,4510000000.0
Selling And Marketing Expense,5002000000.0,4616000000.0,3975000000.0,3279000000.0
General And Administrative Expense,2110000000.0,1961000000.0,1560000000.0,1231000000.0
Gross Profit,11404000000.0,11046000000.0,9362000000.0,7609000000.0
Cost Of Revenue,21140000000.0,20789000000.0,17654000000.0,14106000000.0
Total Revenue,32544000000.0,31835000000.0,27016000000.0,21715000000.0
Operating Revenue,32544000000.0,31835000000.0,27016000000.0,21715000000.0
