,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.206,0.206,0.206,0.206,
Normalized EBITDA,-66517000.0,-94653000.0,-86222000.0,-67847000.0,
Net Income From Continuing Operation Net Minority Interest,-100433000.0,-121402000.0,-104215000.0,-79853000.0,
Reconciled Depreciation,26338000.0,20255000.0,16384000.0,10193000.0,
Reconciled Cost Of Revenue,31909000.0,21808000.0,39265000.0,36470000.0,
EBITDA,-66517000.0,-94653000.0,-86222000.0,-67847000.0,
EBIT,-97784000.0,-118310000.0,-102606000.0,-78040000.0,
Net Interest Income,-1094000.0,-1874000.0,-679000.0,-1690000.0,
Interest Expense,2564000.0,3054000.0,1538000.0,1690000.0,
Interest Income,1470000.0,1180000.0,859000.0,0.0,
Normalized Income,-100433000.0,-121402000.0,-104215000.0,-79853000.0,
Net Income From Continuing And Discontinued Operation,-100433000.0,-121402000.0,-104215000.0,-79853000.0,
Total Expenses,136344000.0,166750000.0,180276000.0,149386000.0,
Total Operating Income As Reported,-99020000.0,-119490000.0,-103465000.0,-78040000.0,
Diluted Average Shares,,109634334.0,238980288.0,186860113.0,158818627.0
Basic Average Shares,,109634334.0,238980288.0,186860113.0,158818627.0
Diluted EPS,,-1.11,-0.437284,-0.427778,-0.278848
Basic EPS,,-1.11,-0.437284,-0.427778,-0.278848
Diluted NI Availto Com Stockholders,-100433000.0,-121402000.0,-104215000.0,-79853000.0,
Net Income Common Stockholders,-100433000.0,-121402000.0,-104215000.0,-79853000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-100433000.0,-121402000.0,-104215000.0,-79853000.0,
Net Income Including Noncontrolling Interests,-100433000.0,-121402000.0,-104215000.0,-79853000.0,
Net Income Continuous Operations,-100433000.0,-121402000.0,-104214000.0,-79852000.0,
Tax Provision,85000.0,38000.0,70000.0,122000.0,
Pretax Income,-100348000.0,-121364000.0,-104144000.0,-79730000.0,
Net Non Operating Interest Income Expense,-1094000.0,-1874000.0,-679000.0,-1690000.0,
Interest Expense Non Operating,2564000.0,3054000.0,1538000.0,1690000.0,
Interest Income Non Operating,1470000.0,1180000.0,859000.0,0.0,
Operating Income,-99019000.0,-119489000.0,-103464000.0,-78039000.0,
Operating Expense,104435000.0,144942000.0,141011000.0,112916000.0,
Other Operating Expenses,37277000.0,41338000.0,44657000.0,40357000.0,
Depreciation And Amortization In Income Statement,31267000.0,23657000.0,16384000.0,10193000.0,
Depreciation Income Statement,31267000.0,23657000.0,16384000.0,10193000.0,
Selling General And Administration,,,43128000.0,40310000.0,26399000.0
General And Administrative Expense,,,43128000.0,40310000.0,26399000.0
Gross Profit,5416000.0,25453000.0,37547000.0,34877000.0,
Cost Of Revenue,31909000.0,21808000.0,39265000.0,36470000.0,
Total Revenue,37325000.0,47261000.0,76812000.0,71347000.0,
Operating Revenue,37325000.0,47261000.0,76812000.0,71347000.0,
