,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,332992.0,-399204.0,143451.0,348910.0
Tax Rate For Calcs,0.242,0.234,0.231,0.23
Normalized EBITDA,244477000.0,293903000.0,345015000.0,394015000.0
Total Unusual Items,1376000.0,-1706000.0,621000.0,1517000.0
Total Unusual Items Excluding Goodwill,1376000.0,-1706000.0,621000.0,1517000.0
Net Income From Continuing Operation Net Minority Interest,101925000.0,147336000.0,193443000.0,237263000.0
Reconciled Depreciation,104739000.0,91522000.0,88339000.0,81913000.0
Reconciled Cost Of Revenue,1184172000.0,1238773000.0,1214772000.0,1121356000.0
EBITDA,245853000.0,292197000.0,345636000.0,395532000.0
EBIT,141114000.0,200675000.0,257297000.0,313619000.0
Net Interest Income,-1423000.0,-6611000.0,4109000.0,-6013000.0
Interest Expense,6731000.0,8155000.0,5712000.0,5694000.0
Interest Income,5643000.0,2618000.0,582000.0,2767000.0
Normalized Income,100881992.0,148642796.0,192965451.0,236094910.0
Net Income From Continuing And Discontinued Operation,101925000.0,147336000.0,193443000.0,237263000.0
Total Expenses,1736197000.0,1753837000.0,1668569000.0,1502439000.0
Total Operating Income As Reported,147307000.0,193457000.0,257313000.0,318318000.0
Diluted Average Shares,42310431.0,42310431.0,42310431.0,42210927.0
Basic Average Shares,42310431.0,42310431.0,42310431.0,42210927.0
Diluted EPS,3.48,3.48,4.57,5.62
Basic EPS,3.48,3.48,4.57,5.62
Diluted NI Availto Com Stockholders,101925000.0,147336000.0,193443000.0,237263000.0
Net Income Common Stockholders,101925000.0,147336000.0,193443000.0,237263000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,101925000.0,147336000.0,193443000.0,237263000.0
Net Income Including Noncontrolling Interests,101925000.0,147336000.0,193443000.0,237263000.0
Net Income Continuous Operations,101925000.0,147336000.0,193443000.0,237263000.0
Tax Provision,32458000.0,45184000.0,58142000.0,70662000.0
Pretax Income,134383000.0,192520000.0,251585000.0,307925000.0
Other Non Operating Income Expenses,6037000.0,5760000.0,,
Special Income Charges,298000.0,6187000.0,-24000.0,-93000.0
Other Special Charges,-298000.0,-244000.0,24000.0,93000.0
Restructuring And Mergern Acquisition,0.0,-5943000.0,,
Net Non Operating Interest Income Expense,-1423000.0,-6611000.0,4109000.0,-6013000.0
Total Other Finance Cost,335000.0,1074000.0,-9239000.0,3086000.0
Interest Expense Non Operating,6731000.0,8155000.0,5712000.0,5694000.0
Interest Income Non Operating,5643000.0,2618000.0,582000.0,2767000.0
Operating Income,144944000.0,184770000.0,257031000.0,322385000.0
Operating Expense,552025000.0,515064000.0,453797000.0,381083000.0
Other Operating Expenses,-3100000.0,-17200000.0,36000.0,
Depreciation And Amortization In Income Statement,26249000.0,25984000.0,23909000.0,20596000.0
Depreciation Income Statement,26249000.0,25984000.0,23909000.0,20596000.0
Research And Development,50340000.0,43041000.0,35415000.0,34436000.0
Selling General And Administration,476217000.0,454523000.0,401305000.0,333024000.0
Selling And Marketing Expense,364540000.0,360990000.0,317429000.0,264918000.0
General And Administrative Expense,111677000.0,93533000.0,83876000.0,68106000.0
Gross Profit,696969000.0,699834000.0,710828000.0,703468000.0
Cost Of Revenue,1184172000.0,1238773000.0,1214772000.0,1121356000.0
Total Revenue,1881141000.0,1938607000.0,1925600000.0,1824824000.0
Operating Revenue,1881141000.0,1938607000.0,1925600000.0,1824824000.0
