,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.188459,0.086056,0.217656,0.216585
Normalized EBITDA,21847688.0,24938022.0,22793316.0,38338823.0
Total Unusual Items,,0.0,0.0,
Total Unusual Items Excluding Goodwill,,0.0,0.0,
Net Income From Continuing Operation Net Minority Interest,7943107.0,9573588.0,15355918.0,17130490.0
Reconciled Depreciation,10847000.0,12995000.0,14770000.0,15225000.0
Reconciled Cost Of Revenue,139148762.0,171273159.0,173582134.0,196035355.0
EBITDA,21847688.0,24938022.0,22793316.0,38338823.0
EBIT,11000688.0,11943022.0,8023316.0,23113574.0
Net Interest Income,774555.0,-718541.0,-538729.0,-291583.0
Interest Expense,1213000.0,1468000.0,656000.0,499000.0
Interest Income,1987555.0,749459.0,117271.0,207417.0
Normalized Income,7943107.0,9573588.0,15355918.0,17130490.0
Net Income From Continuing And Discontinued Operation,7943107.0,183807819.0,15355918.0,17130490.0
Total Expenses,163528762.0,200745159.0,204499134.0,225355604.0
Total Operating Income As Reported,9751064.0,12894771.0,8877007.0,23297813.0
Diluted Average Shares,9175722.0,9280722.0,9280722.0,9280722.0
Basic Average Shares,9175722.0,9175722.0,9175722.0,9175722.0
Diluted EPS,0.87,19.81,1.72,1.85
Basic EPS,0.87,20.03,1.74,1.87
Diluted NI Availto Com Stockholders,7943107.0,183807819.0,15355918.0,17130490.0
Net Income Common Stockholders,7943107.0,183807819.0,15355918.0,17130490.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,7943107.0,183807819.0,15355918.0,17130490.0
Minority Interests,0.0,0.0,-588682.0,-586499.0
Net Income Including Noncontrolling Interests,7943107.0,183807819.0,15944601.0,17716989.0
Net Income Discontinuous Operations,0.0,174234231.0,0.0,
Net Income Continuous Operations,7943107.0,9573588.0,5763774.0,17716603.0
Tax Provision,1844581.0,901434.0,1603542.0,4897971.0
Pretax Income,9787688.0,10475022.0,7367316.0,22614574.0
Special Income Charges,,0.0,0.0,
Net Non Operating Interest Income Expense,774555.0,-718541.0,-538729.0,-291583.0
Interest Expense Non Operating,1213000.0,1468000.0,656000.0,499000.0
Interest Income Non Operating,1987555.0,749459.0,117271.0,207417.0
Operating Income,9535023.0,12746235.0,8521502.0,23292657.0
Operating Expense,24380000.0,29472000.0,30917000.0,29320249.0
Other Operating Expenses,8576000.0,10536000.0,8742000.0,8259000.0
Depreciation And Amortization In Income Statement,10845000.0,12799000.0,14770000.0,15225249.0
Amortization,18000.0,761000.0,655000.0,
Depreciation Income Statement,10827000.0,12038000.0,14115000.0,15225249.0
Selling General And Administration,4959000.0,6137000.0,7405000.0,5836000.0
Selling And Marketing Expense,894000.0,2796000.0,3896000.0,3148000.0
General And Administrative Expense,4065000.0,3341000.0,3509000.0,2688000.0
Gross Profit,33915023.0,42218235.0,39438502.0,52612906.0
Cost Of Revenue,139148762.0,171273159.0,173582134.0,196035355.0
Total Revenue,173063785.0,213491394.0,213020636.0,248648261.0
Operating Revenue,173063785.0,213491394.0,213020636.0,248648261.0
