,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,-1802885.129118,0.0,0.0,
Tax Rate For Calcs,0.0,0.003384,0.0,0.0,
Normalized EBITDA,12300000.0,-10900000.0,-99147000.0,-101658000.0,
Total Unusual Items,-238200000.0,-532800000.0,,,
Total Unusual Items Excluding Goodwill,-238200000.0,-532800000.0,,,
Net Income From Continuing Operation Net Minority Interest,-228000000.0,-559600000.0,-100333000.0,-103043000.0,
Reconciled Depreciation,600000.0,600000.0,1066000.0,1252000.0,
Reconciled Cost Of Revenue,,4158000.0,10287000.0,14383000.0,16021000.0
EBITDA,-225900000.0,-543700000.0,-99147000.0,-101658000.0,
EBIT,-226500000.0,-544300000.0,-100213000.0,-102910000.0,
Net Interest Income,42600000.0,11100000.0,2893000.0,-133000.0,
Interest Expense,1400000.0,17200000.0,120000.0,133000.0,
Interest Income,46200000.0,30300000.0,3013000.0,0.0,
Normalized Income,10200000.0,-28602885.129118,-100333000.0,-103043000.0,
Net Income From Continuing And Discontinued Operation,-228000000.0,-559600000.0,-100333000.0,-103043000.0,
Total Expenses,37900000.0,37800000.0,149968000.0,115190000.0,
Rent Expense Supplemental,200000.0,100000.0,,,
Total Operating Income As Reported,-275000000.0,-571100000.0,-103227000.0,-102910000.0,
Diluted Average Shares,70471063.0,49347430.0,5326880.0,4833650.0,
Basic Average Shares,70471063.0,49347430.0,5326880.0,4833650.0,
Diluted EPS,-3.24,-11.34,-19.0,-21.0,
Basic EPS,-3.24,-11.34,-19.0,-21.0,
Diluted NI Availto Com Stockholders,-228000000.0,-559600000.0,-100333000.0,-103043000.0,
Net Income Common Stockholders,-228000000.0,-559600000.0,-100333000.0,-103043000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-228000000.0,-559600000.0,-100333000.0,-103043000.0,
Net Income Including Noncontrolling Interests,-228000000.0,-559600000.0,-100333000.0,-103043000.0,
Net Income Continuous Operations,-228000000.0,-559600000.0,-100333000.0,-103043000.0,
Tax Provision,100000.0,-1900000.0,0.0,0.0,
Pretax Income,-227900000.0,-561500000.0,-100333000.0,-103043000.0,
Special Income Charges,-61300000.0,0.0,,,
Other Special Charges,-8100000.0,,,,
Write Off,1400000.0,0.0,,,
Impairment Of Capital Assets,200000.0,0.0,,,
Restructuring And Mergern Acquisition,67800000.0,0.0,,,
Net Non Operating Interest Income Expense,42600000.0,11100000.0,2893000.0,-133000.0,
Total Other Finance Cost,2200000.0,2000000.0,,,2000.0
Interest Expense Non Operating,1400000.0,17200000.0,120000.0,133000.0,
Interest Income Non Operating,46200000.0,30300000.0,3013000.0,0.0,
Operating Income,-37800000.0,-37800000.0,-149968000.0,-115190000.0,
Operating Expense,37900000.0,37800000.0,139681000.0,100807000.0,
Other Operating Expenses,12500000.0,3600000.0,126530000.0,87737000.0,
Depreciation And Amortization In Income Statement,600000.0,600000.0,1066000.0,1252000.0,
Depreciation Income Statement,600000.0,600000.0,1066000.0,1252000.0,
Selling General And Administration,6900000.0,23400000.0,,87737000.0,30990000.0
General And Administrative Expense,6900000.0,23400000.0,,87737000.0,30990000.0
Rent And Landing Fees,200000.0,100000.0,,,
Gross Profit,,93347000.0,-10287000.0,-14383000.0,-15986000.0
Cost Of Revenue,,4158000.0,10287000.0,14383000.0,16021000.0
Total Revenue,100000.0,0.0,0.0,0.0,
Operating Revenue,100000.0,0.0,0.0,0.0,
