,2024-12-31,2023-12-31,2022-12-31,2020-08-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0
Normalized EBITDA,-18288043.0,-16946071.0,-19945691.0,-7096758.0
Net Income From Continuing Operation Net Minority Interest,-18396135.0,-17030628.0,-20028506.0,-7185790.0
Reconciled Depreciation,39386.0,40787.0,47724.0,28742.0
Reconciled Cost Of Revenue,-6505693.0,-16662599.0,-30929234.0,-7695376.0
EBITDA,-18288043.0,-16946071.0,-19945691.0,-7096758.0
EBIT,-18327429.0,-16986858.0,-19993415.0,-7125500.0
Net Interest Income,2176645.0,1900141.0,106313.0,-60290.0
Interest Expense,68706.0,43770.0,35091.0,60290.0
Interest Income,2245351.0,1943911.0,141404.0,0.0
Normalized Income,-18396135.0,-17030628.0,-20028506.0,-7185790.0
Net Income From Continuing And Discontinued Operation,-18396135.0,-17030628.0,-20028506.0,-7185790.0
Total Expenses,20572781.0,18982389.0,20134819.0,7125500.0
Rent Expense Supplemental,,,,327624.0
Total Operating Income As Reported,-20572780.0,-18930769.0,-20134819.0,-7125500.0
Diluted Average Shares,5983459.0,5798506.0,3527748.0,2197278.0
Basic Average Shares,5983459.0,5798506.0,3527748.0,2197278.0
Diluted EPS,-3.07,-2.94,-5.68,-3.270314
Basic EPS,-3.07,-2.94,-5.68,-3.270314
Diluted NI Availto Com Stockholders,-18396135.0,-17030628.0,-20028506.0,-7185790.0
Net Income Common Stockholders,-18396135.0,-17030628.0,-20028506.0,-7185790.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-18396135.0,-17030628.0,-20028506.0,-7185790.0
Net Income Including Noncontrolling Interests,-18396135.0,-17030628.0,-20028506.0,-7185790.0
Net Income Continuous Operations,-18396135.0,-17030628.0,-20028506.0,-7185790.0
Tax Provision,0.0,0.0,0.0,0.0
Pretax Income,-18396135.0,-17030628.0,-20028506.0,-7185790.0
Net Non Operating Interest Income Expense,2176645.0,1900141.0,106313.0,-60290.0
Interest Expense Non Operating,68706.0,43770.0,35091.0,60290.0
Interest Income Non Operating,2245351.0,1943911.0,141404.0,0.0
Operating Income,-20572781.0,-18930769.0,-20134819.0,-7125500.0
Operating Expense,27078474.0,35644988.0,51064053.0,14820876.0
Other Operating Expenses,9977071.0,19033966.0,37793959.0,50914.0
Depreciation And Amortization In Income Statement,39386.0,40787.0,47724.0,28742.0
Depreciation Income Statement,39386.0,40787.0,47724.0,28742.0
Selling General And Administration,,,37667054.0,8019587.0
General And Administrative Expense,,,37667054.0,8019587.0
Rent And Landing Fees,,,,327624.0
Gross Profit,6505693.0,16714219.0,30929234.0,7695376.0
Cost Of Revenue,-6505693.0,-16662599.0,-30929234.0,-7695376.0
Total Revenue,0.0,51620.0,0.0,0.0
Operating Revenue,0.0,51620.0,0.0,0.0
