,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,692572.0,-1121052.0,0.0,0.0
Tax Rate For Calcs,0.206,0.206,6e-05,0.206
Normalized EBITDA,-85434000.0,-203842000.0,-132001000.0,-188995000.0
Total Unusual Items,3362000.0,-5442000.0,0.0,0.0
Total Unusual Items Excluding Goodwill,3362000.0,-5442000.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,-111668000.0,-278403000.0,-200166000.0,-231130000.0
Reconciled Depreciation,28825000.0,69053000.0,67997000.0,41488000.0
Reconciled Cost Of Revenue,23948000.0,133074000.0,160277000.0,126513000.0
EBITDA,-82072000.0,-209284000.0,-132001000.0,-188995000.0
EBIT,-110897000.0,-278337000.0,-199998000.0,-230483000.0
Net Interest Income,6613000.0,5778000.0,202000.0,-12000.0
Interest Expense,13000.0,21000.0,180000.0,90000.0
Interest Income,6626000.0,5799000.0,382000.0,78000.0
Normalized Income,-114337428.0,-274082052.0,-200166000.0,-231130000.0
Net Income From Continuing And Discontinued Operation,-111668000.0,-278403000.0,-200166000.0,-231130000.0
Total Expenses,239873000.0,389312000.0,424070000.0,375338000.0
Total Operating Income As Reported,-120284000.0,-284007000.0,-205751000.0,-230965000.0
Diluted Average Shares,210694340.0,211235385.0,211235385.0,207016462.0
Basic Average Shares,210694340.0,211235385.0,211235385.0,207016462.0
Diluted EPS,-0.53,-1.317975,-0.947597,-1.116481
Basic EPS,-0.53,-1.317975,-0.947597,-1.116481
Diluted NI Availto Com Stockholders,-111668000.0,-278403000.0,-200166000.0,-231130000.0
Net Income Common Stockholders,-111668000.0,-278403000.0,-200166000.0,-231130000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-111668000.0,-278403000.0,-200166000.0,-231130000.0
Net Income Including Noncontrolling Interests,-111668000.0,-278404000.0,-200166000.0,-231130000.0
Net Income Continuous Operations,-111668000.0,-278404000.0,-200166000.0,-231130000.0
Tax Provision,758000.0,46000.0,-12000.0,557000.0
Pretax Income,-110910000.0,-278358000.0,-200178000.0,-230573000.0
Other Non Operating Income Expenses,9860000.0,1048000.0,,
Special Income Charges,3362000.0,-5442000.0,0.0,0.0
Other Special Charges,537000.0,85491000.0,-30000.0,
Restructuring And Mergern Acquisition,-3362000.0,5442000.0,0.0,
Net Non Operating Interest Income Expense,6613000.0,5778000.0,202000.0,-12000.0
Interest Expense Non Operating,13000.0,21000.0,180000.0,90000.0
Interest Income Non Operating,6626000.0,5799000.0,382000.0,78000.0
Operating Income,-136852000.0,-200840000.0,-216009000.0,-236861000.0
Operating Expense,215925000.0,256238000.0,263793000.0,248825000.0
Other Operating Expenses,6548000.0,4609000.0,193282000.0,209422000.0
Depreciation And Amortization In Income Statement,1866000.0,691000.0,67997000.0,41488000.0
Depreciation Income Statement,1866000.0,691000.0,67997000.0,41488000.0
Research And Development,80523000.0,98634000.0,111474000.0,
Selling General And Administration,129186000.0,153057000.0,173678000.0,150660000.0
Selling And Marketing Expense,66725000.0,86234000.0,100917000.0,
General And Administrative Expense,62461000.0,66823000.0,72761000.0,150660000.0
Gross Profit,79073000.0,55398000.0,47784000.0,11964000.0
Cost Of Revenue,23948000.0,133074000.0,160277000.0,126513000.0
Total Revenue,103021000.0,188471000.0,208061000.0,138477000.0
Operating Revenue,103021000.0,188471000.0,208061000.0,138477000.0
