,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-10217600.0,-18242273.901809,55229900.0,11685200.0
Tax Rate For Calcs,0.206,0.12739,0.253,0.223
Normalized EBITDA,327000000.0,-59700000.0,280600000.0,541900000.0
Total Unusual Items,-49600000.0,-143200000.0,218300000.0,52400000.0
Total Unusual Items Excluding Goodwill,-49600000.0,-143200000.0,218300000.0,52400000.0
Net Income From Continuing Operation Net Minority Interest,46000000.0,-337700000.0,289700000.0,399800000.0
Reconciled Depreciation,4000000.0,3900000.0,3000000.0,2500000.0
Reconciled Cost Of Revenue,193900000.0,182700000.0,175300000.0,147100000.0
EBITDA,277400000.0,-202900000.0,498900000.0,594300000.0
EBIT,273400000.0,-206800000.0,495900000.0,591800000.0
Net Interest Income,-176500000.0,-176400000.0,-107000000.0,-77200000.0
Interest Expense,178400000.0,180200000.0,108000000.0,77300000.0
Interest Income,1900000.0,3800000.0,1000000.0,100000.0
Normalized Income,85382400.0,-212742273.901809,126629900.0,359085200.0
Net Income From Continuing And Discontinued Operation,46000000.0,-337700000.0,289700000.0,399800000.0
Total Expenses,218100000.0,202000000.0,200300000.0,167900000.0
Total Operating Income As Reported,353600000.0,338800000.0,290300000.0,253100000.0
Diluted Average Shares,97715301.0,97715301.0,97606986.0,90713559.0
Basic Average Shares,97715301.0,97715301.0,97606986.0,90713559.0
Diluted EPS,0.5,-3.5,3.0,4.4
Basic EPS,0.5,-3.5,3.0,4.4
Diluted NI Availto Com Stockholders,46000000.0,-337700000.0,289700000.0,399800000.0
Net Income Common Stockholders,46000000.0,-337700000.0,289700000.0,399800000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,46000000.0,-337700000.0,289700000.0,399800000.0
Minority Interests,0.0,0.0,0.0,0.0
Net Income Including Noncontrolling Interests,46000000.0,-337700000.0,289700000.0,399800000.0
Net Income Continuous Operations,46000000.0,-337700000.0,289700000.0,399800000.0
Tax Provision,49000000.0,-49300000.0,98200000.0,114700000.0
Pretax Income,95000000.0,-387000000.0,387900000.0,514500000.0
Special Income Charges,-10100000.0,0.0,,
Write Off,10100000.0,0.0,,
Net Non Operating Interest Income Expense,-176500000.0,-176400000.0,-107000000.0,-77200000.0
Interest Expense Non Operating,178400000.0,180200000.0,108000000.0,77300000.0
Interest Income Non Operating,1900000.0,3800000.0,1000000.0,100000.0
Operating Income,327300000.0,311400000.0,263500000.0,231100000.0
Operating Expense,24200000.0,19300000.0,25000000.0,20800000.0
Depreciation And Amortization In Income Statement,700000.0,700000.0,600000.0,700000.0
Depreciation Income Statement,700000.0,700000.0,600000.0,700000.0
Selling General And Administration,-27300000.0,-26200000.0,-23700000.0,-20100000.0
General And Administrative Expense,-27300000.0,-26200000.0,-23700000.0,-20100000.0
Gross Profit,351500000.0,330700000.0,288500000.0,251900000.0
Cost Of Revenue,193900000.0,182700000.0,175300000.0,147100000.0
Total Revenue,545400000.0,513400000.0,463800000.0,399000000.0
Operating Revenue,545400000.0,513400000.0,463800000.0,399000000.0
