,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,
Normalized EBITDA,-14746000.0,-15960000.0,-23044000.0,-20193000.0,
Total Unusual Items,390000.0,247000.0,27000.0,12000.0,
Total Unusual Items Excluding Goodwill,390000.0,247000.0,27000.0,12000.0,
Net Income From Continuing Operation Net Minority Interest,-16706000.0,-17583000.0,-25251000.0,-22718000.0,
Reconciled Depreciation,1968000.0,1808000.0,2234000.0,2522000.0,
Reconciled Cost Of Revenue,5726000.0,1007000.0,1226000.0,820000.0,
EBITDA,-14356000.0,-15713000.0,-23017000.0,-20181000.0,
EBIT,-16614000.0,-17565000.0,-25251000.0,-22703000.0,
Net Interest Income,-92000.0,-18000.0,0.0,-15000.0,
Interest Expense,92000.0,18000.0,0.0,15000.0,
Normalized Income,-17096000.0,-17830000.0,-25278000.0,-22730000.0,
Net Income From Continuing And Discontinued Operation,-16706000.0,-17583000.0,-25251000.0,-22718000.0,
Total Expenses,33045000.0,26348000.0,25922000.0,23711000.0,
Total Operating Income As Reported,-16879000.0,-17812000.0,-25278000.0,-22715000.0,
Diluted Average Shares,109152622.0,70332000.0,59898616.0,41180298.0,
Basic Average Shares,109152622.0,70332000.0,59898616.0,41180298.0,
Diluted EPS,-0.15,-0.25,-0.705764,-1.336091,
Basic EPS,-0.15,-0.25,-0.705764,-1.336091,
Diluted NI Availto Com Stockholders,-16706000.0,-17583000.0,-25251000.0,-22718000.0,
Net Income Common Stockholders,-16706000.0,-17583000.0,-25251000.0,-22718000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-16706000.0,-17583000.0,-25251000.0,-22718000.0,
Net Income Including Noncontrolling Interests,-16706000.0,-17583000.0,-25251000.0,-22718000.0,
Net Income Continuous Operations,-16706000.0,-17583000.0,-25251000.0,-22718000.0,
Tax Provision,,,,0.0,0.0
Pretax Income,-16706000.0,-17583000.0,-25251000.0,-22718000.0,
Special Income Charges,125000.0,0.0,,,
Other Special Charges,-125000.0,,,,
Net Non Operating Interest Income Expense,-92000.0,-18000.0,0.0,-15000.0,
Interest Expense Non Operating,92000.0,18000.0,0.0,15000.0,
Operating Income,-17673000.0,-17870000.0,-25362000.0,-22728000.0,
Operating Expense,27319000.0,25341000.0,24696000.0,22891000.0,
Other Operating Expenses,9459000.0,9409000.0,10168000.0,10881000.0,
Depreciation And Amortization In Income Statement,2258000.0,1852000.0,2234000.0,2522000.0,
Depreciation Income Statement,2258000.0,1852000.0,2234000.0,2522000.0,
Selling General And Administration,,,,10815000.0,12400000.0
General And Administrative Expense,,,,10815000.0,12400000.0
Gross Profit,9646000.0,7471000.0,-666000.0,163000.0,
Cost Of Revenue,5726000.0,1007000.0,1226000.0,820000.0,
Total Revenue,15372000.0,8478000.0,560000.0,983000.0,
Operating Revenue,15372000.0,8478000.0,560000.0,983000.0,
