,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-30076000.0,-10650529.500756,30705000.0,2774000.0
Tax Rate For Calcs,0.206,0.033283,0.089,0.146
Normalized EBITDA,1609000000.0,854000000.0,2130000000.0,4007000000.0
Total Unusual Items,-146000000.0,-320000000.0,345000000.0,19000000.0
Total Unusual Items Excluding Goodwill,-146000000.0,-320000000.0,345000000.0,19000000.0
Net Income From Continuing Operation Net Minority Interest,114000000.0,-639000000.0,1689000000.0,3112000000.0
Reconciled Depreciation,2000000.0,1000000.0,2000000.0,1000000.0
Reconciled Cost Of Revenue,1129000000.0,1109000000.0,1060000000.0,809000000.0
EBITDA,1463000000.0,534000000.0,2475000000.0,4026000000.0
EBIT,1461000000.0,533000000.0,2473000000.0,4025000000.0
Net Interest Income,-1245000000.0,-1247000000.0,-664000000.0,-435000000.0
Interest Expense,1208000000.0,1194000000.0,614000000.0,381000000.0
Interest Income,15000000.0,11000000.0,10000000.0,1000000.0
Normalized Income,229924000.0,-329650529.500756,1374705000.0,3095774000.0
Net Income From Continuing And Discontinued Operation,114000000.0,-639000000.0,1689000000.0,3112000000.0
Total Expenses,1299000000.0,1289000000.0,1207000000.0,932000000.0
Total Operating Income As Reported,,,2092000000.0,1651000000.0
Diluted Average Shares,202000000.0,191000000.0,191000000.0,188000000.0
Basic Average Shares,202000000.0,191000000.0,191000000.0,188000000.0
Diluted EPS,0.28,-3.67,8.61,16.49
Basic EPS,0.28,-3.67,8.62,16.52
Diluted NI Availto Com Stockholders,114000000.0,-639000000.0,1689000000.0,3112000000.0
Net Income Common Stockholders,114000000.0,-639000000.0,1689000000.0,3112000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,114000000.0,-639000000.0,1689000000.0,3112000000.0
Minority Interests,1000000.0,1000000.0,-5000000.0,0.0
Net Income Including Noncontrolling Interests,112000000.0,-639000000.0,1693000000.0,3112000000.0
Net Income Continuous Operations,112000000.0,-639000000.0,1693000000.0,3112000000.0
Tax Provision,141000000.0,-22000000.0,166000000.0,532000000.0
Pretax Income,253000000.0,-661000000.0,1859000000.0,3644000000.0
Net Non Operating Interest Income Expense,-1245000000.0,-1247000000.0,-664000000.0,-435000000.0
Total Other Finance Cost,52000000.0,64000000.0,60000000.0,55000000.0
Interest Expense Non Operating,1208000000.0,1194000000.0,614000000.0,381000000.0
Interest Income Non Operating,15000000.0,11000000.0,10000000.0,1000000.0
Operating Income,2370000000.0,2264000000.0,1943000000.0,1525000000.0
Operating Expense,170000000.0,180000000.0,147000000.0,123000000.0
Other Operating Expenses,-15000000.0,-6000000.0,-14000000.0,-5000000.0
Selling General And Administration,185000000.0,186000000.0,161000000.0,128000000.0
General And Administrative Expense,185000000.0,186000000.0,161000000.0,128000000.0
Gross Profit,2540000000.0,2444000000.0,2090000000.0,1648000000.0
Cost Of Revenue,1129000000.0,1109000000.0,1060000000.0,809000000.0
Total Revenue,3669000000.0,3553000000.0,3150000000.0,2457000000.0
Operating Revenue,3669000000.0,3553000000.0,3150000000.0,2457000000.0
