,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.236,0.195,0.241,0.203,
Normalized EBITDA,2618000000.0,2251000000.0,2003000000.0,1615000000.0,
Total Unusual Items,,,,0.0,0.0
Total Unusual Items Excluding Goodwill,,,,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,620000000.0,455000000.0,366000000.0,237000000.0,
Reconciled Depreciation,1367000000.0,1297000000.0,1201000000.0,1052000000.0,
Reconciled Cost Of Revenue,492000000.0,465000000.0,443000000.0,419000000.0,
EBITDA,2618000000.0,2251000000.0,2003000000.0,1615000000.0,
EBIT,1251000000.0,954000000.0,802000000.0,563000000.0,
Net Interest Income,-466000000.0,-419000000.0,-356000000.0,-302000000.0,
Interest Expense,439000000.0,389000000.0,320000000.0,266000000.0,
Interest Income,0.0,0.0,0.0,0.0,
Normalized Income,620000000.0,455000000.0,366000000.0,237000000.0,
Net Income From Continuing And Discontinued Operation,620000000.0,455000000.0,366000000.0,237000000.0,
Total Expenses,12930000000.0,12337000000.0,11792000000.0,10880000000.0,
Rent Expense Supplemental,449000000.0,531000000.0,,462000000.0,480000000.0
Total Operating Income As Reported,1278000000.0,981000000.0,843000000.0,598000000.0,
Diluted Average Shares,,89765000.0,94127000.0,94552000.0,94531000.0
Basic Average Shares,,89765000.0,94127000.0,94515000.0,94466000.0
Diluted EPS,,5.07,3.89,2.51,3.8
Basic EPS,,5.07,3.89,2.51,3.8
Diluted NI Availto Com Stockholders,620000000.0,455000000.0,366000000.0,237000000.0,
Net Income Common Stockholders,620000000.0,455000000.0,366000000.0,237000000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,620000000.0,455000000.0,366000000.0,237000000.0,
Minority Interests,0.0,0.0,0.0,0.0,
Net Income Including Noncontrolling Interests,620000000.0,455000000.0,366000000.0,237000000.0,
Net Income Continuous Operations,620000000.0,455000000.0,366000000.0,237000000.0,
Tax Provision,192000000.0,110000000.0,116000000.0,60000000.0,
Pretax Income,812000000.0,565000000.0,482000000.0,297000000.0,
Other Non Operating Income Expenses,12000000.0,5000000.0,,,
Special Income Charges,,,,0.0,0.0
Net Non Operating Interest Income Expense,-466000000.0,-419000000.0,-356000000.0,-302000000.0,
Total Other Finance Cost,27000000.0,30000000.0,36000000.0,36000000.0,
Interest Expense Non Operating,439000000.0,389000000.0,320000000.0,266000000.0,
Interest Income Non Operating,0.0,0.0,0.0,0.0,
Operating Income,1265000000.0,975000000.0,843000000.0,598000000.0,
Operating Expense,12438000000.0,11872000000.0,11349000000.0,10461000000.0,
Other Operating Expenses,70000000.0,126000000.0,1474000000.0,1405000000.0,
Depreciation And Amortization In Income Statement,1367000000.0,1297000000.0,1201000000.0,1052000000.0,
Amortization,94000000.0,95000000.0,110000000.0,114000000.0,
Depreciation Income Statement,1273000000.0,1202000000.0,1091000000.0,938000000.0,
Selling General And Administration,423000000.0,383000000.0,,466000000.0,319000000.0
Selling And Marketing Expense,43000000.0,32000000.0,,26000000.0,23000000.0
General And Administrative Expense,380000000.0,351000000.0,,440000000.0,296000000.0
Rent And Landing Fees,449000000.0,531000000.0,,462000000.0,480000000.0
Gross Profit,13703000000.0,12847000000.0,12192000000.0,11059000000.0,
Cost Of Revenue,492000000.0,465000000.0,443000000.0,419000000.0,
Total Revenue,14195000000.0,13312000000.0,12635000000.0,11478000000.0,
Operating Revenue,14195000000.0,13312000000.0,12635000000.0,11478000000.0,
