,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-2430000.0,-996200.0,-10455546.020514,0.0
Tax Rate For Calcs,0.324,0.293,0.349742,0.369236
Normalized EBITDA,244100000.0,196900000.0,146731000.0,59963000.0
Total Unusual Items,-7500000.0,-3400000.0,-29895000.0,0.0
Total Unusual Items Excluding Goodwill,-7500000.0,-3400000.0,-29895000.0,0.0
Net Income From Continuing Operation Net Minority Interest,77500000.0,77400000.0,38228000.0,15267000.0
Reconciled Depreciation,85000000.0,56000000.0,39095000.0,25226000.0
Reconciled Cost Of Revenue,906200000.0,724600000.0,605241000.0,278804000.0
EBITDA,236600000.0,193500000.0,116836000.0,59963000.0
EBIT,151600000.0,137500000.0,77741000.0,34737000.0
Net Interest Income,-27600000.0,-20300000.0,-18433000.0,-11522000.0
Interest Expense,37000000.0,28000000.0,18952000.0,10533000.0
Interest Income,7600000.0,7700000.0,590000.0,9000.0
Normalized Income,82570000.0,79803800.0,57667453.979486,15267000.0
Net Income From Continuing And Discontinued Operation,77500000.0,77400000.0,38228000.0,9674000.0
Total Expenses,1251500000.0,970600000.0,784012000.0,387879000.0
Total Operating Income As Reported,150700000.0,132600000.0,96117000.0,34458000.0
Diluted Average Shares,51989000.0,52229219.0,40678000.0,40678000.0
Basic Average Shares,50430000.0,52229219.0,39610000.0,39610000.0
Diluted EPS,1.49,1.481929,0.939771,0.237819
Basic EPS,1.54,1.481929,0.96511,0.244231
Diluted NI Availto Com Stockholders,77500000.0,77400000.0,38228000.0,9674000.0
Net Income Common Stockholders,77500000.0,77400000.0,38228000.0,9674000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,77500000.0,77400000.0,38228000.0,9674000.0
Net Income Including Noncontrolling Interests,77500000.0,77400000.0,38228000.0,9673000.0
Net Income Discontinuous Operations,,,0.0,-5593000.0
Net Income Continuous Operations,77500000.0,77400000.0,38228000.0,15266000.0
Tax Provision,37100000.0,32100000.0,20561000.0,8937000.0
Pretax Income,114600000.0,109500000.0,58789000.0,24204000.0
Net Non Operating Interest Income Expense,-27600000.0,-20300000.0,-18433000.0,-11522000.0
Total Other Finance Cost,-1800000.0,,71000.0,998000.0
Interest Expense Non Operating,37000000.0,28000000.0,18952000.0,10533000.0
Interest Income Non Operating,7600000.0,7700000.0,590000.0,9000.0
Operating Income,150800000.0,132700000.0,96117000.0,34458000.0
Operating Expense,345300000.0,246000000.0,178771000.0,109075000.0
Other Operating Expenses,170200000.0,121900000.0,94724000.0,51027000.0
Depreciation And Amortization In Income Statement,84900000.0,56000000.0,39095000.0,25226000.0
Amortization,15100000.0,4100000.0,2061000.0,1256000.0
Depreciation Income Statement,69800000.0,51900000.0,37034000.0,23970000.0
Gross Profit,496100000.0,378700000.0,274888000.0,143533000.0
Cost Of Revenue,906200000.0,724600000.0,605241000.0,278804000.0
Total Revenue,1402300000.0,1103300000.0,880129000.0,422337000.0
Operating Revenue,1402300000.0,1103300000.0,880129000.0,422337000.0
