,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.192581,0.194148,0.19431,0.204086,
Normalized EBITDA,-7515542.0,-8696998.0,-8503118.0,-4954670.0,
Net Income From Continuing Operation Net Minority Interest,-7133622.0,-8038905.0,-7916547.0,-4545192.0,
Reconciled Depreciation,1412426.0,1409226.0,1354686.0,284111.0,
Reconciled Cost Of Revenue,-45031.0,328067.0,566826.0,129838.0,
EBITDA,-7515542.0,-8696998.0,-8503118.0,-4954670.0,
EBIT,-8927968.0,-10106224.0,-9857804.0,-5238781.0,
Net Interest Income,92873.0,130570.0,32009.0,-471875.0,
Interest Expense,,,,471875.0,0.0
Interest Income,92873.0,130570.0,32009.0,,
Normalized Income,-7133622.0,-8038905.0,-7916547.0,-4545192.0,
Net Income From Continuing And Discontinued Operation,-7133622.0,-8038905.0,-7916547.0,-4545192.0,
Total Expenses,9211906.0,10769905.0,10913611.0,5518175.0,
Total Operating Income As Reported,-8927967.0,-10106225.0,-9857805.0,-5238781.0,
Diluted Average Shares,,32016738.0,25775678.0,29684397.0,19804494.0
Basic Average Shares,,32016738.0,25775678.0,29684397.0,19804494.0
Diluted EPS,,-0.0876,-0.311467,-0.153117,0.0
Basic EPS,,-0.0876,-0.311467,-0.153117,0.0
Diluted NI Availto Com Stockholders,-7133622.0,-8038905.0,-7916547.0,-4545192.0,
Net Income Common Stockholders,-7133622.0,-8038905.0,-7916547.0,-4545192.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-7133622.0,-8038905.0,-7916547.0,-4545192.0,
Net Income Including Noncontrolling Interests,-7133622.0,-8038905.0,-7916547.0,-4545192.0,
Net Income Continuous Operations,-7133622.0,-8038905.0,-7916547.0,-4545192.0,
Tax Provision,-1701472.0,-1936749.0,-1909248.0,-1165464.0,
Pretax Income,-8835094.0,-9975654.0,-9825795.0,-5710656.0,
Net Non Operating Interest Income Expense,92873.0,130570.0,32009.0,-471875.0,
Interest Expense Non Operating,,,,471875.0,0.0
Interest Income Non Operating,92873.0,130570.0,32009.0,,
Operating Income,-8927968.0,-10106224.0,-9857804.0,-5238782.0,
Operating Expense,9256937.0,10441838.0,10346785.0,5388337.0,
Other Operating Expenses,5239766.0,5213326.0,5624537.0,3729783.0,
Depreciation And Amortization In Income Statement,1412426.0,1409226.0,1354686.0,284111.0,
Depreciation Income Statement,1412426.0,1409226.0,1354686.0,284111.0,
Selling General And Administration,,,,3726186.0,748378.0
General And Administrative Expense,,,,3726186.0,748378.0
Gross Profit,328969.0,335614.0,488981.0,149555.0,
Cost Of Revenue,-45031.0,328067.0,566826.0,129838.0,
Total Revenue,283938.0,663681.0,1055807.0,279393.0,
Operating Revenue,283938.0,663681.0,1055807.0,279393.0,
