,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.192254,0.248892,0.32817,0.206,
Normalized EBITDA,-11184000.0,-6978000.0,-629000.0,-3341000.0,
Net Income From Continuing Operation Net Minority Interest,-18415000.0,-6099000.0,-1388000.0,-970000.0,
Reconciled Depreciation,7377000.0,627000.0,800000.0,786000.0,
Reconciled Cost Of Revenue,4961000.0,3398000.0,5029000.0,5727000.0,
EBITDA,-11184000.0,-6978000.0,-629000.0,-3341000.0,
EBIT,-18561000.0,-7605000.0,-1429000.0,-4127000.0,
Net Interest Income,-3791000.0,-123000.0,-481000.0,-278000.0,
Interest Expense,4237000.0,515000.0,637000.0,427000.0,
Interest Income,446000.0,392000.0,156000.0,149000.0,
Normalized Income,-18415000.0,-6099000.0,-1388000.0,-970000.0,
Net Income From Continuing And Discontinued Operation,-18415000.0,-6099000.0,-1388000.0,-970000.0,
Total Expenses,37626000.0,17920000.0,15794000.0,16851000.0,
Total Operating Income As Reported,-19007000.0,-7997000.0,-1585000.0,-4276000.0,
Diluted Average Shares,20584378.0,20584378.0,19740483.0,18362982.0,
Basic Average Shares,19795338.0,19762847.0,19740483.0,18362982.0,
Diluted EPS,-0.93,-0.31,-0.07,-0.05,
Basic EPS,-0.93,-0.31,-0.07,-0.05,
Diluted NI Availto Com Stockholders,-18415000.0,-6099000.0,-1388000.0,-970000.0,
Net Income Common Stockholders,-18415000.0,-6099000.0,-1388000.0,-970000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-18415000.0,-6099000.0,-1388000.0,-970000.0,
Net Income Including Noncontrolling Interests,-18415000.0,-6099000.0,-1388000.0,-970000.0,
Net Income Continuous Operations,-18415000.0,-6099000.0,-1388000.0,-970000.0,
Tax Provision,-4383000.0,-2021000.0,-678000.0,-3584000.0,
Pretax Income,-22798000.0,-8120000.0,-2066000.0,-4554000.0,
Net Non Operating Interest Income Expense,-3791000.0,-123000.0,-481000.0,-278000.0,
Interest Expense Non Operating,4237000.0,515000.0,637000.0,427000.0,
Interest Income Non Operating,446000.0,392000.0,156000.0,149000.0,
Operating Income,-19007000.0,-7997000.0,-1585000.0,-4276000.0,
Operating Expense,32665000.0,14522000.0,10765000.0,11124000.0,
Other Operating Expenses,8256000.0,4836000.0,3796000.0,5356000.0,
Depreciation And Amortization In Income Statement,7377000.0,627000.0,800000.0,786000.0,
Depreciation Income Statement,7377000.0,627000.0,800000.0,786000.0,
Selling General And Administration,,,3796000.0,5356000.0,6336000.0
General And Administrative Expense,,,3796000.0,5356000.0,6336000.0
Gross Profit,13658000.0,6525000.0,9180000.0,6848000.0,
Cost Of Revenue,4961000.0,3398000.0,5029000.0,5727000.0,
Total Revenue,18619000.0,9923000.0,14209000.0,12575000.0,
Operating Revenue,18619000.0,9923000.0,14209000.0,12575000.0,
