,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,
Normalized EBITDA,5740000000.0,4754000000.0,-9231000000.0,6367000000.0,
Net Income From Continuing Operation Net Minority Interest,5742000000.0,4745000000.0,-9243000000.0,6352000000.0,
Reconciled Depreciation,5000000.0,5000000.0,4000000.0,4000000.0,
Reconciled Cost Of Revenue,71000000.0,48000000.0,49000000.0,51000000.0,
EBITDA,5740000000.0,4754000000.0,-9231000000.0,6367000000.0,
EBIT,5735000000.0,4749000000.0,-9235000000.0,6363000000.0,
Net Interest Income,0.0,0.0,2000000.0,-1000000.0,
Interest Expense,0.0,0.0,0.0,1000000.0,
Interest Income,,18000000.0,10000000.0,4000000.0,5000000.0
Normalized Income,5742000000.0,4745000000.0,-9243000000.0,6352000000.0,
Net Income From Continuing And Discontinued Operation,5742000000.0,4745000000.0,-9243000000.0,6352000000.0,
Total Expenses,-5494000000.0,-4529000000.0,9462000000.0,-6161000000.0,
Total Operating Income As Reported,5701000000.0,4731000000.0,-9246000000.0,6358000000.0,
Diluted Average Shares,74374000.0,74267000.0,74160747.0,74146921.0,
Basic Average Shares,74147000.0,74147000.0,74146921.0,74146921.0,
Diluted EPS,77.21,63.89,-124.66,85.67,
Basic EPS,77.44,64.0,-124.66,85.67,
Diluted NI Availto Com Stockholders,5742000000.0,4745000000.0,-9243000000.0,6352000000.0,
Net Income Common Stockholders,5742000000.0,4745000000.0,-9243000000.0,6352000000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,5742000000.0,4745000000.0,-9243000000.0,6352000000.0,
Minority Interests,8000000.0,-4000000.0,-8000000.0,-10000000.0,
Net Income Including Noncontrolling Interests,5735000000.0,4749000000.0,-9235000000.0,6362000000.0,
Net Income Continuous Operations,5735000000.0,4749000000.0,-9235000000.0,6362000000.0,
Tax Provision,0.0,0.0,0.0,0.0,
Pretax Income,5735000000.0,4749000000.0,-9235000000.0,6362000000.0,
Net Non Operating Interest Income Expense,0.0,0.0,2000000.0,-1000000.0,
Total Other Finance Cost,,-1000000.0,-2000000.0,,5200000.0
Interest Expense Non Operating,0.0,0.0,0.0,1000000.0,
Interest Income Non Operating,,18000000.0,10000000.0,4000000.0,5000000.0
Operating Income,5735000000.0,4750000000.0,-9235000000.0,6362000000.0,
Operating Expense,-5565000000.0,-4577000000.0,9413000000.0,-6212000000.0,
Other Operating Expenses,31000000.0,31000000.0,9416000000.0,24000000.0,
Depreciation And Amortization In Income Statement,5000000.0,5000000.0,4000000.0,4000000.0,
Amortization,,,,,17800000.0
Depreciation Income Statement,5000000.0,5000000.0,4000000.0,4000000.0,
Selling General And Administration,,,26000000.0,24000000.0,21000000.0
General And Administrative Expense,,,26000000.0,24000000.0,21000000.0
Gross Profit,170000000.0,173000000.0,178000000.0,150000000.0,
Cost Of Revenue,71000000.0,48000000.0,49000000.0,51000000.0,
Total Revenue,241000000.0,221000000.0,227000000.0,201000000.0,
Operating Revenue,241000000.0,221000000.0,227000000.0,201000000.0,
