,2024-06-30,2023-06-30,2022-06-30,2021-06-30
Tax Effect Of Unusual Items,-7635596.0,-7136252.0,-8326726.0,-7524300.0
Tax Rate For Calcs,0.206,0.206,0.206,0.3
Normalized EBITDA,66924000.0,48235000.0,63958000.0,40855000.0
Total Unusual Items,0.0,2005000.0,-9482000.0,-6615000.0
Total Unusual Items Excluding Goodwill,-37066000.0,-34642000.0,-40421000.0,-25081000.0
Net Income From Continuing Operation Net Minority Interest,6568000.0,-6988000.0,2256000.0,15479000.0
Reconciled Depreciation,47499000.0,46994000.0,40539000.0,9360000.0
Reconciled Cost Of Revenue,634167000.0,630926000.0,553231000.0,414991000.0
EBITDA,66924000.0,50240000.0,54476000.0,34240000.0
EBIT,19425000.0,3246000.0,13937000.0,24880000.0
Net Interest Income,-3113000.0,-3271000.0,-2708000.0,-2174000.0
Interest Expense,3388000.0,3729000.0,2708000.0,2657000.0
Interest Income,275000.0,458000.0,0.0,483000.0
Normalized Income,73064404.0,57164748.0,65289274.0,51501700.0
Net Income From Continuing And Discontinued Operation,6568000.0,-6988000.0,2256000.0,15479000.0
Total Expenses,789102000.0,779843000.0,679103000.0,528445000.0
Total Operating Income As Reported,19150000.0,2788000.0,13937000.0,24092000.0
Diluted Average Shares,11599240.0,11599240.0,11599240.0,9247777.0
Basic Average Shares,11599240.0,11599240.0,11599240.0,9247777.0
Diluted EPS,0.57,-0.6,0.19,1.67
Basic EPS,0.57,-0.6,0.19,1.67
Diluted NI Availto Com Stockholders,6568000.0,-6988000.0,2256000.0,15479000.0
Net Income Common Stockholders,6568000.0,-6988000.0,2256000.0,15479000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,6568000.0,-6988000.0,2256000.0,15479000.0
Minority Interests,-139000.0,9000.0,19000.0,0.0
Net Income Including Noncontrolling Interests,6707000.0,-6997000.0,2237000.0,15479000.0
Net Income Continuous Operations,6707000.0,-6997000.0,2237000.0,15479000.0
Tax Provision,9330000.0,6514000.0,8992000.0,6744000.0
Pretax Income,16037000.0,-483000.0,11229000.0,22223000.0
Special Income Charges,-37066000.0,-34642000.0,-40421000.0,-25081000.0
Other Special Charges,,-2005000.0,9482000.0,6615000.0
Net Non Operating Interest Income Expense,-3113000.0,-3271000.0,-2708000.0,-2174000.0
Interest Expense Non Operating,3388000.0,3729000.0,2708000.0,2657000.0
Interest Income Non Operating,275000.0,458000.0,0.0,483000.0
Operating Income,56215000.0,37430000.0,54359000.0,49173000.0
Operating Expense,154935000.0,148917000.0,125872000.0,113454000.0
Other Operating Expenses,207504000.0,199968000.0,173016000.0,134272000.0
Depreciation And Amortization In Income Statement,10034000.0,10347000.0,9599000.0,9360000.0
Amortization,,36647000.0,30939000.0,18466000.0
Depreciation Income Statement,10034000.0,10347000.0,9599000.0,9360000.0
Selling General And Administration,,,,134065000.0
General And Administrative Expense,,,,134065000.0
Gross Profit,211150000.0,186347000.0,180231000.0,162627000.0
Cost Of Revenue,634167000.0,630926000.0,553231000.0,414991000.0
Total Revenue,845317000.0,817273000.0,733462000.0,577618000.0
Operating Revenue,845317000.0,817273000.0,733462000.0,577618000.0
