,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,-2814437.757218,0.0,0.0
Tax Rate For Calcs,0.093,0.037748,0.073413,0.09771
Normalized EBITDA,-89390000.0,-148142000.0,-105754000.0,-76616000.0
Total Unusual Items,0.0,0.0,0.0,
Total Unusual Items Excluding Goodwill,0.0,-74558000.0,0.0,
Net Income From Continuing Operation Net Minority Interest,-82401000.0,-215810000.0,-99205000.0,-69304000.0
Reconciled Depreciation,614000.0,75336000.0,1018000.0,88000.0
EBITDA,-89390000.0,-148142000.0,-105754000.0,-76616000.0
EBIT,-90004000.0,-223478000.0,-106772000.0,-76704000.0
Net Interest Income,-590000.0,-204000.0,-247000.0,-105000.0
Interest Expense,820000.0,797000.0,294000.0,105000.0
Interest Income,230000.0,593000.0,47000.0,0.0
Normalized Income,-82401000.0,-69508437.757218,-99205000.0,-69304000.0
Net Income From Continuing And Discontinued Operation,-82401000.0,-215810000.0,-99205000.0,-69304000.0
Total Expenses,89668000.0,149840000.0,105573000.0,76715000.0
Total Operating Income As Reported,-89980000.0,-224496000.0,-105705000.0,-76699000.0
Diluted Average Shares,3953272.0,32523855.0,27836194.0,26083867.0
Basic Average Shares,3953272.0,32523855.0,27836194.0,26083867.0
Diluted EPS,-2.08,-6.64,-3.567514,-2.655816
Basic EPS,-2.08,-6.64,-3.567514,-2.655816
Diluted NI Availto Com Stockholders,-82401000.0,-215810000.0,-99205000.0,-69304000.0
Net Income Common Stockholders,-82401000.0,-215810000.0,-99205000.0,-69304000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-82401000.0,-215810000.0,-99205000.0,-69304000.0
Net Income Including Noncontrolling Interests,-82400000.0,-215809000.0,-99206000.0,-69304000.0
Net Income Continuous Operations,-82400000.0,-215809000.0,-99206000.0,-69304000.0
Tax Provision,-8424000.0,-8466000.0,-7860000.0,-7505000.0
Pretax Income,-90824000.0,-224275000.0,-107066000.0,-76809000.0
Other Non Operating Income Expenses,,,,157000.0
Special Income Charges,0.0,-74558000.0,0.0,
Net Non Operating Interest Income Expense,-590000.0,-204000.0,-247000.0,-105000.0
Interest Expense Non Operating,820000.0,797000.0,294000.0,105000.0
Interest Income Non Operating,230000.0,593000.0,47000.0,0.0
Operating Income,-89668000.0,-149840000.0,-105573000.0,-76715000.0
Operating Expense,89668000.0,149840000.0,105573000.0,76715000.0
Other Operating Expenses,175000.0,74615000.0,133000.0,141000.0
Research And Development,49312000.0,105055000.0,70067000.0,60490000.0
Selling General And Administration,40492000.0,44826000.0,35611000.0,16225000.0
General And Administrative Expense,40492000.0,44826000.0,35611000.0,16225000.0
Gross Profit,0.0,0.0,0.0,0.0
Total Revenue,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0
