,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,116268.799255,-413876.348304,-1126946.15619,-8555.417656,
Tax Rate For Calcs,0.036609,0.0244,0.004071,0.003572,
Normalized EBITDA,-47098000.0,-38774000.0,-351780000.0,-78059000.0,
Total Unusual Items,3176000.0,-16962000.0,0.0,-2395000.0,
Total Unusual Items Excluding Goodwill,3176000.0,-16962000.0,-276845000.0,-2395000.0,
Net Income From Continuing Operation Net Minority Interest,-49632000.0,-59695000.0,-362830000.0,-92329000.0,
Reconciled Depreciation,,,12315000.0,7989000.0,
Reconciled Cost Of Revenue,0.0,48000.0,25412000.0,7772000.0,
EBITDA,-43922000.0,-55736000.0,-351780000.0,-80454000.0,
EBIT,-43922000.0,-55736000.0,-364095000.0,-88443000.0,
Net Interest Income,-7819000.0,11931000.0,58000.0,-10467000.0,
Interest Expense,7596000.0,5452000.0,218000.0,4217000.0,
Interest Income,37000.0,17443000.0,276000.0,0.0,
Normalized Income,-52691731.200745,-43146876.348304,189733053.84381,-89942555.417656,
Net Income From Continuing And Discontinued Operation,-49632000.0,-59695000.0,-362830000.0,-92329000.0,
Total Expenses,46875000.0,56250000.0,91498000.0,94799000.0,
Total Operating Income As Reported,-46875000.0,-56158000.0,-365095000.0,-80161000.0,
Diluted Average Shares,470005528.0,189104145.0,164969230.0,119874224.0,
Basic Average Shares,470005528.0,189104145.0,144764293.0,113314263.0,
Diluted EPS,-0.161815,-0.315673,-2.506812,-0.832951,
Basic EPS,-0.161815,-0.315673,-2.506812,-0.832951,
Diluted NI Availto Com Stockholders,-49632000.0,-59695000.0,-362830000.0,-92329000.0,
Net Income Common Stockholders,-49632000.0,-59695000.0,-362830000.0,-92329000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-49632000.0,-59695000.0,-362830000.0,-92329000.0,
Net Income Including Noncontrolling Interests,-49632000.0,-59695000.0,-362830000.0,-92329000.0,
Net Income Continuous Operations,-49632000.0,-59695000.0,-362830000.0,-92329000.0,
Tax Provision,-1886000.0,-1493000.0,-1483000.0,-331000.0,
Pretax Income,-51518000.0,-61188000.0,-364313000.0,-92660000.0,
Special Income Charges,-2369000.0,0.0,-276845000.0,-2395000.0,
Other Special Charges,2369000.0,,,,
Write Off,,0.0,0.0,2395000.0,0.0
Net Non Operating Interest Income Expense,-7819000.0,11931000.0,58000.0,-10467000.0,
Total Other Finance Cost,260000.0,60000.0,,6250000.0,
Interest Expense Non Operating,7596000.0,5452000.0,218000.0,4217000.0,
Interest Income Non Operating,37000.0,17443000.0,276000.0,0.0,
Operating Income,-46875000.0,-56158000.0,-89792000.0,-81516000.0,
Operating Expense,46875000.0,56202000.0,66086000.0,87027000.0,
Other Operating Expenses,1314000.0,147000.0,272000.0,654000.0,
Research And Development,44038000.0,42495000.0,39306000.0,51354000.0,
Selling General And Administration,11379000.0,18065000.0,28468000.0,35774000.0,
Selling And Marketing Expense,3828000.0,3883000.0,8541000.0,16342000.0,
General And Administrative Expense,7551000.0,14182000.0,19927000.0,19432000.0,
Gross Profit,0.0,44000.0,-23706000.0,5511000.0,
Cost Of Revenue,0.0,48000.0,25412000.0,7772000.0,
Total Revenue,0.0,92000.0,1706000.0,13282000.0,
Operating Revenue,0.0,92000.0,1706000.0,13282000.0,
