,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-3768358.0,-6472520.0,11339307.223269,2196869.890213
Tax Rate For Calcs,0.206,0.206,0.233357,0.186872
Normalized EBITDA,125105000.0,50572000.0,84120000.0,193682000.0
Total Unusual Items,-18293000.0,-23920000.0,48592000.0,11756000.0
Total Unusual Items Excluding Goodwill,-18293000.0,-31420000.0,48592000.0,11756000.0
Net Income From Continuing Operation Net Minority Interest,35908000.0,7764000.0,79336000.0,153164000.0
Reconciled Depreciation,1347000.0,1972000.0,4779000.0,2459000.0
Reconciled Cost Of Revenue,49038000.0,54443000.0,41099000.0,29340000.0
EBITDA,106812000.0,26652000.0,132712000.0,205438000.0
EBIT,105464000.0,24680000.0,127933000.0,202979000.0
Net Interest Income,-36557000.0,-33653000.0,-24054000.0,-14122000.0
Interest Expense,38263000.0,35131000.0,24448000.0,14615000.0
Interest Income,1706000.0,1478000.0,394000.0,493000.0
Normalized Income,50432642.0,40211480.0,42083307.223269,143604869.890213
Net Income From Continuing And Discontinued Operation,35908000.0,7764000.0,79336000.0,153164000.0
Total Expenses,66450000.0,71202000.0,71354000.0,68119000.0
Total Operating Income As Reported,110666000.0,92641000.0,89433000.0,72614000.0
Diluted Average Shares,68566156.0,67658203.0,64756926.0,53549506.0
Basic Average Shares,68566156.0,67658203.0,64756926.0,43123816.0
Diluted EPS,0.52,0.11,1.23,2.861747
Basic EPS,0.52,0.11,1.23,3.554904
Diluted NI Availto Com Stockholders,35908000.0,7764000.0,79336000.0,153164000.0
Net Income Common Stockholders,35908000.0,7764000.0,79336000.0,153164000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,35908000.0,7764000.0,79336000.0,153164000.0
Net Income Including Noncontrolling Interests,35908000.0,7764000.0,79336000.0,153164000.0
Net Income Continuous Operations,35908000.0,7764000.0,79336000.0,153164000.0
Tax Provision,31293000.0,-18215000.0,24149000.0,35200000.0
Pretax Income,67201000.0,-10451000.0,103485000.0,188364000.0
Special Income Charges,-9361000.0,-7500000.0,0.0,
Other Special Charges,8150000.0,,,
Write Off,1211000.0,0.0,,
Net Non Operating Interest Income Expense,-36557000.0,-33653000.0,-24054000.0,-14122000.0
Interest Expense Non Operating,38263000.0,35131000.0,24448000.0,14615000.0
Interest Income Non Operating,1706000.0,1478000.0,394000.0,493000.0
Operating Income,91278000.0,72143000.0,51081000.0,33836000.0
Operating Expense,17412000.0,16759000.0,30255000.0,38779000.0
Depreciation And Amortization In Income Statement,1348000.0,1616000.0,4779000.0,2459000.0
Depreciation Income Statement,1348000.0,1616000.0,4779000.0,2459000.0
Selling General And Administration,8631000.0,9675000.0,18965000.0,17765000.0
Selling And Marketing Expense,2265000.0,3248000.0,2080000.0,3175000.0
General And Administrative Expense,6366000.0,6427000.0,16885000.0,14590000.0
Gross Profit,108690000.0,88902000.0,81336000.0,72615000.0
Cost Of Revenue,49038000.0,54443000.0,41099000.0,29340000.0
Total Revenue,157728000.0,143345000.0,122435000.0,101955000.0
Operating Revenue,157728000.0,143345000.0,122435000.0,101955000.0
