,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-2628000.0,-1236000.0,13950000.0,3864000.0
Tax Rate For Calcs,0.219,0.206,0.225,0.138
Normalized EBITDA,403000000.0,286000000.0,459000000.0,586000000.0
Total Unusual Items,-12000000.0,-6000000.0,62000000.0,28000000.0
Total Unusual Items Excluding Goodwill,-12000000.0,-6000000.0,62000000.0,28000000.0
Net Income From Continuing Operation Net Minority Interest,170000000.0,106000000.0,254000000.0,414000000.0
Reconciled Depreciation,121000000.0,128000000.0,143000000.0,59000000.0
Reconciled Cost Of Revenue,3356000000.0,3205000000.0,2955000000.0,2548000000.0
EBITDA,391000000.0,280000000.0,521000000.0,614000000.0
EBIT,270000000.0,152000000.0,378000000.0,555000000.0
Net Interest Income,-33000000.0,-33000000.0,-17000000.0,-15000000.0
Interest Expense,35000000.0,40000000.0,19000000.0,16000000.0
Interest Income,4000000.0,10000000.0,3000000.0,1000000.0
Normalized Income,179372000.0,110764000.0,205950000.0,389864000.0
Net Income From Continuing And Discontinued Operation,170000000.0,106000000.0,254000000.0,414000000.0
Total Expenses,3959000000.0,3827000000.0,3593000000.0,3045000000.0
Rent Expense Supplemental,8000000.0,10000000.0,7000000.0,9000000.0
Total Operating Income As Reported,264000000.0,165000000.0,310000000.0,521000000.0
Diluted Average Shares,88831884.0,88831884.0,88831884.0,62403000.0
Basic Average Shares,88831884.0,88831884.0,88831884.0,62403000.0
Diluted EPS,1.92,1.19,2.86,6.63
Basic EPS,1.92,1.19,2.86,6.63
Diluted NI Availto Com Stockholders,170000000.0,106000000.0,254000000.0,414000000.0
Net Income Common Stockholders,170000000.0,106000000.0,254000000.0,414000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,170000000.0,106000000.0,254000000.0,414000000.0
Minority Interests,-14000000.0,-10000000.0,-24000000.0,-51000000.0
Net Income Including Noncontrolling Interests,184000000.0,116000000.0,278000000.0,465000000.0
Net Income Continuous Operations,183000000.0,116000000.0,278000000.0,465000000.0
Tax Provision,52000000.0,-4000000.0,81000000.0,74000000.0
Pretax Income,235000000.0,112000000.0,359000000.0,539000000.0
Special Income Charges,-16000000.0,0.0,70000000.0,0.0
Other Special Charges,-1000000.0,,-70000000.0,
Write Off,17000000.0,0.0,,
Net Non Operating Interest Income Expense,-33000000.0,-33000000.0,-17000000.0,-15000000.0
Total Other Finance Cost,2000000.0,3000000.0,1000000.0,
Interest Expense Non Operating,35000000.0,40000000.0,19000000.0,16000000.0
Interest Income Non Operating,4000000.0,10000000.0,3000000.0,1000000.0
Operating Income,252000000.0,154000000.0,232000000.0,286000000.0
Operating Expense,603000000.0,622000000.0,638000000.0,497000000.0
Other Operating Expenses,22000000.0,15000000.0,11000000.0,10000000.0
Depreciation And Amortization In Income Statement,121000000.0,128000000.0,143000000.0,59000000.0
Amortization,93000000.0,107000000.0,,
Depreciation Income Statement,28000000.0,21000000.0,143000000.0,59000000.0
Selling General And Administration,209000000.0,220000000.0,244000000.0,241000000.0
Selling And Marketing Expense,149000000.0,156000000.0,184000000.0,157000000.0
General And Administrative Expense,60000000.0,64000000.0,60000000.0,84000000.0
Rent And Landing Fees,8000000.0,10000000.0,7000000.0,9000000.0
Gross Profit,855000000.0,776000000.0,870000000.0,783000000.0
Cost Of Revenue,3356000000.0,3205000000.0,2955000000.0,2548000000.0
Total Revenue,4211000000.0,3981000000.0,3825000000.0,3331000000.0
Operating Revenue,4211000000.0,3981000000.0,3825000000.0,3331000000.0
