,2024-08-31,2023-08-31,2022-08-31,2021-08-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.00026,0.0,0.0,0.0
Normalized EBITDA,-12141000.0,-18176000.0,-13661000.0,-4914000.0
Net Income From Continuing Operation Net Minority Interest,-15405000.0,-19431000.0,-14667000.0,-5557000.0
Reconciled Depreciation,1738000.0,1255000.0,1006000.0,608000.0
Reconciled Cost Of Revenue,20796000.0,6318000.0,3952000.0,2369000.0
EBITDA,-12141000.0,-18176000.0,-13661000.0,-4914000.0
EBIT,-13879000.0,-19431000.0,-14667000.0,-5522000.0
Net Interest Income,-1331000.0,156000.0,0.0,65000.0
Interest Expense,1530000.0,0.0,0.0,35000.0
Interest Income,199000.0,156000.0,0.0,99000.0
Normalized Income,-15405000.0,-19431000.0,-14667000.0,-5557000.0
Net Income From Continuing And Discontinued Operation,-15405000.0,-19431000.0,-14667000.0,-5557000.0
Total Expenses,51300000.0,28387000.0,17894000.0,8450000.0
Total Operating Income As Reported,-14078000.0,-19587000.0,-14667000.0,-5621000.0
Diluted Average Shares,24258654.0,19521154.0,19521154.0,15675000.0
Basic Average Shares,24258654.0,19521154.0,19521154.0,15675000.0
Diluted EPS,-0.635031,-0.995382,-0.751339,-0.354514
Basic EPS,-0.635031,-0.995382,-0.751339,-0.354514
Diluted NI Availto Com Stockholders,-15405000.0,-19431000.0,-14667000.0,-5557000.0
Net Income Common Stockholders,-15405000.0,-19431000.0,-14667000.0,-5557000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-15405000.0,-19431000.0,-14667000.0,-5557000.0
Net Income Including Noncontrolling Interests,-15405000.0,-19431000.0,-14667000.0,-5557000.0
Net Income Continuous Operations,-15405000.0,-19431000.0,-14667000.0,-5557000.0
Tax Provision,-4000.0,0.0,0.0,
Pretax Income,-15409000.0,-19431000.0,-14667000.0,-5557000.0
Net Non Operating Interest Income Expense,-1331000.0,156000.0,0.0,65000.0
Interest Expense Non Operating,1530000.0,0.0,0.0,35000.0
Interest Income Non Operating,199000.0,156000.0,0.0,99000.0
Operating Income,-14471000.0,-18121000.0,-12378000.0,-5621000.0
Operating Expense,30504000.0,22069000.0,13942000.0,6081000.0
Other Operating Expenses,18970000.0,10851000.0,7719000.0,2839000.0
Depreciation And Amortization In Income Statement,1738000.0,1255000.0,1006000.0,608000.0
Amortization,1738000.0,1255000.0,1006000.0,608000.0
Depreciation Income Statement,0.0,0.0,0.0,0.0
Selling General And Administration,,,,2810000.0
General And Administrative Expense,,,,2810000.0
Gross Profit,16033000.0,3948000.0,1564000.0,460000.0
Cost Of Revenue,20796000.0,6318000.0,3952000.0,2369000.0
Total Revenue,36829000.0,10266000.0,5516000.0,2829000.0
Operating Revenue,36829000.0,10266000.0,5516000.0,2829000.0
