,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,5850000.0,5728000.0,1010752.688172,-3964285.714286,
Tax Rate For Calcs,0.225,0.179,0.252688,0.264286,
Normalized EBITDA,902000000.0,869000000.0,699000000.0,589000000.0,
Total Unusual Items,26000000.0,32000000.0,4000000.0,-15000000.0,
Total Unusual Items Excluding Goodwill,26000000.0,32000000.0,4000000.0,-15000000.0,
Net Income From Continuing Operation Net Minority Interest,275000000.0,269000000.0,132000000.0,104000000.0,
Reconciled Depreciation,424000000.0,424000000.0,433000000.0,377000000.0,
Reconciled Cost Of Revenue,7872000000.0,8205000000.0,7697000000.0,6146000000.0,
EBITDA,928000000.0,901000000.0,703000000.0,574000000.0,
EBIT,504000000.0,477000000.0,270000000.0,197000000.0,
Net Interest Income,-162000000.0,-144000000.0,-90000000.0,-63000000.0,
Interest Expense,150000000.0,144000000.0,84000000.0,57000000.0,
Interest Income,5000000.0,8000000.0,2000000.0,2000000.0,
Normalized Income,254850000.0,242728000.0,129010752.688172,115035714.285714,
Net Income From Continuing And Discontinued Operation,275000000.0,269000000.0,132000000.0,104000000.0,
Total Expenses,12533000000.0,12577000000.0,11840000000.0,9881000000.0,
Total Operating Income As Reported,509000000.0,457000000.0,290000000.0,222000000.0,
Diluted Average Shares,,65327164.0,65327164.0,65287762.0,65501968.0
Basic Average Shares,,65327164.0,65327164.0,65287762.0,65501968.0
Diluted EPS,,4.11,2.02,1.6,3.16
Basic EPS,,4.11,2.02,1.6,3.16
Diluted NI Availto Com Stockholders,275000000.0,269000000.0,132000000.0,104000000.0,
Net Income Common Stockholders,275000000.0,269000000.0,132000000.0,104000000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,275000000.0,269000000.0,132000000.0,104000000.0,
Minority Interests,0.0,-4000000.0,-6000000.0,1000000.0,
Net Income Including Noncontrolling Interests,275000000.0,273000000.0,138000000.0,103000000.0,
Net Income Continuous Operations,274000000.0,274000000.0,139000000.0,103000000.0,
Tax Provision,80000000.0,59000000.0,47000000.0,37000000.0,
Pretax Income,354000000.0,333000000.0,186000000.0,140000000.0,
Other Non Operating Income Expenses,2000000.0,,2000000.0,2000000.0,
Special Income Charges,15000000.0,19000000.0,8000000.0,1000000.0,
Other Special Charges,-15000000.0,-19000000.0,-8000000.0,-1000000.0,
Impairment Of Capital Assets,,,,,2000000.0
Net Non Operating Interest Income Expense,-162000000.0,-144000000.0,-90000000.0,-63000000.0,
Total Other Finance Cost,17000000.0,8000000.0,8000000.0,8000000.0,
Interest Expense Non Operating,150000000.0,144000000.0,84000000.0,57000000.0,
Interest Income Non Operating,5000000.0,8000000.0,2000000.0,2000000.0,
Operating Income,491000000.0,437000000.0,279000000.0,220000000.0,
Operating Expense,4661000000.0,4372000000.0,4143000000.0,3735000000.0,
Other Operating Expenses,1622000000.0,1535000000.0,1589000000.0,1332000000.0,
Depreciation And Amortization In Income Statement,424000000.0,424000000.0,433000000.0,377000000.0,
Amortization,63000000.0,58000000.0,62000000.0,56000000.0,
Depreciation Income Statement,361000000.0,366000000.0,371000000.0,321000000.0,
Gross Profit,5152000000.0,4809000000.0,4422000000.0,3955000000.0,
Cost Of Revenue,7872000000.0,8205000000.0,7697000000.0,6146000000.0,
Total Revenue,13024000000.0,13014000000.0,12119000000.0,10101000000.0,
Operating Revenue,13024000000.0,13014000000.0,12119000000.0,10101000000.0,
