,2024-12-31,2023-12-31,2022-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,-249.757811,0.0
Tax Rate For Calcs,0.206,0.0,0.049952,0.0
Normalized EBITDA,-255557000.0,-5371000.0,21747000.0,-3098424.0
Total Unusual Items,,0.0,-5000.0,0.0
Total Unusual Items Excluding Goodwill,,0.0,-5000.0,0.0
Net Income From Continuing Operation Net Minority Interest,-273636000.0,-12855000.0,-47073000.0,-3182853.0
Reconciled Depreciation,43000.0,18000.0,60995000.0,63660.0
Reconciled Cost Of Revenue,24586000.0,30496000.0,444349000.0,1326053.0
EBITDA,-255557000.0,-5371000.0,21742000.0,-3098424.0
EBIT,-255600000.0,-5389000.0,-39253000.0,-3162084.0
Net Interest Income,-5995000.0,-6377000.0,-10268000.0,-20769.0
Interest Expense,7103000.0,7466000.0,10295000.0,20769.0
Interest Income,1108000.0,1089000.0,27000.0,
Normalized Income,-273636000.0,-12855000.0,-47068249.757811,-3182853.0
Net Income From Continuing And Discontinued Operation,-273636000.0,-12855000.0,-47073000.0,-3182853.0
Total Expenses,35113000.0,35771000.0,518088000.0,3428503.0
Rent Expense Supplemental,,,,150884.0
Total Operating Income As Reported,-18136000.0,-19539000.0,-39275000.0,-3428503.0
Diluted Average Shares,59665377.0,58258346.0,57705145.0,854486.0
Basic Average Shares,59665377.0,58258346.0,57705145.0,854486.0
Diluted EPS,-4.5862,-1.3432,-0.8158,-4.0
Basic EPS,-4.5862,-1.3432,-0.8158,-4.0
Diluted NI Availto Com Stockholders,-273636000.0,-12855000.0,-47073000.0,-3182853.0
Net Income Common Stockholders,-273636000.0,-12855000.0,-47073000.0,-3182853.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-273636000.0,-12855000.0,-47073000.0,-3182853.0
Net Income Including Noncontrolling Interests,-273636000.0,-12855000.0,-47073000.0,-3182853.0
Net Income Continuous Operations,-273636000.0,-12855000.0,-47073000.0,-3182853.0
Tax Provision,10933000.0,0.0,-2475000.0,0.0
Pretax Income,-262703000.0,-12855000.0,-49548000.0,-3182853.0
Other Non Operating Income Expenses,,13061000.0,,
Net Non Operating Interest Income Expense,-5995000.0,-6377000.0,-10268000.0,-20769.0
Interest Expense Non Operating,7103000.0,7466000.0,10295000.0,20769.0
Interest Income Non Operating,1108000.0,1089000.0,27000.0,
Operating Income,-18136000.0,-19540000.0,-39275000.0,-3428503.0
Operating Expense,10527000.0,5275000.0,73739000.0,2102450.0
Other Operating Expenses,10787000.0,6128000.0,49489000.0,2038790.0
Depreciation And Amortization In Income Statement,43000.0,18000.0,60995000.0,63660.0
Depreciation Income Statement,43000.0,18000.0,60995000.0,63660.0
Selling General And Administration,,,,1443667.0
General And Administrative Expense,,,,1443667.0
Gross Profit,-7609000.0,-14265000.0,34464000.0,-1326053.0
Cost Of Revenue,24586000.0,30496000.0,444349000.0,1326053.0
Total Revenue,16977000.0,16231000.0,478813000.0,0.0
Operating Revenue,16977000.0,16231000.0,478813000.0,0.0
