,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-462000.0,741400.0,743400.0,1840000.0,
Tax Rate For Calcs,0.014,0.022,0.018,0.016,
Total Unusual Items,-33000000.0,33700000.0,41300000.0,115000000.0,
Total Unusual Items Excluding Goodwill,-33000000.0,33700000.0,41300000.0,115000000.0,
Net Income From Continuing Operation Net Minority Interest,2813600000.0,2578700000.0,1652500000.0,1984700000.0,
Reconciled Depreciation,202100000.0,179600000.0,172500000.0,162700000.0,
Net Interest Income,2679100000.0,2701000000.0,1280800000.0,727300000.0,
Interest Expense,815100000.0,609700000.0,381900000.0,217900000.0,
Interest Income,3494200000.0,3310700000.0,1662700000.0,945200000.0,
Normalized Income,2909838000.0,2545741400.0,1611943400.0,1871540000.0,
Net Income From Continuing And Discontinued Operation,2813600000.0,2578700000.0,1652500000.0,1984700000.0,
Diluted Average Shares,251591178.0,249880684.0,250581110.0,251146045.0,
Basic Average Shares,251591178.0,249880684.0,249687500.0,250000000.0,
Diluted EPS,10.84,9.83,6.33,7.75,
Basic EPS,10.84,9.83,6.35,7.79,
Diluted NI Availto Com Stockholders,2727300000.0,2457200000.0,1586700000.0,1947000000.0,
Net Income Common Stockholders,2727300000.0,2457200000.0,1586700000.0,1947000000.0,
Otherunder Preferred Stock Dividend,86300000.0,121500000.0,65800000.0,37700000.0,
Net Income,2813600000.0,2578700000.0,1652500000.0,1984700000.0,
Net Income Including Noncontrolling Interests,2813600000.0,2578700000.0,1652500000.0,1984700000.0,
Net Income Continuous Operations,2813600000.0,2578700000.0,1652500000.0,1984700000.0,
Tax Provision,668800000.0,581600000.0,381700000.0,466500000.0,
Pretax Income,3482300000.0,3164200000.0,2033800000.0,2450900000.0,
Special Income Charges,-33000000.0,33700000.0,41300000.0,115000000.0,
Other Special Charges,-30700000.0,-33700000.0,-41300000.0,-115000000.0,
Impairment Of Capital Assets,,,0.0,0.0,2384000.0
Gain On Sale Of Security,-9300000.0,-13000000.0,-8100000.0,26800000.0,
Operating Expense,1621100000.0,1372000000.0,1327000000.0,1151100000.0,
Other Operating Expenses,13400000.0,10600000.0,35600000.0,16000000.0,
Depreciation And Amortization In Income Statement,202100000.0,179600000.0,172500000.0,162700000.0,
Amortization,124000000.0,108900000.0,103200000.0,97800000.0,
Depreciation Income Statement,78100000.0,70700000.0,69300000.0,64900000.0,
Selling General And Administration,273100000.0,176700000.0,275900000.0,194800000.0,
Selling And Marketing Expense,101200000.0,45500000.0,50900000.0,52300000.0,
General And Administrative Expense,171900000.0,131200000.0,225000000.0,142500000.0,
Insurance And Claims,47500000.0,64500000.0,3200000.0,2500000.0,
Rent And Landing Fees,252200000.0,210500000.0,194400000.0,183900000.0,
Total Revenue,5165100000.0,4582100000.0,3362900000.0,3523300000.0,
Operating Revenue,5165100000.0,4582100000.0,3362900000.0,3523300000.0,
