,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,196809.635281,-117600.0,82341.98273,4718.169663,
Tax Rate For Calcs,0.002802,0.4,0.001346,0.005868,
Normalized EBITDA,80420000.0,37479000.0,137335000.0,68357000.0,
Total Unusual Items,70244000.0,-294000.0,61153000.0,804000.0,
Total Unusual Items Excluding Goodwill,70244000.0,-294000.0,61153000.0,804000.0,
Net Income From Continuing Operation Net Minority Interest,82216000.0,-26706000.0,114959000.0,13383000.0,
Reconciled Depreciation,40736000.0,26088000.0,46584000.0,26168000.0,
Reconciled Cost Of Revenue,25539000.0,26511000.0,24358000.0,26485000.0,
EBITDA,150664000.0,37185000.0,198488000.0,69161000.0,
EBIT,109928000.0,11097000.0,151904000.0,42993000.0,
Net Interest Income,-24105000.0,-30245000.0,-35642000.0,-29587000.0,
Interest Expense,27481000.0,37638000.0,36790000.0,29531000.0,
Interest Income,3376000.0,7393000.0,4735000.0,730000.0,
Normalized Income,12168809.635281,-26529600.0,53888341.98273,12583718.169663,
Net Income From Continuing And Discontinued Operation,82216000.0,-26706000.0,114959000.0,13383000.0,
Total Expenses,73084000.0,78888000.0,87062000.0,60078000.0,
Total Operating Income As Reported,36308000.0,3998000.0,89603000.0,42245000.0,
Diluted Average Shares,2988598758.0,2942842006.0,2698241183.0,2295666925.0,
Basic Average Shares,2832926845.0,2820794284.0,2581563233.0,2199166965.0,
Diluted EPS,0.03,-0.01,0.04,0.01,
Basic EPS,0.03,-0.01,0.05,0.01,
Diluted NI Availto Com Stockholders,82216000.0,-26706000.0,114959000.0,13383000.0,
Net Income Common Stockholders,82216000.0,-26706000.0,114959000.0,13383000.0,
Net Income,82216000.0,-26706000.0,114959000.0,13383000.0,
Net Income Including Noncontrolling Interests,82216000.0,-26706000.0,114959000.0,13383000.0,
Net Income Continuous Operations,82216000.0,-26706000.0,114959000.0,13383000.0,
Tax Provision,231000.0,165000.0,155000.0,79000.0,
Pretax Income,82447000.0,-26541000.0,115114000.0,13462000.0,
Other Income Expense,70244000.0,-294000.0,61153000.0,804000.0,
Special Income Charges,70226000.0,-43000.0,61219000.0,792000.0,
Other Special Charges,,,-1138000.0,-792000.0,
Write Off,,,,,3201000.0
Impairment Of Capital Assets,,,,0.0,116164000.0
Restructuring And Mergern Acquisition,-70226000.0,43000.0,-60081000.0,0.0,
Gain On Sale Of Security,18000.0,-251000.0,-66000.0,12000.0,
Net Non Operating Interest Income Expense,-24105000.0,-30245000.0,-35642000.0,-29587000.0,
Total Other Finance Cost,-3050000.0,43000.0,3587000.0,786000.0,
Interest Expense Non Operating,27481000.0,37638000.0,36790000.0,29531000.0,
Interest Income Non Operating,3376000.0,7393000.0,4735000.0,730000.0,
Operating Income,36308000.0,3998000.0,89603000.0,42245000.0,
Operating Expense,6968000.0,26525000.0,16338000.0,7644000.0,
Other Operating Expenses,,,,-2038000.0,3201000.0
Provision For Doubtful Accounts,-4709000.0,13938000.0,3873000.0,-2038000.0,
Depreciation Amortization Depletion Income Statement,159000.0,236000.0,218000.0,219000.0,
Depreciation And Amortization In Income Statement,159000.0,236000.0,218000.0,219000.0,
Selling General And Administration,11518000.0,12351000.0,12247000.0,9463000.0,
General And Administrative Expense,11518000.0,12351000.0,12247000.0,9463000.0,
Other Gand A,7828000.0,10287000.0,9909000.0,7836000.0,
Salaries And Wages,3690000.0,2064000.0,2338000.0,1627000.0,
Gross Profit,43276000.0,30523000.0,105941000.0,49889000.0,
Cost Of Revenue,66116000.0,52363000.0,70724000.0,52434000.0,
Total Revenue,109392000.0,82886000.0,176665000.0,102323000.0,
Operating Revenue,109392000.0,82886000.0,176665000.0,102323000.0,
