,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.195,0.184,0.207,0.189
Normalized EBITDA,7187000000.0,6847000000.0,10223000000.0,9107000000.0
Net Income From Continuing Operation Net Minority Interest,3639000000.0,3675000000.0,6748000000.0,5941000000.0
Reconciled Depreciation,2116000000.0,1950000000.0,1552000000.0,1475000000.0
Reconciled Cost Of Revenue,3136000000.0,2423000000.0,2835000000.0,3231000000.0
EBITDA,7187000000.0,6847000000.0,10223000000.0,9107000000.0
EBIT,5071000000.0,4897000000.0,8671000000.0,7632000000.0
Net Interest Income,-507000000.0,-416000000.0,-39000000.0,-107000000.0
Interest Expense,550000000.0,454000000.0,68000000.0,105000000.0
Interest Income,75000000.0,70000000.0,22000000.0,9000000.0
Normalized Income,3639000000.0,3675000000.0,6748000000.0,5941000000.0
Net Income From Continuing And Discontinued Operation,3639000000.0,3675000000.0,6748000000.0,5941000000.0
Total Expenses,15220000000.0,13433000000.0,12254000000.0,11348000000.0
Total Operating Income As Reported,5027000000.0,4857000000.0,8642000000.0,7634000000.0
Diluted Average Shares,702000000.0,702000000.0,702300000.0,702300000.0
Basic Average Shares,702000000.0,702000000.0,702300000.0,702300000.0
Diluted EPS,5.18,5.23,9.61,8.46
Basic EPS,5.18,5.23,9.61,8.46
Diluted NI Availto Com Stockholders,3639000000.0,3675000000.0,6748000000.0,5941000000.0
Net Income Common Stockholders,3639000000.0,3675000000.0,6748000000.0,5941000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,3639000000.0,3675000000.0,6748000000.0,5941000000.0
Minority Interests,0.0,50000000.0,-73000000.0,-160000000.0
Net Income Including Noncontrolling Interests,3639000000.0,3625000000.0,6821000000.0,6101000000.0
Net Income Continuous Operations,3639000000.0,3625000000.0,6821000000.0,6101000000.0
Tax Provision,882000000.0,818000000.0,1782000000.0,1426000000.0
Pretax Income,4521000000.0,4443000000.0,8603000000.0,7527000000.0
Other Non Operating Income Expenses,161000000.0,156000000.0,125000000.0,89000000.0
Net Non Operating Interest Income Expense,-507000000.0,-416000000.0,-39000000.0,-107000000.0
Total Other Finance Cost,32000000.0,32000000.0,-7000000.0,11000000.0
Interest Expense Non Operating,550000000.0,454000000.0,68000000.0,105000000.0
Interest Income Non Operating,75000000.0,70000000.0,22000000.0,9000000.0
Operating Income,5012000000.0,4648000000.0,8540000000.0,7474000000.0
Operating Expense,12084000000.0,11010000000.0,9419000000.0,8117000000.0
Other Operating Expenses,10421000000.0,9563000000.0,8278000000.0,6599000000.0
Depreciation And Amortization In Income Statement,2116000000.0,1950000000.0,1552000000.0,1475000000.0
Depreciation Income Statement,2116000000.0,1950000000.0,1552000000.0,1475000000.0
Gross Profit,17096000000.0,15658000000.0,17959000000.0,15591000000.0
Cost Of Revenue,3136000000.0,2423000000.0,2835000000.0,3231000000.0
Total Revenue,20232000000.0,18081000000.0,20794000000.0,18822000000.0
Operating Revenue,20232000000.0,18081000000.0,20794000000.0,18822000000.0
