,2024-08-31,2023-08-31,2022-08-31,2021-08-31,2020-08-31
Tax Effect Of Unusual Items,-19459526.15193,830844.0,9144192.0,1449370.557831,
Tax Rate For Calcs,0.176824,0.108,0.192,0.236555,
Normalized EBITDA,538663000.0,-72651000.0,877785000.0,208376000.0,
Total Unusual Items,-110050000.0,7693000.0,47626000.0,6127000.0,
Total Unusual Items Excluding Goodwill,-110050000.0,7693000.0,47626000.0,6127000.0,
Net Income From Continuing Operation Net Minority Interest,132202000.0,-282610000.0,627033000.0,363061000.0,
Reconciled Depreciation,,10752000.0,8134000.0,6076000.0,7542000.0
Reconciled Cost Of Revenue,194351000.0,197002000.0,173712000.0,91074000.0,
EBITDA,428613000.0,-64958000.0,925411000.0,214503000.0,
EBIT,428613000.0,-75710000.0,917277000.0,208427000.0,
Net Interest Income,-235728000.0,-241004000.0,-141668000.0,-117148000.0,
Interest Expense,,241004000.0,141668000.0,120411000.0,76255000.0
Interest Income,,,,3309000.0,4372000.0
Normalized Income,222792473.84807,-289472156.0,588551192.0,358383370.557831,
Net Income From Continuing And Discontinued Operation,132202000.0,-282610000.0,627033000.0,363061000.0,
Total Expenses,247127000.0,237132000.0,216906000.0,119006000.0,
Total Operating Income As Reported,,414910000.0,,208381000.0,154622000.0
Diluted Average Shares,90877458.0,64334588.0,53705054.0,35897982.0,
Basic Average Shares,90877458.0,64334588.0,53705054.0,35897982.0,
Diluted EPS,1.45,-4.39,11.68,10.113688,
Basic EPS,1.45,-4.39,11.68,10.113688,
Diluted NI Availto Com Stockholders,132202000.0,-282610000.0,627033000.0,363061000.0,
Net Income Common Stockholders,132202000.0,-282610000.0,627033000.0,363061000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,132202000.0,-282610000.0,627033000.0,363061000.0,
Minority Interests,,,,0.0,0.0
Net Income Including Noncontrolling Interests,132202000.0,-282610000.0,627033000.0,363061000.0,
Net Income Continuous Operations,132202000.0,-282610000.0,627033000.0,363061000.0,
Tax Provision,28398000.0,-34104000.0,148576000.0,112495000.0,
Pretax Income,160600000.0,-316714000.0,775609000.0,475556000.0,
Net Non Operating Interest Income Expense,-235728000.0,-241004000.0,-141668000.0,-117148000.0,
Total Other Finance Cost,,,141668000.0,117148000.0,
Interest Expense Non Operating,,241004000.0,141668000.0,120411000.0,76255000.0
Interest Income Non Operating,,,,3309000.0,4372000.0
Operating Income,428613000.0,374780000.0,311176000.0,208427000.0,
Operating Expense,52776000.0,40130000.0,43194000.0,27932000.0,
Other Operating Expenses,,13000.0,81000.0,85000.0,327000.0
Depreciation And Amortization In Income Statement,,1855000.0,1761000.0,1068000.0,855000.0
Depreciation Income Statement,,1855000.0,1761000.0,1068000.0,855000.0
Selling General And Administration,52776000.0,14262000.0,20648000.0,11104000.0,
General And Administrative Expense,52776000.0,14262000.0,20648000.0,11104000.0,
Gross Profit,481389000.0,414910000.0,354370000.0,236359000.0,
Cost Of Revenue,194351000.0,197002000.0,173712000.0,91074000.0,
Total Revenue,675740000.0,611912000.0,528081000.0,327433000.0,
Operating Revenue,675740000.0,611912000.0,528081000.0,327433000.0,
