,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.342294,0.262231,0.281,0.228
Normalized EBITDA,125900000.0,120400000.0,83658000.0,77016000.0
Net Income From Continuing Operation Net Minority Interest,36900000.0,37900000.0,37072000.0,47204000.0
Reconciled Depreciation,44500000.0,38800000.0,22228000.0,11587000.0
Reconciled Cost Of Revenue,1198000000.0,1188600000.0,826778000.0,529196000.0
EBITDA,125900000.0,120400000.0,83658000.0,77016000.0
EBIT,81400000.0,81600000.0,61430000.0,65429000.0
Net Interest Income,-28500000.0,-34300000.0,-11629000.0,-4813000.0
Interest Expense,25600000.0,30500000.0,9837000.0,4339000.0
Interest Income,600000.0,1200000.0,477000.0,70000.0
Normalized Income,36900000.0,37900000.0,37072000.0,47204000.0
Net Income From Continuing And Discontinued Operation,36900000.0,37900000.0,37072000.0,47204000.0
Total Expenses,1530200000.0,1484100000.0,1048123000.0,670609000.0
Total Operating Income As Reported,73600000.0,88800000.0,62257000.0,65857000.0
Diluted Average Shares,23868959.0,21542373.0,18359285.0,18359285.0
Basic Average Shares,23868959.0,21542373.0,18341026.0,17945952.0
Diluted EPS,1.54,1.76,1.82,2.56
Basic EPS,1.54,1.76,1.86,2.62
Diluted NI Availto Com Stockholders,36900000.0,37900000.0,37072000.0,47204000.0
Net Income Common Stockholders,36900000.0,37900000.0,37072000.0,47204000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,36900000.0,37900000.0,37072000.0,47204000.0
Minority Interests,0.0,0.0,0.0,85000.0
Net Income Including Noncontrolling Interests,36900000.0,37900000.0,37072000.0,47119000.0
Net Income Continuous Operations,36700000.0,37700000.0,37073000.0,47120000.0
Tax Provision,19100000.0,13400000.0,14520000.0,13970000.0
Pretax Income,55800000.0,51100000.0,51593000.0,61090000.0
Net Non Operating Interest Income Expense,-28500000.0,-34300000.0,-11629000.0,-4813000.0
Total Other Finance Cost,3500000.0,5000000.0,2269000.0,544000.0
Interest Expense Non Operating,25600000.0,30500000.0,9837000.0,4339000.0
Interest Income Non Operating,600000.0,1200000.0,477000.0,70000.0
Operating Income,73600000.0,88700000.0,62258000.0,65857000.0
Operating Expense,332200000.0,295500000.0,221345000.0,141413000.0
Other Operating Expenses,288500000.0,260700000.0,,
Depreciation And Amortization In Income Statement,44500000.0,38800000.0,22228000.0,11587000.0
Amortization,20700000.0,17900000.0,,
Depreciation Income Statement,44500000.0,38800000.0,22228000.0,11587000.0
Selling General And Administration,108600000.0,95800000.0,79712000.0,48137000.0
General And Administrative Expense,108600000.0,95800000.0,79712000.0,48137000.0
Gross Profit,405800000.0,384200000.0,283603000.0,207270000.0
Cost Of Revenue,1198000000.0,1188600000.0,826778000.0,529196000.0
Total Revenue,1603800000.0,1572800000.0,1110381000.0,736466000.0
Operating Revenue,1603800000.0,1572800000.0,1110381000.0,736466000.0
