,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,40805028.0,39573644.0,39573644.0,31886974.0,
Share Issued,40805028.0,39573644.0,39573644.0,31886974.0,
Total Debt,14810000.0,7427000.0,4770000.0,4587000.0,
Tangible Book Value,161861000.0,134597000.0,141438000.0,89021000.0,
Invested Capital,176671000.0,142024000.0,146208000.0,93608000.0,
Working Capital,2753000.0,35390000.0,62588000.0,13930000.0,
Net Tangible Assets,161861000.0,134597000.0,141438000.0,89021000.0,
Common Stock Equity,161861000.0,134597000.0,141438000.0,89021000.0,
Total Capitalization,164671000.0,137063000.0,146208000.0,93608000.0,
Total Equity Gross Minority Interest,161861000.0,134597000.0,141438000.0,89021000.0,
Stockholders Equity,161861000.0,134597000.0,141438000.0,89021000.0,
Other Equity Interest,,,,,308000.0
Retained Earnings,-80509000.0,-102844000.0,-95567000.0,-87978000.0,
Additional Paid In Capital,211766000.0,207761000.0,207325000.0,155244000.0,
Capital Stock,30604000.0,29680000.0,29680000.0,21755000.0,
Common Stock,30604000.0,29680000.0,29680000.0,21755000.0,
Total Liabilities Net Minority Interest,57386000.0,17490000.0,9206000.0,5929000.0,
Total Non Current Liabilities Net Minority Interest,7185000.0,6841000.0,4770000.0,4587000.0,
Other Non Current Liabilities,246000.0,,,,
Long Term Debt And Capital Lease Obligation,2810000.0,2466000.0,4770000.0,4587000.0,
Long Term Debt,2810000.0,2466000.0,4770000.0,4587000.0,
Long Term Provisions,4375000.0,4375000.0,,,225000.0
Current Liabilities,50201000.0,10649000.0,4436000.0,1342000.0,
Other Current Liabilities,1754000.0,497000.0,606000.0,159000.0,
Current Debt And Capital Lease Obligation,12000000.0,4961000.0,0.0,,
Current Debt,12000000.0,4961000.0,0.0,,
Payables,22919000.0,4608000.0,2853000.0,306000.0,
Other Payable,223000.0,,,,
Accounts Payable,22696000.0,4608000.0,2853000.0,306000.0,
Total Assets,219247000.0,152087000.0,150644000.0,94950000.0,
Total Non Current Assets,166293000.0,106048000.0,83620000.0,79678000.0,
Non Current Prepaid Assets,6051000.0,5378000.0,1576000.0,1576000.0,
Non Current Deferred Taxes Assets,29048000.0,0.0,,,
Investmentin Financial Assets,6051000.0,,,,
Goodwill And Other Intangible Assets,33193000.0,,,,0.0
Goodwill,,,,,0.0
Net PPE,131194000.0,100670000.0,82044000.0,78102000.0,
Accumulated Depreciation,-11941000.0,-2800000.0,-2660000.0,-2660000.0,
Gross PPE,143135000.0,103470000.0,84704000.0,80762000.0,
Machinery Furniture Equipment,404000.0,140000.0,,,140000.0
Properties,142731000.0,103330000.0,84704000.0,80762000.0,
Current Assets,52954000.0,46039000.0,67024000.0,15272000.0,
Other Current Assets,,,,,2645000.0
Current Deferred Assets,,374000.0,467000.0,,146000.0
Prepaid Assets,1103000.0,148000.0,119000.0,167000.0,
Inventory,4624000.0,0.0,,,
Other Receivables,29609000.0,1336000.0,197000.0,786000.0,
Accounts Receivable,30712000.0,,,,
Cash Cash Equivalents And Short Term Investments,17618000.0,44555000.0,66241000.0,14319000.0,
Cash And Cash Equivalents,17618000.0,44555000.0,66241000.0,14319000.0,
Cash Financial,17618000.0,44555000.0,66241000.0,14319000.0,
