,2024-12-31,2023-12-31,2021-08-31,2020-08-31
Treasury Shares Number,,0.0,,
Ordinary Shares Number,51335140.0,51335140.0,51335140.0,30385140.0
Share Issued,51335140.0,51335140.0,51335140.0,30385140.0
Net Debt,2460700000.0,2556600000.0,1199900000.0,929400000.0
Total Debt,2702400000.0,2787100000.0,1482200000.0,1095400000.0
Tangible Book Value,2252700000.0,2142000000.0,2252800000.0,1193300000.0
Invested Capital,4952400000.0,4925900000.0,3730800000.0,2284100000.0
Working Capital,-797800000.0,-361000000.0,149800000.0,-543900000.0
Net Tangible Assets,2252700000.0,2142000000.0,2252800000.0,1193300000.0
Capital Lease Obligations,2700000.0,3200000.0,4200000.0,4600000.0
Common Stock Equity,2252700000.0,2142000000.0,2252800000.0,1193300000.0
Total Capitalization,3877900000.0,4314500000.0,3596400000.0,1602800000.0
Total Equity Gross Minority Interest,2282400000.0,2142000000.0,2252800000.0,1193300000.0
Minority Interest,29700000.0,0.0,,
Stockholders Equity,2252700000.0,2142000000.0,2252800000.0,1193300000.0
Retained Earnings,601800000.0,491100000.0,602600000.0,305300000.0
Additional Paid In Capital,1599600000.0,1599600000.0,1598900000.0,857000000.0
Capital Stock,51300000.0,51300000.0,51300000.0,31000000.0
Common Stock,51300000.0,51300000.0,51300000.0,31000000.0
Total Liabilities Net Minority Interest,2985700000.0,3120600000.0,1721400000.0,1249400000.0
Total Non Current Liabilities Net Minority Interest,1840500000.0,2374400000.0,1533300000.0,529300000.0
Other Non Current Liabilities,300000.0,300000.0,300000.0,500000.0
Derivative Product Liabilities,,,14800000.0,20300000.0
Non Current Deferred Taxes Liabilities,212300000.0,178900000.0,170400000.0,94400000.0
Long Term Debt And Capital Lease Obligation,1627900000.0,2175700000.0,1347800000.0,414100000.0
Long Term Capital Lease Obligation,2700000.0,3200000.0,4200000.0,4600000.0
Long Term Debt,1625200000.0,2172500000.0,1343600000.0,409500000.0
Long Term Provisions,,19500000.0,,
Current Liabilities,1145200000.0,746200000.0,188100000.0,720100000.0
Other Current Liabilities,6300000.0,16300000.0,6800000.0,2300000.0
Current Debt And Capital Lease Obligation,1074500000.0,611400000.0,134400000.0,681300000.0
Current Debt,1074500000.0,611400000.0,134400000.0,681300000.0
Payables,25500000.0,25200000.0,7200000.0,20200000.0
Other Payable,4900000.0,4200000.0,,
Total Tax Payable,5500000.0,6600000.0,,1400000.0
Accounts Payable,15100000.0,14400000.0,7200000.0,18800000.0
Total Assets,5268100000.0,5262600000.0,3974200000.0,2442700000.0
Total Non Current Assets,4920700000.0,4877400000.0,3636300000.0,2266500000.0
Financial Assets,13300000.0,27900000.0,0.0,
Investment Properties,4891800000.0,4813100000.0,3631400000.0,2261200000.0
Net PPE,14900000.0,5500000.0,4200000.0,4600000.0
Accumulated Depreciation,-3600000.0,-2800000.0,,
Gross PPE,18500000.0,8300000.0,4200000.0,4600000.0
Other Properties,12400000.0,3200000.0,4200000.0,4600000.0
Machinery Furniture Equipment,6100000.0,5100000.0,,
Current Assets,347400000.0,385200000.0,337900000.0,176200000.0
Prepaid Assets,5100000.0,14900000.0,34700000.0,10300000.0
Inventory,96400000.0,0.0,,
Finished Goods,96400000.0,0.0,,
Other Receivables,4800000.0,74800000.0,7100000.0,1100000.0
Taxes Receivable,,0.0,4800000.0,1200000.0
Accounts Receivable,2100000.0,58200000.0,13200000.0,2200000.0
Cash Cash Equivalents And Short Term Investments,239000000.0,237300000.0,278100000.0,161400000.0
Other Short Term Investments,,10000000.0,,
Cash And Cash Equivalents,239000000.0,227300000.0,278100000.0,161400000.0
Cash Financial,239000000.0,227300000.0,,
