,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Treasury Shares Number,1194288.0,,,
Ordinary Shares Number,104070966.0,104070966.0,104070966.0,104070966.0
Share Issued,105265254.0,104070966.0,104070966.0,104070966.0
Net Debt,52300000.0,47800000.0,93600000.0,
Total Debt,242000000.0,261700000.0,332700000.0,144900000.0
Tangible Book Value,565100000.0,347500000.0,265900000.0,334000000.0
Invested Capital,694800000.0,470600000.0,439300000.0,341100000.0
Working Capital,140600000.0,24800000.0,4900000.0,151900000.0
Net Tangible Assets,565100000.0,347500000.0,265900000.0,334000000.0
Capital Lease Obligations,162400000.0,194800000.0,220900000.0,144900000.0
Common Stock Equity,615200000.0,403700000.0,327500000.0,341100000.0
Total Capitalization,615200000.0,403700000.0,327500000.0,341100000.0
Total Equity Gross Minority Interest,636000000.0,425000000.0,355000000.0,341100000.0
Minority Interest,20800000.0,21300000.0,27500000.0,0.0
Stockholders Equity,615200000.0,403700000.0,327500000.0,341100000.0
Other Equity Interest,,-18000.0,,
Retained Earnings,602200000.0,388700000.0,312300000.0,325900000.0
Additional Paid In Capital,14700000.0,15100000.0,15100000.0,15100000.0
Capital Stock,500000.0,118000.0,100000.0,100000.0
Common Stock,500000.0,118000.0,100000.0,100000.0
Total Liabilities Net Minority Interest,991700000.0,911300000.0,897500000.0,687700000.0
Total Non Current Liabilities Net Minority Interest,110900000.0,154600000.0,181100000.0,126000000.0
Other Non Current Liabilities,,-100000.0,,100000.0
Non Current Deferred Taxes Liabilities,200000.0,4600000.0,2100000.0,2300000.0
Long Term Debt And Capital Lease Obligation,110700000.0,150100000.0,179000000.0,123600000.0
Long Term Capital Lease Obligation,110700000.0,150100000.0,179000000.0,123600000.0
Current Liabilities,880800000.0,756700000.0,716400000.0,561700000.0
Other Current Liabilities,3700000.0,4800000.0,20700000.0,15900000.0
Current Debt And Capital Lease Obligation,131300000.0,111600000.0,153700000.0,21300000.0
Current Capital Lease Obligation,51700000.0,44700000.0,41900000.0,21300000.0
Current Debt,79600000.0,66900000.0,111800000.0,0.0
Pensionand Other Post Retirement Benefit Plans Current,85500000.0,73700000.0,,
Payables,587800000.0,546100000.0,468200000.0,454600000.0
Other Payable,,,,4400000.0
Total Tax Payable,28400000.0,0.0,4400000.0,12800000.0
Accounts Payable,559400000.0,546100000.0,463800000.0,437400000.0
Total Assets,1627700000.0,1336300000.0,1252500000.0,1028800000.0
Total Non Current Assets,606300000.0,554800000.0,531200000.0,315200000.0
Other Non Current Assets,,100000.0,,
Non Current Deferred Taxes Assets,1600000.0,0.0,,
Financial Assets,0.0,100000.0,,
Investmentin Financial Assets,7700000.0,7700000.0,7200000.0,19000000.0
Available For Sale Securities,,100000.0,200000.0,19000000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,7700000.0,7700000.0,7000000.0,0.0
Goodwill And Other Intangible Assets,50100000.0,56200000.0,61600000.0,7100000.0
Other Intangible Assets,18100000.0,23700000.0,4100000.0,1600000.0
Goodwill,32000000.0,32500000.0,57500000.0,5500000.0
Net PPE,546900000.0,490700000.0,462400000.0,289100000.0
Accumulated Depreciation,-218500000.0,-144800000.0,-85600000.0,-53600000.0
Gross PPE,765400000.0,635500000.0,548000000.0,342700000.0
Construction In Progress,198300000.0,69300000.0,,
Other Properties,408100000.0,374600000.0,336800000.0,201800000.0
Buildings And Improvements,159000000.0,191600000.0,211200000.0,140900000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,1021400000.0,781500000.0,721300000.0,713600000.0
Other Current Assets,,-100000.0,,
Hedging Assets Current,0.0,100000.0,0.0,
Prepaid Assets,19200000.0,10800000.0,8500000.0,7700000.0
Inventory,562300000.0,410100000.0,390000000.0,339600000.0
Finished Goods,562300000.0,410100000.0,390000000.0,339600000.0
Other Receivables,30400000.0,22600000.0,35100000.0,24000000.0
Taxes Receivable,23400000.0,29400000.0,23500000.0,29000000.0
Accounts Receivable,358800000.0,289400000.0,246000000.0,231600000.0
Allowance For Doubtful Accounts Receivable,-100000.0,0.0,0.0,0.0
Gross Accounts Receivable,358900000.0,289400000.0,246000000.0,231600000.0
Cash Cash Equivalents And Short Term Investments,27300000.0,19100000.0,18200000.0,81700000.0
Cash And Cash Equivalents,27300000.0,19100000.0,18200000.0,81700000.0
Cash Financial,27300000.0,19100000.0,18200000.0,81700000.0
