,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,4646861.0,4825197.0,5890581.0,5921329.0,
Ordinary Shares Number,571696917.0,571518581.0,570453197.0,570422449.0,
Share Issued,576343778.0,576343778.0,576343778.0,576343778.0,
Net Debt,10549000000.0,13060000000.0,14299000000.0,6006000000.0,
Total Debt,14521000000.0,16671000000.0,18984000000.0,10063000000.0,
Tangible Book Value,5186000000.0,5451000000.0,5407000000.0,4648000000.0,
Invested Capital,37138000000.0,38357000000.0,40629000000.0,29847000000.0,
Working Capital,9429000000.0,8335000000.0,8234000000.0,3293000000.0,
Net Tangible Assets,5186000000.0,5451000000.0,5407000000.0,4648000000.0,
Capital Lease Obligations,2002000000.0,2084000000.0,2357000000.0,1849000000.0,
Common Stock Equity,24619000000.0,23770000000.0,24002000000.0,21633000000.0,
Total Capitalization,34935000000.0,32326000000.0,32929000000.0,25405000000.0,
Total Equity Gross Minority Interest,24622000000.0,23772000000.0,24012000000.0,21647000000.0,
Minority Interest,3000000.0,2000000.0,10000000.0,14000000.0,
Stockholders Equity,24619000000.0,23770000000.0,24002000000.0,21633000000.0,
Other Equity Interest,,,,1000000.0,
Retained Earnings,17979000000.0,18161000000.0,18196000000.0,17549000000.0,
Additional Paid In Capital,2605000000.0,2605000000.0,2605000000.0,2605000000.0,
Capital Stock,1153000000.0,1153000000.0,1153000000.0,1153000000.0,
Common Stock,1153000000.0,1153000000.0,1153000000.0,1153000000.0,
Total Liabilities Net Minority Interest,32181000000.0,33838000000.0,37624000000.0,29273000000.0,
Total Non Current Liabilities Net Minority Interest,16749000000.0,15155000000.0,15071000000.0,10217000000.0,
Other Non Current Liabilities,,,-1000000.0,1000000.0,-2000000.0
Derivative Product Liabilities,34000000.0,0.0,0.0,19000000.0,
Non Current Pension And Other Postretirement Benefit Plans,2056000000.0,2209000000.0,1681000000.0,2192000000.0,
Non Current Deferred Taxes Liabilities,2349000000.0,2334000000.0,2056000000.0,2237000000.0,
Long Term Debt And Capital Lease Obligation,11631000000.0,9992000000.0,10635000000.0,5134000000.0,
Long Term Capital Lease Obligation,1315000000.0,1436000000.0,1708000000.0,1362000000.0,
Long Term Debt,10316000000.0,8556000000.0,8927000000.0,3772000000.0,
Long Term Provisions,679000000.0,620000000.0,700000000.0,634000000.0,
Current Liabilities,15432000000.0,18683000000.0,22553000000.0,19056000000.0,
Other Current Liabilities,353000000.0,294000000.0,390000000.0,307000000.0,
Current Debt And Capital Lease Obligation,2890000000.0,6679000000.0,8349000000.0,4929000000.0,
Current Capital Lease Obligation,687000000.0,648000000.0,649000000.0,487000000.0,
Current Debt,2203000000.0,6031000000.0,7700000000.0,4442000000.0,
Pensionand Other Post Retirement Benefit Plans Current,1249000000.0,1221000000.0,1119000000.0,1452000000.0,
Current Provisions,1224000000.0,1415000000.0,1416000000.0,878000000.0,
Payables,6608000000.0,6388000000.0,8041000000.0,8832000000.0,
Total Tax Payable,712000000.0,901000000.0,930000000.0,1842000000.0,
Accounts Payable,5896000000.0,5487000000.0,7111000000.0,6990000000.0,
Total Assets,56803000000.0,57610000000.0,61636000000.0,50920000000.0,
Total Non Current Assets,31942000000.0,30592000000.0,30849000000.0,28571000000.0,
Other Non Current Assets,-2000000.0,-3000000.0,-2000000.0,1000000.0,
Defined Pension Benefit,222000000.0,215000000.0,250000000.0,415000000.0,
Non Current Deferred Taxes Assets,2418000000.0,2143000000.0,1834000000.0,1534000000.0,
Financial Assets,23000000.0,0.0,53000000.0,5000000.0,
Investmentin Financial Assets,571000000.0,604000000.0,605000000.0,396000000.0,
Available For Sale Securities,571000000.0,604000000.0,605000000.0,396000000.0,
Long Term Equity Investment,34000000.0,14000000.0,16000000.0,36000000.0,
Investmentsin Associatesat Cost,34000000.0,14000000.0,16000000.0,36000000.0,
Goodwill And Other Intangible Assets,19433000000.0,18319000000.0,18595000000.0,16985000000.0,
Other Intangible Assets,8912000000.0,8399000000.0,8408000000.0,7680000000.0,
Goodwill,10521000000.0,9920000000.0,10187000000.0,9305000000.0,
Net PPE,9196000000.0,9276000000.0,9440000000.0,9123000000.0,
Accumulated Depreciation,-14285000000.0,-16692000000.0,-16422000000.0,-13772000000.0,
Gross PPE,23481000000.0,25968000000.0,25862000000.0,22895000000.0,
Construction In Progress,1098000000.0,1147000000.0,1116000000.0,1139000000.0,
Other Properties,2715000000.0,2356000000.0,2269000000.0,1957000000.0,
Machinery Furniture Equipment,13865000000.0,15478000000.0,15406000000.0,13606000000.0,
Buildings And Improvements,5289000000.0,6305000000.0,6520000000.0,5687000000.0,
Land And Improvements,514000000.0,682000000.0,551000000.0,506000000.0,
