,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,56000000.0,56000000.0,56000000.0,56000000.0
Share Issued,56000000.0,56000000.0,56000000.0,56000000.0
Net Debt,487583000.0,478639000.0,410998000.0,434308000.0
Total Debt,807663000.0,731271000.0,630120000.0,643280000.0
Tangible Book Value,507442000.0,460460000.0,410366000.0,363172000.0
Invested Capital,1125541000.0,988392000.0,880220000.0,839936000.0
Working Capital,146295000.0,-95496000.0,-174674000.0,-192717000.0
Net Tangible Assets,507442000.0,460460000.0,410366000.0,363172000.0
Capital Lease Obligations,269260000.0,238134000.0,186275000.0,188861000.0
Common Stock Equity,587138000.0,495255000.0,436375000.0,385517000.0
Total Capitalization,862208000.0,593568000.0,470575000.0,424605000.0
Total Equity Gross Minority Interest,600791000.0,511635000.0,447588000.0,388571000.0
Minority Interest,13653000.0,16380000.0,11213000.0,3054000.0
Stockholders Equity,587138000.0,495255000.0,436375000.0,385517000.0
Other Equity Interest,83127000.0,83127000.0,28817000.0,7517000.0
Retained Earnings,463528000.0,368772000.0,365517000.0,358400000.0
Capital Stock,19600000.0,19600000.0,19600000.0,19600000.0
Common Stock,19600000.0,19600000.0,19600000.0,19600000.0
Total Liabilities Net Minority Interest,1642565000.0,1358251000.0,1102142000.0,1062465000.0
Total Non Current Liabilities Net Minority Interest,671927000.0,405686000.0,280112000.0,279266000.0
Other Non Current Liabilities,83839000.0,22783000.0,31837000.0,22841000.0
Non Current Deferred Taxes Liabilities,34536000.0,31376000.0,47620000.0,38224000.0
Long Term Debt And Capital Lease Obligation,495864000.0,294337000.0,198881000.0,215314000.0
Long Term Capital Lease Obligation,220794000.0,196024000.0,164681000.0,176226000.0
Long Term Debt,275070000.0,98313000.0,34200000.0,39088000.0
Long Term Provisions,57688000.0,57190000.0,1774000.0,2887000.0
Current Liabilities,970638000.0,952565000.0,822030000.0,783199000.0
Other Current Liabilities,37162000.0,40053000.0,94378000.0,61664000.0
Current Debt And Capital Lease Obligation,311799000.0,436934000.0,431239000.0,427966000.0
Current Capital Lease Obligation,48466000.0,42110000.0,21594000.0,12635000.0
Current Debt,263333000.0,394824000.0,409645000.0,415331000.0
Payables,446872000.0,373623000.0,247095000.0,247421000.0
Total Tax Payable,82684000.0,127631000.0,13953000.0,5338000.0
Accounts Payable,364188000.0,245992000.0,233142000.0,242083000.0
Total Assets,2243356000.0,1869886000.0,1549730000.0,1451036000.0
Total Non Current Assets,1126423000.0,1012817000.0,892674000.0,860554000.0
Other Non Current Assets,,,1000.0,
Non Current Deferred Taxes Assets,5429000.0,4482000.0,3482000.0,924000.0
Investmentin Financial Assets,1983000.0,1825000.0,1209000.0,912000.0
Available For Sale Securities,1983000.0,1825000.0,1209000.0,912000.0
Goodwill And Other Intangible Assets,79696000.0,34795000.0,26009000.0,22345000.0
Other Intangible Assets,10002000.0,7096000.0,6600000.0,4471000.0
Goodwill,69694000.0,27699000.0,19409000.0,17874000.0
Net PPE,1039315000.0,971715000.0,861973000.0,836373000.0
Accumulated Depreciation,-911038000.0,-880266000.0,-633218000.0,-552497000.0
Gross PPE,1950353000.0,1851981000.0,1495191000.0,1388870000.0
Construction In Progress,25671000.0,33078000.0,30784000.0,52612000.0
Other Properties,1039315000.0,217318000.0,170792000.0,181687000.0
Machinery Furniture Equipment,1318087000.0,1250224000.0,1010101000.0,884695000.0
Buildings And Improvements,606595000.0,568679000.0,454306000.0,451563000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,1116933000.0,857069000.0,647356000.0,590482000.0
Prepaid Assets,53341000.0,68942000.0,50654000.0,31349000.0
Inventory,367879000.0,253431000.0,258302000.0,214187000.0
Finished Goods,121127000.0,79262000.0,86829000.0,68062000.0
Work In Process,1528000.0,6487000.0,6299000.0,4104000.0
Raw Materials,245224000.0,167682000.0,165174000.0,142021000.0
Other Receivables,136559000.0,190235000.0,29070000.0,96863000.0
Taxes Receivable,33292000.0,24840000.0,16160000.0,4233000.0
Accounts Receivable,475042000.0,305123000.0,260323000.0,223739000.0
Allowance For Doubtful Accounts Receivable,0.0,0.0,0.0,0.0
Gross Accounts Receivable,475041000.0,305123000.0,260323000.0,223739000.0
Cash Cash Equivalents And Short Term Investments,50820000.0,14498000.0,32847000.0,20111000.0
Cash And Cash Equivalents,50820000.0,14498000.0,32847000.0,20111000.0
Cash Financial,50820000.0,14498000.0,32847000.0,20111000.0
