,2024-04-30,2023-04-30,2022-04-30,2021-04-30
Ordinary Shares Number,6586161.0,6539161.0,5801710.0,4834760.0
Share Issued,6586161.0,6539161.0,5801710.0,4834760.0
Net Debt,,,,6402000.0
Total Debt,0.0,6506000.0,20670000.0,13217000.0
Tangible Book Value,168231000.0,203643000.0,27285000.0,6908000.0
Invested Capital,180147000.0,234070000.0,70804000.0,41708000.0
Working Capital,126454000.0,104150000.0,38302000.0,18012000.0
Net Tangible Assets,168231000.0,203643000.0,27285000.0,6908000.0
Common Stock Equity,180147000.0,227564000.0,50134000.0,28491000.0
Total Capitalization,180147000.0,228464000.0,56744000.0,35671000.0
Total Equity Gross Minority Interest,180147000.0,227738000.0,50633000.0,28795000.0
Minority Interest,0.0,174000.0,499000.0,304000.0
Stockholders Equity,180147000.0,227564000.0,50134000.0,28491000.0
Other Equity Interest,182622000.0,16570000.0,-16183000.0,-15687000.0
Retained Earnings,-18940000.0,,,
Additional Paid In Capital,197033000.0,194646000.0,51813000.0,32091000.0
Capital Stock,16465000.0,16348000.0,14504000.0,12087000.0
Common Stock,16465000.0,16348000.0,14504000.0,12087000.0
Total Liabilities Net Minority Interest,20707000.0,61045000.0,53011000.0,25117000.0
Total Non Current Liabilities Net Minority Interest,5024000.0,3328000.0,12495000.0,13194000.0
Other Non Current Liabilities,5024000.0,168000.0,5685000.0,5814000.0
Non Current Deferred Taxes Liabilities,0.0,2060000.0,0.0,0.0
Long Term Debt And Capital Lease Obligation,0.0,900000.0,6610000.0,7180000.0
Long Term Debt,0.0,900000.0,6610000.0,7180000.0
Long Term Provisions,200000.0,200000.0,200000.0,200000.0
Current Liabilities,15683000.0,57717000.0,40516000.0,11923000.0
Other Current Liabilities,10331000.0,3640000.0,264000.0,1383000.0
Current Debt And Capital Lease Obligation,0.0,5606000.0,14060000.0,6037000.0
Current Debt,0.0,5606000.0,14060000.0,6037000.0
Payables,2638000.0,43413000.0,11793000.0,2515000.0
Total Tax Payable,336000.0,7549000.0,428000.0,73000.0
Accounts Payable,2302000.0,35864000.0,11365000.0,2442000.0
Total Assets,200854000.0,288783000.0,103644000.0,53912000.0
Total Non Current Assets,58717000.0,126917000.0,24826000.0,23977000.0
Other Non Current Assets,,,-1000.0,
Investmentin Financial Assets,20145000.0,0.0,,
Available For Sale Securities,20145000.0,,,
Long Term Equity Investment,25850000.0,78000.0,78000.0,78000.0
Investments In Other Ventures Under Equity Method,25850000.0,0.0,0.0,0.0
Investmentsin Associatesat Cost,0.0,78000.0,78000.0,78000.0
Goodwill And Other Intangible Assets,11916000.0,23921000.0,22849000.0,21583000.0
Other Intangible Assets,11916000.0,23921000.0,22849000.0,21583000.0
Net PPE,806000.0,3368000.0,1723000.0,2139000.0
Accumulated Depreciation,0.0,-1431000.0,-1113000.0,-820000.0
Gross PPE,806000.0,4799000.0,2836000.0,2959000.0
Machinery Furniture Equipment,806000.0,4799000.0,2836000.0,2959000.0
Current Assets,142137000.0,161867000.0,78818000.0,29935000.0
Other Current Assets,,1000.0,,-1000.0
Prepaid Assets,0.0,6091000.0,8236000.0,1081000.0
Inventory,0.0,96981000.0,28606000.0,17847000.0
Finished Goods,0.0,96981000.0,28606000.0,17847000.0
Work In Process,,,,1549000.0
Other Receivables,97060000.0,5622000.0,1000000.0,734000.0
Taxes Receivable,,,0.0,0.0
Accounts Receivable,1481000.0,24416000.0,20024000.0,3458000.0
Cash Cash Equivalents And Short Term Investments,43596000.0,28756000.0,20952000.0,6815000.0
Cash And Cash Equivalents,43596000.0,28756000.0,20952000.0,6815000.0
Cash Financial,43596000.0,28756000.0,20952000.0,6815000.0
