,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,263479699.0,139583827.0,137295660.0,129597544.0
Share Issued,263479699.0,139583827.0,137295660.0,129597544.0
Tangible Book Value,23199450.0,44911.0,1197770.0,360425.0
Invested Capital,23199450.0,44911.0,1197770.0,360425.0
Working Capital,7758286.0,44910.0,1197769.0,360424.0
Net Tangible Assets,23199450.0,44911.0,1197770.0,360425.0
Common Stock Equity,23199450.0,44911.0,1197770.0,360425.0
Total Capitalization,23199450.0,44911.0,1197770.0,360425.0
Total Equity Gross Minority Interest,23199450.0,44911.0,1197770.0,360425.0
Stockholders Equity,23199450.0,44911.0,1197770.0,360425.0
Gains Losses Not Affecting Retained Earnings,9468862.0,6819430.0,6533113.0,6442381.0
Retained Earnings,-29313760.0,-18449445.0,-16621919.0,-14956294.0
Capital Stock,43044348.0,11674926.0,11286576.0,8874338.0
Common Stock,43044348.0,11674926.0,11286576.0,8874338.0
Total Liabilities Net Minority Interest,3342671.0,458187.0,132497.0,35302.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0,0.0
Current Liabilities,3342671.0,458187.0,132497.0,35302.0
Current Deferred Liabilities,0.0,267500.0,0.0,
Payables And Accrued Expenses,3342671.0,190687.0,132497.0,35302.0
Total Assets,26542121.0,503098.0,1330267.0,395727.0
Total Non Current Assets,15441164.0,1.0,1.0,1.0
Investments And Advances,1.0,1.0,1.0,1.0
Long Term Equity Investment,1.0,1.0,1.0,1.0
Investmentsin Joint Venturesat Cost,1.0,1.0,1.0,1.0
Net PPE,15441163.0,0.0,,
Current Assets,11100957.0,503097.0,1330266.0,395726.0
Current Deferred Assets,213742.0,0.0,,
Restricted Cash,0.0,267500.0,0.0,
Prepaid Assets,1013880.0,34544.0,5417.0,42693.0
Receivables,304664.0,72817.0,71501.0,68831.0
Accounts Receivable,304664.0,72817.0,71501.0,68831.0
Cash Cash Equivalents And Short Term Investments,9568671.0,128236.0,1253348.0,284202.0
Cash And Cash Equivalents,9568671.0,128236.0,1253348.0,284202.0
Cash Financial,9568671.0,128236.0,1253348.0,284202.0
