,2024-12-31,2023-12-31,2022-12-31,2020-08-31
Ordinary Shares Number,5839459.0,5983459.0,4075144.0,2693805.0
Share Issued,5839459.0,5983459.0,4075144.0,2693805.0
Net Debt,,,,2277255.0
Total Debt,,,,10000000.0
Tangible Book Value,35292609.0,59198480.0,8846656.0,-11578365.0
Invested Capital,130290863.0,147676641.0,91291050.0,20188606.0
Working Capital,36049070.0,59918139.0,9549817.0,174756.0
Net Tangible Assets,35292609.0,59198480.0,8846656.0,-11578365.0
Common Stock Equity,130290863.0,147676641.0,91291050.0,10188606.0
Total Capitalization,130290863.0,147676641.0,91291050.0,20188606.0
Total Equity Gross Minority Interest,130290863.0,147676641.0,91291050.0,10188606.0
Stockholders Equity,130290863.0,147676641.0,91291050.0,10188606.0
Other Equity Interest,106960.0,106960.0,106960.0,106960.0
Retained Earnings,-179888926.0,-155983055.0,-133965360.0,-37658580.0
Additional Paid In Capital,219944993.0,219944993.0,149928717.0,35047697.0
Capital Stock,5983459.0,5983459.0,3630216.0,1779435.0
Common Stock,5983459.0,5983459.0,3630216.0,1779435.0
Total Liabilities Net Minority Interest,13044603.0,17431269.0,18243075.0,20779074.0
Total Non Current Liabilities Net Minority Interest,821394.0,823977.0,823977.0,11849850.0
Other Non Current Liabilities,821394.0,823977.0,823977.0,1849850.0
Long Term Debt And Capital Lease Obligation,,,,10000000.0
Long Term Debt,,,,10000000.0
Current Liabilities,12223209.0,16607292.0,17419098.0,8929224.0
Other Current Liabilities,604523.0,507071.0,376024.0,247125.0
Payables,594660.0,3733221.0,4441098.0,940666.0
Accounts Payable,594660.0,3733221.0,4441098.0,940666.0
Total Assets,143335466.0,165107910.0,109534125.0,30967680.0
Total Non Current Assets,95063187.0,88582480.0,82565210.0,21863700.0
Other Non Current Assets,,1.0,,
Long Term Equity Investment,46654.0,46654.0,46654.0,46654.0
Goodwill And Other Intangible Assets,94998254.0,88478161.0,82444394.0,21766971.0
Other Intangible Assets,94998254.0,88478161.0,82444394.0,21766971.0
Net PPE,18279.0,57664.0,74162.0,50075.0
Accumulated Depreciation,-286045.0,-246659.0,-205872.0,-93636.0
Gross PPE,304323.0,304323.0,280033.0,143711.0
Other Properties,304323.0,304323.0,280033.0,143711.0
Machinery Furniture Equipment,,,280034.0,143711.0
Current Assets,48272279.0,76525431.0,26968915.0,9103980.0
Other Current Assets,,1.0,,
Restricted Cash,,,,50000.0
Other Receivables,1404901.0,1560620.0,3753794.0,1294864.0
Taxes Receivable,569132.0,376360.0,218168.0,86371.0
Cash Cash Equivalents And Short Term Investments,46298246.0,74588450.0,22996953.0,7722745.0
Cash And Cash Equivalents,46298246.0,74588450.0,22996953.0,7722745.0
Cash Financial,46298246.0,74588450.0,22996953.0,7722745.0
