,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,48511873.0,48511873.0,48208579.0,46703671.0,
Share Issued,48511873.0,48511873.0,48208579.0,46703671.0,
Net Debt,,514000000.0,603000000.0,229000000.0,230000000.0
Total Debt,1007000000.0,1056000000.0,1090000000.0,589000000.0,
Tangible Book Value,-353000000.0,-303000000.0,-273000000.0,-91000000.0,
Invested Capital,1095000000.0,2094000000.0,2078000000.0,1412000000.0,
Working Capital,505000000.0,590000000.0,803000000.0,418000000.0,
Net Tangible Assets,-353000000.0,-303000000.0,-273000000.0,-91000000.0,
Capital Lease Obligations,,96000000.0,118000000.0,89000000.0,71000000.0
Common Stock Equity,1095000000.0,1134000000.0,1106000000.0,912000000.0,
Total Capitalization,1095000000.0,2085000000.0,2073000000.0,1411000000.0,
Total Equity Gross Minority Interest,1095000000.0,1134000000.0,1106000000.0,912000000.0,
Minority Interest,0.0,,,,
Stockholders Equity,1095000000.0,1134000000.0,1106000000.0,912000000.0,
Other Equity Interest,-95000.0,,,,
Retained Earnings,-364212000.0,-317000000.0,-361000000.0,-485000000.0,
Additional Paid In Capital,1471691000.0,1471000000.0,1461000000.0,1396000000.0,
Capital Stock,746000.0,1000000.0,1000000.0,1000000.0,
Common Stock,746000.0,1000000.0,1000000.0,1000000.0,
Total Liabilities Net Minority Interest,1873000000.0,2012000000.0,2013000000.0,1221000000.0,
Total Non Current Liabilities Net Minority Interest,1038000000.0,1096000000.0,1282000000.0,655000000.0,
Other Non Current Liabilities,80000000.0,25000000.0,177000000.0,37000000.0,
Non Current Deferred Taxes Liabilities,,68000000.0,68000000.0,64000000.0,58000000.0
Long Term Debt And Capital Lease Obligation,958000000.0,1003000000.0,1037000000.0,554000000.0,
Long Term Capital Lease Obligation,,52000000.0,70000000.0,55000000.0,43000000.0
Long Term Debt,,951000000.0,967000000.0,499000000.0,269000000.0
Current Liabilities,835000000.0,916000000.0,731000000.0,566000000.0,
Other Current Liabilities,708000000.0,240000000.0,64000000.0,49000000.0,
Current Debt And Capital Lease Obligation,49000000.0,53000000.0,53000000.0,35000000.0,
Current Capital Lease Obligation,,44000000.0,48000000.0,34000000.0,28000000.0
Current Debt,,9000000.0,5000000.0,1000000.0,51000000.0
Pensionand Other Post Retirement Benefit Plans Current,,22000000.0,22000000.0,27000000.0,16000000.0
Current Provisions,,18000000.0,24000000.0,33000000.0,31000000.0
Payables,,358000000.0,354000000.0,287000000.0,209000000.0
Total Tax Payable,,23000000.0,31000000.0,29000000.0,14000000.0
Accounts Payable,,335000000.0,323000000.0,258000000.0,195000000.0
Total Assets,2968000000.0,3146000000.0,3119000000.0,2133000000.0,
Total Non Current Assets,1628000000.0,1639000000.0,1585000000.0,1149000000.0,
Other Non Current Assets,,,,,1000.0
Non Current Deferred Taxes Assets,7000000.0,16000000.0,10000000.0,14000000.0,
Investmentin Financial Assets,15000000.0,13000000.0,9000000.0,7000000.0,
Available For Sale Securities,,13000000.0,9000000.0,7000000.0,61000.0
Long Term Equity Investment,,,0.0,0.0,0.0
Investmentsin Joint Venturesat Cost,,,,,0.0
Goodwill And Other Intangible Assets,1448000000.0,1437000000.0,1379000000.0,1003000000.0,
Other Intangible Assets,206000000.0,200000000.0,200000000.0,193000000.0,
Goodwill,1242000000.0,1237000000.0,1179000000.0,810000000.0,
Net PPE,158000000.0,173000000.0,187000000.0,125000000.0,
Accumulated Depreciation,,-203000000.0,-180000000.0,-99000000.0,-106000000.0
Gross PPE,,377000000.0,368000000.0,224000000.0,185000000.0
Other Properties,,201000000.0,209000000.0,151000000.0,145000000.0
Machinery Furniture Equipment,,170000000.0,159000000.0,73000000.0,40000000.0
Properties,,6000000.0,0.0,,
Current Assets,1340000000.0,1506000000.0,1534000000.0,984000000.0,
Other Current Assets,,,,1000000.0,-1000.0
Assets Held For Sale Current,62000000.0,,,,
Current Deferred Assets,,,,,5488000.0
Prepaid Assets,,0.0,0.0,0.0,0.0
Inventory,2000000.0,8000000.0,8000000.0,8000000.0,
Raw Materials,,8000000.0,8000000.0,8000000.0,4000000.0
Other Receivables,,513000000.0,574000000.0,283000000.0,189000000.0
Accounts Receivable,1015000000.0,539000000.0,583000000.0,421000000.0,
Allowance For Doubtful Accounts Receivable,,-5000000.0,-6000000.0,-5000000.0,-3000000.0
Gross Accounts Receivable,,544000000.0,589000000.0,426000000.0,368000000.0
Cash Cash Equivalents And Short Term Investments,261000000.0,446000000.0,369000000.0,271000000.0,
Cash And Cash Equivalents,261000000.0,446000000.0,369000000.0,271000000.0,
