,2024-08-31,2023-08-31,2022-08-31,2021-08-31
Ordinary Shares Number,24258654.0,19521154.0,19521154.0,15675000.0
Share Issued,24258654.0,19521154.0,19521154.0,15675000.0
Tangible Book Value,5019000.0,3698000.0,18339000.0,11430000.0
Invested Capital,51917000.0,49380000.0,68770000.0,38469000.0
Working Capital,14527000.0,15467000.0,30415000.0,11430000.0
Net Tangible Assets,5019000.0,3698000.0,18339000.0,11430000.0
Common Stock Equity,51917000.0,49380000.0,68770000.0,38469000.0
Total Capitalization,51917000.0,49380000.0,68770000.0,38469000.0
Total Equity Gross Minority Interest,51917000.0,49380000.0,68770000.0,38469000.0
Stockholders Equity,51917000.0,49380000.0,68770000.0,38469000.0
Other Equity Interest,-55580000.0,-39955000.0,-20565000.0,-5577000.0
Additional Paid In Capital,106723000.0,88712000.0,88712000.0,43889000.0
Capital Stock,774000.0,623000.0,623000.0,157000.0
Common Stock,774000.0,623000.0,623000.0,157000.0
Total Liabilities Net Minority Interest,38954000.0,23538000.0,18135000.0,4339000.0
Total Non Current Liabilities Net Minority Interest,9508000.0,11769000.0,12076000.0,0.0
Other Non Current Liabilities,9508000.0,11769000.0,12076000.0,
Current Liabilities,29446000.0,11769000.0,6059000.0,4339000.0
Other Current Liabilities,6282000.0,2519000.0,2961000.0,160000.0
Payables,2020000.0,4435000.0,2213000.0,1949000.0
Other Payable,,,2961000.0,160000.0
Total Tax Payable,80000.0,157000.0,176000.0,69000.0
Accounts Payable,1940000.0,4278000.0,2037000.0,1880000.0
Total Assets,90871000.0,72918000.0,86905000.0,42808000.0
Total Non Current Assets,46898000.0,45682000.0,50431000.0,27039000.0
Goodwill And Other Intangible Assets,46898000.0,45682000.0,50431000.0,27039000.0
Other Intangible Assets,45639000.0,43554000.0,47391000.0,23086000.0
Goodwill,1259000.0,2128000.0,3040000.0,3953000.0
Current Assets,43973000.0,27236000.0,36474000.0,15769000.0
Other Current Assets,,,,1000.0
Prepaid Assets,,,575000.0,290000.0
Inventory,4995000.0,2105000.0,1774000.0,0.0
Finished Goods,4995000.0,2105000.0,1774000.0,0.0
Other Receivables,8433000.0,7482000.0,1364000.0,1543000.0
Accounts Receivable,15242000.0,9121000.0,2000.0,1081000.0
Cash Cash Equivalents And Short Term Investments,15303000.0,8528000.0,33334000.0,13145000.0
Cash And Cash Equivalents,15303000.0,8528000.0,33334000.0,13145000.0
Cash Financial,15303000.0,8528000.0,33334000.0,13145000.0
