,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,,0.0,,,
Ordinary Shares Number,2294092.0,843249.0,843249.0,527031.0,
Share Issued,2294092.0,843249.0,843249.0,527031.0,
Net Debt,29678000.0,36918000.0,33389000.0,25152000.0,
Total Debt,47328000.0,52631000.0,54854000.0,51136000.0,
Tangible Book Value,22479000.0,18687000.0,37716000.0,27857000.0,
Invested Capital,63218000.0,60080000.0,77403000.0,60348000.0,
Working Capital,-7557000.0,-5501000.0,19328000.0,-833000.0,
Net Tangible Assets,22479000.0,18687000.0,37716000.0,27857000.0,
Capital Lease Obligations,6602000.0,11528000.0,16063000.0,20238000.0,
Common Stock Equity,22492000.0,18977000.0,38612000.0,29450000.0,
Total Capitalization,29144000.0,33413000.0,52594000.0,33839000.0,
Total Equity Gross Minority Interest,22492000.0,18977000.0,38612000.0,29450000.0,
Stockholders Equity,22492000.0,18977000.0,38612000.0,29450000.0,
Other Equity Interest,-267981000.0,-250524000.0,-230889000.0,-228165000.0,
Additional Paid In Capital,279003000.0,265285000.0,265285000.0,254980000.0,
Capital Stock,11470000.0,4216000.0,4216000.0,2635000.0,
Common Stock,11470000.0,4216000.0,4216000.0,2635000.0,
Total Liabilities Net Minority Interest,105480000.0,110553000.0,105895000.0,101248000.0,
Total Non Current Liabilities Net Minority Interest,14633000.0,30011000.0,36205000.0,25380000.0,
Other Non Current Liabilities,,,-1000.0,,171000.0
Non Current Deferred Taxes Liabilities,1379000.0,4047000.0,6161000.0,753000.0,
Long Term Debt And Capital Lease Obligation,13254000.0,25964000.0,30045000.0,24627000.0,
Long Term Capital Lease Obligation,6602000.0,11528000.0,16063000.0,20238000.0,
Long Term Debt,6652000.0,14436000.0,13982000.0,4389000.0,
Current Liabilities,90847000.0,80542000.0,69690000.0,75868000.0,
Other Current Liabilities,13049000.0,15212000.0,7583000.0,12422000.0,
Current Debt And Capital Lease Obligation,34074000.0,26667000.0,24809000.0,26509000.0,
Current Debt,34074000.0,26667000.0,24809000.0,26509000.0,
Payables,27900000.0,21742000.0,21572000.0,20215000.0,
Other Payable,108000.0,863000.0,169000.0,3000.0,
Accounts Payable,27792000.0,20879000.0,21403000.0,20212000.0,
Total Assets,127972000.0,129530000.0,144507000.0,130698000.0,
Total Non Current Assets,44682000.0,54489000.0,55489000.0,55663000.0,
Other Non Current Assets,27000.0,,-1000.0,-1000.0,
Non Current Deferred Taxes Assets,12320000.0,12527000.0,12849000.0,12904000.0,
Investmentin Financial Assets,,,,0.0,0.0
Goodwill And Other Intangible Assets,13000.0,290000.0,896000.0,1593000.0,
Other Intangible Assets,13000.0,290000.0,896000.0,1593000.0,
Net PPE,32322000.0,41672000.0,41745000.0,41167000.0,
Accumulated Depreciation,-208075000.0,-196435000.0,-207438000.0,-192668000.0,
Gross PPE,240397000.0,238107000.0,249183000.0,233835000.0,
Machinery Furniture Equipment,204594000.0,202310000.0,213163000.0,197847000.0,
Properties,35803000.0,35797000.0,36020000.0,35988000.0,
Current Assets,83290000.0,75041000.0,89018000.0,75035000.0,
Prepaid Assets,6107000.0,5940000.0,6160000.0,4477000.0,
Inventory,48085000.0,44481000.0,57639000.0,47268000.0,
Other Inventories,,1000.0,-1000.0,,
Finished Goods,22338000.0,23560000.0,28381000.0,19907000.0,
Work In Process,5955000.0,2824000.0,4139000.0,4433000.0,
Raw Materials,19792000.0,18096000.0,25120000.0,22928000.0,
Other Receivables,,,,,2329000.0
Taxes Receivable,1082000.0,821000.0,821000.0,821000.0,
Accounts Receivable,16921000.0,19565000.0,18947000.0,16678000.0,
Cash Cash Equivalents And Short Term Investments,11095000.0,4234000.0,5451000.0,5791000.0,
Other Short Term Investments,47000.0,49000.0,49000.0,45000.0,
Cash And Cash Equivalents,11048000.0,4185000.0,5402000.0,5746000.0,
Cash Equivalents,,,,,44000.0
Cash Financial,11048000.0,4185000.0,5402000.0,5746000.0,
