,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,88357234.0,37812663.0,37812663.0,29464414.0,
Share Issued,88357234.0,37812663.0,37812663.0,29464414.0,
Total Debt,50942000.0,666000.0,4692000.0,9791000.0,
Tangible Book Value,58879000.0,-25038000.0,57027000.0,37417000.0,
Invested Capital,121900000.0,-1898000.0,74491000.0,55289000.0,
Working Capital,44761000.0,26667000.0,103139000.0,42305000.0,
Net Tangible Assets,58879000.0,-25038000.0,57027000.0,37417000.0,
Capital Lease Obligations,3154000.0,666000.0,3359000.0,6098000.0,
Common Stock Equity,74112000.0,-1898000.0,73158000.0,51596000.0,
Total Capitalization,74112000.0,-1898000.0,73158000.0,52929000.0,
Total Equity Gross Minority Interest,74112000.0,-1898000.0,73158000.0,51596000.0,
Stockholders Equity,74112000.0,-1898000.0,73158000.0,51596000.0,
Other Equity Interest,-1000.0,,,,7000.0
Retained Earnings,-376896000.0,-325014000.0,-249858000.0,-194627000.0,
Additional Paid In Capital,442173000.0,308295000.0,308195000.0,234674000.0,
Capital Stock,8836000.0,14821000.0,14821000.0,11549000.0,
Common Stock,8836000.0,14821000.0,14821000.0,11549000.0,
Total Liabilities Net Minority Interest,68987000.0,79327000.0,81355000.0,46720000.0,
Total Non Current Liabilities Net Minority Interest,282000.0,67464000.0,67840000.0,32222000.0,
Other Non Current Liabilities,24000.0,66756000.0,66600000.0,27000000.0,
Long Term Debt And Capital Lease Obligation,258000.0,136000.0,666000.0,4692000.0,
Long Term Capital Lease Obligation,258000.0,136000.0,666000.0,3359000.0,
Long Term Debt,,,0.0,1333000.0,3693000.0
Long Term Provisions,,572000.0,574000.0,530000.0,518000.0
Current Liabilities,68705000.0,11863000.0,13515000.0,14498000.0,
Other Current Liabilities,955000.0,1505000.0,1769000.0,1444000.0,
Current Debt And Capital Lease Obligation,50684000.0,530000.0,4026000.0,5099000.0,
Current Capital Lease Obligation,2896000.0,530000.0,2693000.0,2739000.0,
Current Debt,47788000.0,0.0,1333000.0,2360000.0,
Pensionand Other Post Retirement Benefit Plans Current,643000.0,1056000.0,1030000.0,514000.0,
Payables,13103000.0,4914000.0,2263000.0,3685000.0,
Other Payable,,,,,1803000.0
Accounts Payable,13103000.0,4914000.0,2263000.0,3685000.0,
Total Assets,143099000.0,77429000.0,154513000.0,98316000.0,
Total Non Current Assets,29633000.0,38899000.0,37859000.0,41512000.0,
Other Non Current Assets,1000.0,1000.0,-1000.0,,
Goodwill And Other Intangible Assets,15233000.0,23140000.0,16131000.0,14179000.0,
Other Intangible Assets,15233000.0,23140000.0,16131000.0,14179000.0,
Net PPE,14399000.0,15758000.0,21729000.0,27333000.0,
Accumulated Depreciation,-4420000.0,-3878000.0,-3434000.0,-3030000.0,
Gross PPE,18819000.0,19636000.0,25163000.0,30363000.0,
Other Properties,14399000.0,,6616000.0,5279000.0,4416000.0
Machinery Furniture Equipment,15393000.0,19636000.0,23033000.0,20825000.0,
Buildings And Improvements,3426000.0,0.0,2130000.0,4259000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,113466000.0,38530000.0,116654000.0,56803000.0,
Other Current Assets,1000.0,,-1000.0,,1000.0
Current Deferred Taxes Assets,,,,,0.0
Prepaid Assets,30505000.0,22982000.0,41623000.0,39686000.0,
Inventory,32745000.0,2973000.0,1170000.0,2408000.0,
Other Inventories,,1000.0,,,
Finished Goods,28807000.0,114000.0,125000.0,167000.0,
Work In Process,3807000.0,2728000.0,757000.0,2188000.0,
Raw Materials,131000.0,131000.0,288000.0,53000.0,
Other Receivables,889000.0,2048000.0,2770000.0,1587000.0,
Accounts Receivable,896000.0,473000.0,770000.0,1421000.0,
Allowance For Doubtful Accounts Receivable,-148000.0,-136000.0,-140000.0,-122000.0,
Gross Accounts Receivable,1044000.0,608000.0,910000.0,1543000.0,
Cash Cash Equivalents And Short Term Investments,48431000.0,10054000.0,70322000.0,11701000.0,
Other Short Term Investments,,,,714000.0,1615000.0
Cash And Cash Equivalents,48431000.0,10054000.0,70322000.0,10987000.0,
Cash Equivalents,50000.0,,,,
Cash Financial,48381000.0,10054000.0,70322000.0,10987000.0,
