,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,779.0,949.0,1567.0,,
Ordinary Shares Number,8985259.0,7781791.0,4304706.0,4304706.0,
Share Issued,8986038.0,7782740.0,4306273.0,4304706.0,
Total Debt,43572000.0,16097000.0,24502000.0,9736000.0,
Tangible Book Value,-158454000.0,-6109000.0,71032000.0,264106000.0,
Invested Capital,-130588000.0,11855000.0,89051000.0,282273000.0,
Working Capital,-130055000.0,-20891000.0,58285000.0,252197000.0,
Net Tangible Assets,-158454000.0,-6109000.0,71032000.0,264106000.0,
Capital Lease Obligations,43572000.0,16097000.0,24502000.0,9736000.0,
Common Stock Equity,-130588000.0,11855000.0,89051000.0,282273000.0,
Total Capitalization,-130588000.0,11855000.0,89051000.0,282273000.0,
Total Equity Gross Minority Interest,-130588000.0,11855000.0,89051000.0,282273000.0,
Stockholders Equity,-130588000.0,11855000.0,89051000.0,282273000.0,
Other Equity Interest,,,-1000.0,,1000.0
Retained Earnings,-1277728000.0,-1085539000.0,-911463000.0,-717792000.0,
Additional Paid In Capital,1146533000.0,1055224000.0,911901000.0,911831000.0,
Capital Stock,607000.0,42170000.0,88614000.0,88234000.0,
Common Stock,607000.0,42170000.0,88614000.0,88234000.0,
Total Liabilities Net Minority Interest,234926000.0,106595000.0,80533000.0,50927000.0,
Total Non Current Liabilities Net Minority Interest,33475000.0,7516000.0,16004000.0,3511000.0,
Other Non Current Liabilities,,,1000.0,,134000.0
Long Term Debt And Capital Lease Obligation,33475000.0,7516000.0,16003000.0,3511000.0,
Long Term Capital Lease Obligation,33475000.0,7516000.0,16003000.0,3511000.0,
Current Liabilities,201451000.0,99079000.0,64529000.0,47416000.0,
Other Current Liabilities,1608000.0,750000.0,3032000.0,2237000.0,
Current Debt And Capital Lease Obligation,10097000.0,8581000.0,8499000.0,6225000.0,
Current Capital Lease Obligation,10097000.0,8581000.0,8499000.0,6225000.0,
Pensionand Other Post Retirement Benefit Plans Current,5319000.0,5688000.0,4701000.0,4005000.0,
Payables,9152000.0,25041000.0,13343000.0,9367000.0,
Other Payable,1736000.0,,,,
Total Tax Payable,3464000.0,3768000.0,,,
Accounts Payable,3952000.0,21273000.0,13343000.0,9367000.0,
Total Assets,104338000.0,118450000.0,169584000.0,333200000.0,
Total Non Current Assets,32942000.0,40262000.0,46770000.0,33587000.0,
Other Non Current Assets,-2000.0,-1000.0,1000.0,2000.0,
Non Current Prepaid Assets,,1986000.0,1815000.0,0.0,
Investmentin Financial Assets,2056000.0,,,,0.0
Held To Maturity Securities,,,,,0.0
Available For Sale Securities,2056000.0,,,,
Goodwill And Other Intangible Assets,27866000.0,17964000.0,18019000.0,18167000.0,
Other Intangible Assets,27866000.0,17964000.0,18019000.0,18167000.0,
Net PPE,3022000.0,20313000.0,26936000.0,15418000.0,
Accumulated Depreciation,-126821000.0,-68191000.0,-57850000.0,-49003000.0,
Gross PPE,129843000.0,88504000.0,84786000.0,64421000.0,
Construction In Progress,,,,,0.0
Other Properties,8145000.0,8831000.0,8831000.0,5121000.0,
Machinery Furniture Equipment,34832000.0,34832000.0,32373000.0,31933000.0,
Buildings And Improvements,86866000.0,44841000.0,43582000.0,27367000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,71396000.0,78188000.0,122814000.0,299613000.0,
Other Current Assets,1000.0,,2000.0,-1000.0,
Prepaid Assets,2657000.0,3749000.0,7043000.0,5156000.0,
Other Receivables,208000.0,3835000.0,2793000.0,7114000.0,
Taxes Receivable,3702000.0,4484000.0,1741000.0,1750000.0,
Accounts Receivable,518000.0,2000.0,13930000.0,7446000.0,
Cash Cash Equivalents And Short Term Investments,64310000.0,66118000.0,97305000.0,278148000.0,
Cash And Cash Equivalents,64310000.0,66118000.0,97305000.0,278148000.0,
Cash Financial,64310000.0,66118000.0,97305000.0,278148000.0,
