,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,20449600.0,20449600.0,20449600.0,20449600.0,
Share Issued,20449600.0,20449600.0,20449600.0,20449600.0,
Total Debt,,,0.0,19000.0,0.0
Tangible Book Value,32626000.0,20429000.0,22291000.0,35824000.0,
Invested Capital,42940000.0,34383000.0,34383000.0,55902000.0,
Working Capital,32331000.0,19894000.0,21681000.0,35137000.0,
Net Tangible Assets,32626000.0,20429000.0,22291000.0,35824000.0,
Common Stock Equity,42940000.0,34383000.0,34383000.0,55883000.0,
Total Capitalization,42940000.0,34383000.0,34383000.0,55883000.0,
Total Equity Gross Minority Interest,42940000.0,34383000.0,34383000.0,55883000.0,
Minority Interest,0.0,0.0,0.0,0.0,
Stockholders Equity,42940000.0,34383000.0,34383000.0,55883000.0,
Other Equity Interest,1000.0,1000.0,,1000.0,-31681000.0
Additional Paid In Capital,101392000.0,101392000.0,101392000.0,101392000.0,
Capital Stock,1022000.0,1022000.0,1022000.0,1022000.0,
Common Stock,1022000.0,1022000.0,1022000.0,1022000.0,
Total Liabilities Net Minority Interest,8848000.0,6677000.0,7128000.0,6980000.0,
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0,0.0,
Current Liabilities,8848000.0,6677000.0,7128000.0,6980000.0,
Other Current Liabilities,2143000.0,1505000.0,2659000.0,2862000.0,
Current Debt And Capital Lease Obligation,,,0.0,19000.0,0.0
Current Debt,,,0.0,19000.0,0.0
Pensionand Other Post Retirement Benefit Plans Current,560000.0,459000.0,422000.0,858000.0,
Payables,1852000.0,1963000.0,2017000.0,1475000.0,
Total Tax Payable,0.0,516000.0,1082000.0,448000.0,
Accounts Payable,1852000.0,1447000.0,935000.0,1027000.0,
Total Assets,51788000.0,41060000.0,41511000.0,62863000.0,
Total Non Current Assets,10609000.0,14488000.0,12702000.0,20745000.0,
Other Non Current Assets,,-1000.0,-1000.0,1000.0,114000.0
Investmentin Financial Assets,69000.0,,,,
Goodwill And Other Intangible Assets,10314000.0,13954000.0,12092000.0,20059000.0,
Other Intangible Assets,8369000.0,10343000.0,6814000.0,13115000.0,
Goodwill,1945000.0,3611000.0,5278000.0,6944000.0,
Net PPE,226000.0,202000.0,278000.0,284000.0,
Accumulated Depreciation,-482000.0,-662000.0,-472000.0,-312000.0,
Gross PPE,708000.0,864000.0,750000.0,596000.0,
Other Properties,142000.0,142000.0,142000.0,59000.0,
Machinery Furniture Equipment,566000.0,722000.0,608000.0,537000.0,
Current Assets,41179000.0,26571000.0,28809000.0,42117000.0,
Other Current Assets,1000.0,-1000.0,,,-1000.0
Current Deferred Assets,1000.0,403000.0,,,
Prepaid Assets,1705000.0,944000.0,1085000.0,1709000.0,
Inventory,8462000.0,3773000.0,1757000.0,4253000.0,
Finished Goods,8462000.0,3773000.0,1757000.0,4253000.0,
Other Receivables,5712000.0,4107000.0,4585000.0,1514000.0,
Taxes Receivable,376000.0,0.0,,,
Accounts Receivable,0.0,15000.0,0.0,39000.0,
Cash Cash Equivalents And Short Term Investments,24922000.0,17330000.0,21382000.0,34602000.0,
Other Short Term Investments,36000.0,42000.0,38000.0,,
Cash And Cash Equivalents,24886000.0,17288000.0,21344000.0,34602000.0,
Cash Financial,,17288000.0,21344000.0,34602000.0,17008000.0
