,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,502124.0,557012.0,650060.0,,884800.0
Ordinary Shares Number,97739604.0,88924032.0,88830984.0,84596244.0,
Share Issued,98241728.0,89481044.0,89481044.0,84596244.0,
Net Debt,464203000.0,155703000.0,307062000.0,211883000.0,
Total Debt,500998000.0,286435000.0,329098000.0,242418000.0,
Tangible Book Value,437257000.0,400176000.0,478508000.0,375992000.0,
Invested Capital,932645000.0,684499000.0,805390000.0,617078000.0,
Net Tangible Assets,437257000.0,400176000.0,478508000.0,375992000.0,
Common Stock Equity,437257000.0,400176000.0,478508000.0,375994000.0,
Total Capitalization,932645000.0,684499000.0,805390000.0,617078000.0,
Total Equity Gross Minority Interest,437257000.0,400176000.0,478508000.0,375994000.0,
Stockholders Equity,437257000.0,400176000.0,478508000.0,375994000.0,
Other Equity Interest,1000.0,,,1000.0,-1000.0
Retained Earnings,163186000.0,157278000.0,229326000.0,120766000.0,
Additional Paid In Capital,270466000.0,238700000.0,245375000.0,251567000.0,
Capital Stock,4018000.0,3660000.0,3660000.0,3660000.0,
Common Stock,4018000.0,3660000.0,3660000.0,3660000.0,
Total Liabilities Net Minority Interest,545380000.0,312945000.0,358966000.0,276524000.0,
Derivative Product Liabilities,3907000.0,0.0,0.0,1395000.0,
Long Term Debt And Capital Lease Obligation,500998000.0,286435000.0,329098000.0,242418000.0,
Payables,5806000.0,4616000.0,4501000.0,13414000.0,
Total Tax Payable,397000.0,1489000.0,484000.0,760000.0,
Accounts Payable,5409000.0,3127000.0,4017000.0,12654000.0,
Total Assets,982637000.0,713121000.0,837474000.0,652518000.0,
Investments And Advances,1728000.0,3254000.0,11022000.0,140858000.0,
Investmentin Financial Assets,1728000.0,3254000.0,11022000.0,19028000.0,
Available For Sale Securities,,,,19028000.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,,,121830000.0,102152000.0
Long Term Equity Investment,,,0.0,121830000.0,79320000.0
Investment Properties,935374000.0,573771000.0,606222000.0,469817000.0,
Goodwill And Other Intangible Assets,,,0.0,2000.0,2000.0
Other Intangible Assets,,,,2000.0,2000.0
Net PPE,5682000.0,2246000.0,2398000.0,1560000.0,
Accumulated Depreciation,-500000.0,-438000.0,-360000.0,-284000.0,
Gross PPE,6182000.0,2684000.0,2758000.0,1844000.0,
Prepaid Assets,2614000.0,869000.0,1093000.0,1041000.0,
Receivables,6055000.0,4362000.0,3565000.0,10039000.0,
Cash And Cash Equivalents,31185000.0,128620000.0,19820000.0,29201000.0,
Cash Cash Equivalents And Federal Funds Sold,31185000.0,128620000.0,19820000.0,29201000.0,
